Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s38_e147_RES7565 & s38_e147_RES7787,C,380,4.92,8,63.3,50,6,7.3,s38_e147_RES7565,1300,-37.0522,147.3011,227,63.3,65.7,2602,5.78,11.0,s38_e147_RES7787,920,-37.0542,147.4025,239,63.7,63.6,481,2.88,22.1,466,107
s38_e147_RES91688 & s38_e147_RES109410,C,800,10.29,8,29.8,50,6,2.7,s38_e147_RES91688,1160,-37.4636,147.0167,113,29.8,66.9,1391,6.55,4.6,s38_e147_RES109410,360,-37.5686,147.0803,107,30.0,66.9,578,4.63,6.5,220,227
s38_e147_RES56935 & s38_e147_RES50003,C,340,2.74,12,70.5,50,6,4.7,s38_e147_RES56935,691,-37.3033,147.6378,338,70.6,60.9,2056,5.57,12.7,s38_e147_RES50003,351,-37.2761,147.6833,266,70.5,72.3,2501,9.43,7.5,604,82
s38_e147_RES29155 & s38_e147_RES55141,C,708,9.41,8,33.9,50,6,2.6,s38_e147_RES29155,1251,-37.1931,147.3844,124,34.0,60.5,1553,6.3,5.4,s38_e147_RES55141,543,-37.2958,147.4283,86,33.9,82.0,529,6.55,5.2,210,238
s22_e149_RES18801 & s22_e149_RES20081,C,410,4.1,10,56.4,50,6,7.6,s22_e149_RES18801,450,-21.9011,149.2683,420,57.2,44.6,3758,5.2,11.0,s22_e149_RES20081,40,-21.9236,149.3575,601,56.4,23.3,3088,2.32,24.2,1021,48
s22_e149_RES23520 & s22_e149_RES23597,C,322,1.98,16,73.0,50,6,5.3,s22_e149_RES23520,362,-21.9767,149.3639,258,74.3,85.9,5480,11.57,6.4,s22_e149_RES23597,40,-21.9781,149.4194,493,73.0,35.1,1168,2.33,31.3,751,66
s22_e149_RES16818 & s22_e149_RES16054,C,229,0.95,24,104.9,50,6,9.3,s22_e149_RES16818,301,-21.8497,149.2669,618,104.9,43.1,1243,2.61,40.2,s22_e149_RES16054,72,-21.8297,149.3319,329,105.1,79.1,897,8.72,12.1,947,52
s25_e148_RES44435 & s25_e148_RES37929,C,661,5.19,13,35.8,50,6,2.5,s25_e148_RES44435,1051,-24.8914,148.1917,107,36.3,54.6,4143,11.35,3.2,s25_e148_RES37929,390,-24.8319,148.2178,258,35.8,30.9,2058,2.94,12.2,365,136
s25_e148_RES45273 & s25_e148_RES47382,C,611,6.24,10,39.0,50,6,2.6,s25_e148_RES45273,991,-24.9,148.2069,115,39.0,76.8,2422,13.79,2.8,s25_e148_RES47382,380,-24.9356,148.2786,338,39.0,34.4,446,0.97,40.2,453,110
s25_e148_RES23803 & s25_e148_RES26093,C,381,2.62,15,63.0,50,6,4.0,s25_e148_RES23803,781,-24.6575,148.0833,180,63.2,79.4,4268,14.47,4.4,s25_e148_RES26093,400,-24.6969,148.1086,445,63.0,28.7,1484,1.32,47.8,625,80
s25_e151_RES27893 & s25_e151_RES22970,C,370,3.18,12,65.2,50,6,8.9,s25_e151_RES27893,600,-24.5878,151.1697,452,67.0,30.7,3924,2.11,31.8,s25_e151_RES22970,230,-24.5094,151.2028,253,65.2,62.5,1373,5.3,12.3,705,70
s25_e151_RES25950 & s25_e151_RES20482,C,382,3.21,12,63.4,50,6,7.1,s25_e151_RES25950,552,-24.55,151.2136,344,63.5,42.4,5733,5.9,10.8,s25_e151_RES20482,170,-24.4736,151.2422,392,63.4,48.5,969,3.0,21.1,736,67
s25_e151_RES22293 & s25_e151_RES17392,C,290,2.41,12,82.7,50,6,9.5,s25_e151_RES22293,471,-24.5003,151.135,405,82.8,45.5,753,2.17,38.1,s25_e151_RES17392,181,-24.4214,151.1081,320,82.7,58.5,1806,6.51,12.7,725,68
s25_e151_RES41554 & s25_e151_RES38736,C,279,3.36,8,85.2,50,6,15.5,s25_e151_RES41554,440,-24.8028,151.4164,583,85.2,36.9,4212,4.0,21.3,s25_e151_RES38736,161,-24.7544,151.48,591,87.1,36.9,830,1.53,56.9,1174,42
s33_e149_RES51014 & s33_e149_RES43070,C,290,1.79,16,83.1,50,6,10.5,s33_e149_RES51014,680,-32.7175,149.3531,442,83.1,50.6,1166,4.09,20.3,s33_e149_RES43070,390,-32.6525,149.3436,409,84.7,50.0,952,3.87,21.9,851,58
s33_e149_RES57360 & s33_e149_RES50849,C,300,3.05,10,80.1,50,6,11.4,s33_e149_RES57360,770,-32.7731,149.4444,459,80.1,51.7,1986,4.26,18.8,s33_e149_RES50849,470,-32.7161,149.4181,404,80.6,53.6,590,2.8,28.7,863,57
s33_e149_RES81138 & s34_e149_RES9639,C,388,4.6,8,62.2,50,6,10.5,s33_e149_RES81138,840,-32.9828,149.5653,345,62.2,39.4,2857,4.64,13.4,s34_e149_RES9639,452,-33.0633,149.4594,317,63.5,46.6,289,1.3,49.0,662,75
s33_e149_RES79875 & s33_e149_RES74738,C,310,2.01,15,76.8,50,6,6.2,s33_e149_RES79875,760,-32.9719,149.3497,328,76.8,66.3,2844,6.36,12.1,s33_e149_RES74738,450,-32.9283,149.3172,369,78.1,81.1,1966,6.07,12.9,697,71
s33_e149_RES58948 & s33_e149_RES52262,C,267,3.41,8,89.8,50,6,27.1,s33_e149_RES58948,800,-32.7897,149.7081,390,89.8,56.3,1266,3.01,29.8,s33_e149_RES52262,533,-32.7275,149.7742,1854,90.5,17.3,1011,0.31,295.9,2244,22
s33_e149_RES83277 & s34_e149_RES8941,C,390,5.12,8,60.9,50,6,7.4,s33_e149_RES83277,891,-32.9994,149.5875,322,60.9,47.5,3066,7.07,8.6,s34_e149_RES8941,501,-33.0586,149.5547,324,63.0,47.0,377,1.21,51.9,646,77
s33_e149_RES82800 & s34_e149_RES9241,C,367,6.21,6,65.5,50,6,14.1,s33_e149_RES82800,770,-32.9956,149.3953,323,65.5,71.3,758,4.09,16.0,s34_e149_RES9241,403,-33.0608,149.2978,369,68.7,30.0,237,0.6,114.9,692,72
s33_e149_RES44668 & s33_e149_RES36366,C,309,1.39,22,77.2,50,6,5.4,s33_e149_RES44668,670,-32.6644,149.3328,277,77.2,67.5,5679,10.87,7.1,s33_e149_RES36366,361,-32.5889,149.3125,582,79.4,27.2,2530,3.58,22.2,859,58
s33_e149_RES71108 & s33_e149_RES68656,C,270,2.33,12,89.5,50,6,8.8,s33_e149_RES71108,620,-32.8972,149.3236,337,89.5,60.1,1527,8.95,10.0,s33_e149_RES68656,350,-32.875,149.2211,627,90.6,22.7,698,1.27,71.5,964,51
s32_e152_RES26204 & s32_e152_RES31526,C,385,2.07,19,62.6,50,6,5.7,s32_e152_RES26204,615,-31.4578,152.0394,163,62.6,98.9,1263,8.18,7.7,s32_e152_RES31526,230,-31.5256,152.0469,270,64.8,60.2,493,2.91,22.3,433,115
s32_e152_RES25743 & s32_e152_RES23252,C,422,3.77,11,56.6,50,6,6.6,s32_e152_RES25743,522,-31.4517,152.2469,211,56.6,62.7,4450,7.64,7.4,s32_e152_RES23252,100,-31.4139,152.3278,492,57.3,27.0,797,0.95,60.1,703,71
s32_e152_RES8554 & s32_e152_RES17736,C,692,9.49,7,34.7,50,6,6.6,s32_e152_RES8554,892,-31.2408,152.1142,143,34.7,70.9,806,4.72,7.3,s32_e152_RES17736,200,-31.3414,152.2108,215,36.0,33.7,295,0.59,60.9,358,139
s32_e152_RES17971 & s32_e152_RES22643,C,492,3.36,15,48.6,50,6,3.6,s32_e152_RES17971,622,-31.3442,152.2439,113,48.6,91.0,2280,12.28,4.0,s32_e152_RES22643,130,-31.4039,152.2722,375,49.4,27.9,712,1.34,36.9,488,102
s32_e152_RES35954 & s32_e152_RES32792,C,430,2.72,16,55.9,50,6,3.8,s32_e152_RES35954,530,-31.5686,152.4614,188,56.7,71.0,2728,9.64,5.9,s32_e152_RES32792,100,-31.5406,152.5125,224,55.9,53.6,1024,5.05,11.1,412,121
s32_e152_RES28876 & s32_e152_RES36986,C,348,3.58,10,69.0,50,6,8.1,s32_e152_RES28876,530,-31.4931,152.0683,222,69.0,73.3,1962,7.6,9.1,s32_e152_RES36986,182,-31.5775,152.0481,439,70.5,42.1,260,0.91,77.6,661,75
s32_e152_RES38844 & s32_e152_RES33244,C,421,3.46,12,57.0,50,6,4.2,s32_e152_RES38844,532,-31.5972,152.5078,264,57.0,47.7,4417,5.58,10.2,s32_e152_RES33244,111,-31.5453,152.5392,200,57.0,63.4,1281,8.15,7.0,464,107
s32_e152_RES40091 & s32_e152_RES50682,C,561,8.78,6,41.1,50,6,7.0,s32_e152_RES40091,591,-31.6119,152.4578,216,42.4,51.5,3092,4.67,9.1,s32_e152_RES50682,30,-31.7492,152.4692,571,41.1,15.3,2631,1.37,30.0,787,63
s32_e152_RES41349 & s32_e152_RES44403,C,450,4.18,11,54.4,50,6,3.6,s32_e152_RES41349,590,-31.6294,152.3831,131,54.4,74.7,3269,12.6,4.3,s32_e152_RES44403,140,-31.6672,152.3067,269,55.4,41.6,871,2.47,22.4,400,125
s32_e152_RES40063 & s32_e152_RES47618,C,480,6.53,7,50.7,50,6,5.1,s32_e152_RES40063,591,-31.6117,152.2286,204,50.7,49.6,2013,4.14,12.2,s32_e152_RES47618,111,-31.7056,152.2769,248,51.2,43.2,1379,5.89,8.7,452,110
s32_e152_RES38622 & s32_e152_RES29700,C,516,6.79,8,46.5,50,6,4.2,s32_e152_RES38622,616,-31.5947,152.4119,147,46.9,59.4,6765,8.3,5.7,s32_e152_RES29700,100,-31.505,152.4183,237,46.5,45.9,1139,2.97,15.7,384,130
s32_e152_RES37416 & s32_e152_RES30136,C,471,4.85,10,51.7,50,6,3.4,s32_e152_RES37416,582,-31.5811,152.4514,171,51.7,57.4,5613,11.11,4.7,s32_e152_RES30136,111,-31.5103,152.4481,259,52.8,41.4,2656,4.09,12.9,430,116
s24_e131_RES16219 & s24_e132_RES13114,C,400,1.13,35,59.6,50,6,4.0,s24_e131_RES16219,1150,-23.6094,131.9656,211,59.6,52.9,6355,10.06,5.9,s24_e132_RES13114,750,-23.5736,132.0558,273,59.7,45.1,1080,5.0,11.9,484,103
s31_e152_RES7017 & s31_e152_RES5549,C,456,4.26,11,52.1,50,6,7.8,s31_e152_RES7017,1122,-30.0881,152.0414,514,52.1,22.8,4030,1.33,39.3,s31_e152_RES5549,666,-30.0636,152.1042,172,52.8,85.3,582,5.4,9.8,686,72
s31_e152_RES25561 & s31_e152_RES31932,C,643,8.27,8,36.8,50,6,8.2,s31_e152_RES25561,694,-30.3425,152.7433,232,36.8,42.3,3011,2.36,15.6,s31_e152_RES31932,51,-30.43,152.7594,215,38.3,47.9,854,2.22,17.2,447,111
s31_e152_RES44868 & s31_e152_RES54761,C,722,8.63,8,33.3,50,6,4.8,s31_e152_RES44868,862,-30.6417,152.1431,100,33.3,73.2,1250,6.22,5.3,s31_e152_RES54761,140,-30.7522,152.1894,243,34.4,33.5,375,0.67,51.6,343,145
s31_e152_RES20938 & s31_e152_RES31386,C,510,7.8,7,46.9,50,6,17.1,s31_e152_RES20938,530,-30.2914,152.8797,348,46.9,28.9,2351,2.02,23.2,s31_e152_RES31386,20,-30.4175,152.9189,385,47.5,28.1,1186,0.73,64.7,733,68
s31_e152_RES22806 & s31_e152_RES29260,C,752,10.42,7,31.5,50,6,5.6,s31_e152_RES22806,793,-30.3144,152.7864,145,31.5,44.1,4299,4.3,7.3,s31_e152_RES29260,41,-30.3842,152.8872,225,32.5,21.1,1766,1.37,23.8,370,135
s31_e152_RES7973 & s31_e152_RES3026,C,510,5.56,9,46.2,50,6,5.2,s31_e152_RES7973,1090,-30.1061,152.0567,302,46.2,37.4,3277,4.37,10.6,s31_e152_RES3026,580,-30.035,152.1136,168,47.8,68.4,712,4.74,10.1,470,106
s31_e152_RES69215 & s31_e152_RES66501,C,669,4.48,15,36.4,50,6,1.9,s31_e152_RES69215,910,-30.9814,152.2603,103,36.4,67.2,5050,16.37,2.2,s31_e152_RES66501,241,-30.9328,152.3472,134,36.8,59.7,424,2.34,15.8,237,210
s31_e152_RES28861 & s31_e152_RES21761,C,649,7.3,9,36.2,50,6,2.9,s31_e152_RES28861,1270,-30.3786,152.3375,241,36.2,34.6,4008,5.87,6.2,s31_e152_RES21761,621,-30.3028,152.2894,93,37.7,99.4,592,7.11,5.3,334,149
s31_e152_RES4725 & s30_e152_RES72378,C,450,2.85,16,53.1,50,6,3.3,s31_e152_RES4725,940,-30.0531,152.1783,158,53.1,63.0,4271,13.75,3.9,s30_e152_RES72378,490,-29.9844,152.1344,202,55.4,63.4,479,2.45,22.6,360,138
s31_e152_RES44338 & s31_e152_RES51088,C,800,10.41,8,29.6,50,6,3.0,s31_e152_RES44338,940,-30.6331,152.1556,157,29.6,72.0,3531,9.02,3.3,s31_e152_RES51088,140,-30.7142,152.2506,194,29.9,35.3,411,1.01,29.5,351,142
s31_e152_RES8782 & s31_e152_RES5240,C,549,8.17,7,43.6,50,6,5.6,s31_e152_RES8782,1121,-30.1211,152.3875,229,43.9,38.8,2678,3.9,11.3,s31_e152_RES5240,572,-30.0586,152.4797,175,43.6,66.8,638,3.97,11.0,404,123
s31_e152_RES25919 & s31_e152_RES32267,C,640,9.02,7,36.0,50,6,3.4,s31_e152_RES25919,730,-30.3461,152.6997,357,36.0,23.9,2072,1.24,29.1,s31_e152_RES32267,90,-30.4361,152.74,74,37.1,93.0,2360,9.69,3.8,431,116
s31_e151_RES80783 & s31_e151_RES74150,C,751,5.71,13,31.7,50,6,2.3,s31_e151_RES80783,991,-30.9861,151.9397,166,31.7,65.0,2523,7.1,4.5,s31_e151_RES74150,240,-30.9239,151.9894,119,32.5,59.9,931,6.83,4.8,285,175
s31_e151_RES76801 & s31_e151_RES75329,C,781,9.98,8,30.7,50,6,3.5,s31_e151_RES76801,1152,-30.9514,151.79,202,30.7,33.8,3772,2.73,11.2,s31_e151_RES75329,371,-30.9358,151.9258,72,31.2,98.3,552,6.07,5.1,274,182
s31_e151_RES77591 & s32_e151_RES2365,C,483,4.63,10,49.6,50,6,3.2,s31_e151_RES77591,983,-30.9586,151.1569,148,49.6,91.4,2042,9.02,5.5,s32_e151_RES2365,500,-31.0239,151.1642,215,50.1,60.7,979,6.55,7.6,363,137
s31_e151_RES75499 & s32_e150_RES165,C,340,4.52,8,70.5,50,6,9.3,s31_e151_RES75499,780,-30.9383,151.0306,399,70.7,46.8,1906,3.6,19.6,s32_e150_RES165,440,-31.0028,150.9814,558,70.5,31.4,2276,3.98,17.7,957,52
s30_e151_RES11957 & s30_e151_RES14644,C,600,7.72,8,39.0,50,6,8.3,s30_e151_RES11957,1060,-29.125,151.9267,276,39.0,35.1,3574,3.74,10.4,s30_e151_RES14644,460,-29.1478,151.8178,376,39.4,25.5,790,0.96,40.9,652,76
s30_e151_RES11244 & s30_e151_RES18164,C,518,7.84,7,46.1,50,6,12.6,s30_e151_RES11244,1011,-29.1175,151.9158,217,46.2,46.2,532,2.24,20.6,s30_e151_RES18164,493,-29.1831,151.8753,279,46.1,41.7,524,1.43,32.3,496,100
s30_e151_RES1407 & s30_e151_RES4680,C,250,2.06,12,94.1,50,6,15.9,s30_e151_RES1407,660,-29.0175,151.7225,860,98.5,29.5,4833,4.32,22.8,s30_e151_RES4680,410,-29.0547,151.7006,814,94.1,24.9,1465,1.8,52.3,1674,29
s30_e151_RES62127 & s30_e152_RES55445,C,270,2.74,10,88.6,50,6,9.6,s30_e151_RES62127,1020,-29.7931,151.9614,464,90.6,49.1,1176,2.88,31.4,s30_e152_RES55445,750,-29.7694,152.0161,381,88.6,74.6,1382,6.37,13.9,845,59
s30_e151_RES8718 & s30_e151_RES12619,C,410,5.49,7,58.0,50,6,5.6,s30_e151_RES8718,980,-29.0911,151.9125,223,58.0,64.9,1566,3.94,14.7,s30_e151_RES12619,570,-29.1311,151.8431,272,58.0,74.7,2957,6.36,9.1,495,101
s30_e151_RES9902 & s30_e151_RES1546,C,310,3.9,8,75.9,50,6,9.5,s30_e151_RES9902,690,-29.1036,151.6403,511,75.9,37.1,7233,5.92,12.8,s30_e151_RES1546,380,-29.0192,151.6022,670,77.1,21.7,1809,2.08,37.2,1181,42
s24_e150_RES26920 & s24_e150_RES26542,C,369,3.42,11,62.4,50,6,8.9,s24_e150_RES26920,440,-23.8042,150.5672,394,64.5,57.1,2041,2.71,23.8,s24_e150_RES26542,71,-23.7969,150.6333,600,62.4,25.4,5012,4.43,14.1,994,50
s44_e146_RES10172 & s44_e146_RES9409,C,342,2.55,13,68.8,50,6,8.0,s44_e146_RES10172,472,-43.2106,146.8486,280,68.8,95.0,1054,6.78,10.2,s44_e146_RES9409,130,-43.1856,146.8842,283,71.1,55.3,528,1.83,38.8,563,88
s44_e146_RES12216 & s44_e146_RES13045,C,244,1.78,14,100.5,50,6,13.0,s44_e146_RES12216,334,-43.2689,146.8972,493,100.5,25.7,1382,0.72,139.3,s44_e146_RES13045,90,-43.2942,146.9214,398,100.6,49.2,1550,7.0,14.4,891,56
s37_e147_RES131906 & s37_e147_RES127782,C,580,4.77,12,41.4,50,6,3.7,s37_e147_RES131906,1440,-36.7989,147.9831,118,41.4,88.9,1353,8.72,4.8,s37_e147_RES127782,860,-36.7733,147.8933,287,41.4,27.2,2366,2.55,16.2,405,123
s37_e147_RES155161 & s38_e147_RES2705,C,559,2.76,20,42.6,50,6,2.4,s37_e147_RES155161,1161,-36.9956,147.9208,111,42.6,75.3,2468,10.83,3.9,s38_e147_RES2705,602,-37.02,147.8714,113,43.7,91.9,518,7.08,6.2,224,223
s37_e147_RES35209 & s37_e147_RES35200,C,560,3.3,17,42.6,50,6,2.5,s37_e147_RES35209,861,-36.2792,147.4867,148,42.8,72.9,3471,11.23,3.8,s37_e147_RES35200,301,-36.2792,147.4228,179,42.6,54.2,1263,6.09,7.0,327,152
s37_e147_RES26440 & s37_e147_RES21936,C,470,6.27,8,50.2,50,6,7.9,s37_e147_RES26440,720,-36.2281,147.4594,236,51.5,49.6,909,3.46,14.9,s37_e147_RES21936,250,-36.19,147.3728,295,50.2,54.1,737,3.0,16.7,531,94
s37_e147_RES12281 & s37_e147_RES5216,C,470,4.6,10,50.6,50,6,3.6,s37_e147_RES12281,720,-36.1156,147.6092,191,50.6,69.5,2335,9.84,5.1,s37_e147_RES5216,250,-36.0531,147.5633,206,50.6,57.1,944,4.13,12.3,397,125
s37_e147_RES42069 & s37_e147_RES44669,C,511,2.5,20,45.4,50,6,2.1,s37_e147_RES42069,731,-36.3186,147.3331,116,46.9,77.9,6066,19.25,2.4,s37_e147_RES44669,220,-36.3344,147.3036,326,45.4,35.6,1671,3.34,13.6,442,113
s37_e147_RES136263 & s37_e147_RES132289,C,630,6.14,10,37.3,50,6,2.3,s37_e147_RES136263,1460,-36.8264,147.9561,87,37.5,85.3,3162,14.05,2.7,s37_e147_RES132289,830,-36.8014,147.8664,393,37.3,21.3,2458,2.38,15.7,480,104
s37_e147_RES79707 & s37_e148_RES25070,C,688,8.57,8,34.5,50,6,2.5,s37_e147_RES79707,1210,-36.5125,147.9644,100,34.5,62.7,4099,11.55,3.0,s37_e148_RES25070,522,-36.4386,148.0733,136,36.1,65.1,390,2.36,15.3,236,211
s18_e144_RES9361 & s18_e144_RES10858,C,401,3.74,11,59.3,50,6,5.9,s18_e144_RES9361,801,-17.1272,144.89,261,59.3,57.3,4430,8.88,6.7,s18_e144_RES10858,400,-17.1472,144.8578,746,60.1,26.2,939,1.19,50.3,1007,49
s38_e149_RES34113 & s38_e149_RES38573,C,430,5.01,9,54.5,50,6,7.5,s38_e149_RES34113,540,-37.4411,149.1069,218,55.9,54.7,2508,4.68,11.9,s38_e149_RES38573,110,-37.5056,149.1633,618,54.5,14.9,4490,2.75,19.8,836,59
s38_e149_RES15176 & s38_e149_RES21028,C,520,5.83,9,46.9,50,6,4.6,s38_e149_RES15176,890,-37.2072,149.0531,191,46.9,60.6,1712,7.56,6.2,s38_e149_RES21028,370,-37.2753,149.1231,195,47.1,59.5,481,2.68,17.6,386,129
s38_e149_RES25351 & s38_e149_RES28692,C,463,2.48,19,52.3,50,6,3.1,s38_e149_RES25351,693,-37.3267,149.0142,135,52.3,89.2,2056,12.06,4.3,s38_e149_RES28692,230,-37.3706,149.0167,225,53.5,61.4,805,4.71,11.4,360,138
s38_e149_RES15270 & s38_e149_RES18846,C,450,5.51,8,53.7,50,6,5.8,s38_e149_RES15270,880,-37.2081,149.0336,239,54.7,59.7,1237,5.04,10.8,s38_e149_RES18846,430,-37.2475,149.1186,201,53.7,66.0,592,4.31,12.5,440,113
s38_e149_RES16120 & s38_e149_RES23078,C,580,4.36,13,41.2,50,6,2.3,s38_e149_RES16120,901,-37.2172,149.1753,97,41.2,60.8,3320,15.77,2.6,s38_e149_RES23078,321,-37.2994,149.1433,257,42.0,26.3,1151,1.86,22.5,354,141
s38_e149_RES14224 & s38_e149_RES19438,C,450,2.2,20,52.9,50,6,2.4,s38_e149_RES14224,831,-37.1978,149.1722,226,52.9,58.8,5372,12.33,4.3,s38_e149_RES19438,381,-37.2547,149.1506,219,53.1,51.9,2148,9.5,5.6,445,112
s19_e146_RES3573 & s19_e146_RES2148,C,640,8.8,7,36.7,50,6,6.0,s19_e146_RES3573,690,-18.9297,146.0442,272,38.2,40.2,1987,2.63,14.5,s19_e146_RES2148,50,-18.8197,146.0864,383,36.7,18.9,7172,3.57,10.3,655,76
s19_e146_RES3842 & s19_e146_RES2889,C,721,8.99,8,33.2,50,6,3.0,s19_e146_RES3842,741,-18.9475,146.0947,126,33.2,54.0,1718,5.73,5.8,s19_e146_RES2889,20,-18.8706,146.1961,260,33.6,20.1,9593,5.54,6.1,386,129
s19_e146_RES3299 & s19_e146_RES2241,C,601,7.52,8,39.5,50,6,3.2,s19_e146_RES3299,682,-18.9028,146.0222,167,39.8,61.1,2698,6.6,6.0,s19_e146_RES2241,81,-18.8317,146.0508,269,39.5,29.0,3539,5.62,7.0,436,114
s19_e146_RES3429 & s19_e145_RES23550,C,620,8.05,8,38.2,50,6,3.1,s19_e146_RES3429,720,-18.9133,146.0008,168,38.7,45.8,5918,7.96,4.9,s19_e145_RES23550,100,-18.8083,145.9903,288,38.2,31.0,3391,4.57,8.4,456,109
s19_e145_RES27630 & s19_e146_RES2241,C,639,5.77,11,36.8,50,6,3.3,s19_e145_RES27630,720,-18.8697,145.9864,182,36.9,54.1,2656,5.72,6.4,s19_e146_RES2241,81,-18.8317,146.0508,269,36.8,28.0,3539,5.42,6.8,451,110
s19_e145_RES27711 & s19_e145_RES22869,C,659,6.54,10,35.3,50,6,3.5,s19_e145_RES27711,750,-18.8711,145.9356,240,35.3,34.6,2210,2.43,14.5,s19_e145_RES22869,91,-18.7956,145.9603,156,36.4,40.3,4668,7.87,4.6,396,126
s19_e145_RES23065 & s19_e145_RES18521,C,551,6.45,9,42.3,50,6,6.9,s19_e145_RES23065,591,-18.7992,145.8856,227,43.8,41.7,2430,4.59,9.6,s19_e145_RES18521,40,-18.7117,145.9622,763,42.3,14.1,7757,1.7,24.9,990,50
s19_e145_RES27782 & s19_e145_RES24252,C,520,2.6,20,46.0,50,6,2.5,s19_e145_RES27782,700,-18.8722,145.9139,251,46.0,48.8,1670,4.29,10.7,s19_e145_RES24252,180,-18.8183,145.9303,128,46.2,88.6,1588,14.19,3.3,379,131
s19_e145_RES26971 & s19_e145_RES24735,C,561,1.57,36,42.5,50,6,1.9,s19_e145_RES26971,711,-18.8578,145.9672,164,42.8,58.1,4167,7.12,6.0,s19_e145_RES24735,150,-18.8256,145.9781,111,42.5,76.5,3255,15.18,2.8,275,181
s19_e145_RES30227 & s19_e146_RES2148,C,651,10.79,6,35.7,50,6,7.9,s19_e145_RES30227,701,-18.9225,145.9697,390,35.7,21.8,961,1.0,35.6,s19_e146_RES2148,50,-18.8197,146.0864,383,36.0,18.8,7172,3.57,10.1,773,64
s19_e145_RES25371 & s19_e145_RES22578,C,572,4.7,12,41.6,50,6,2.5,s19_e145_RES25371,662,-18.835,145.9086,271,41.6,33.7,5094,5.25,7.9,s19_e145_RES22578,90,-18.7897,145.9489,135,41.8,47.2,4520,11.76,3.6,406,123
s19_e145_RES26617 & s19_e145_RES23783,C,580,3.4,17,41.0,50,6,1.8,s19_e145_RES26617,690,-18.8517,145.9403,145,41.4,59.3,3332,7.58,5.5,s19_e145_RES23783,110,-18.8117,145.9725,125,41.0,65.1,2826,15.0,2.7,270,185
s38_e148_RES22309 & s38_e148_RES26225,C,400,1.74,23,60.2,50,6,3.8,s38_e148_RES22309,800,-37.2692,148.0872,231,60.2,78.2,2752,8.94,6.7,s38_e148_RES26225,400,-37.3097,148.0533,257,60.6,60.2,1386,7.08,8.6,488,102
s38_e148_RES14968 & s38_e148_RES22522,C,530,6.89,8,45.7,50,6,6.6,s38_e148_RES14968,991,-37.1858,148.0319,157,45.7,54.2,739,2.83,16.1,s38_e148_RES22522,461,-37.2717,148.0583,173,45.7,68.7,732,4.14,11.1,330,151
s38_e148_RES28117 & s38_e148_RES38580,C,472,4.4,11,50.8,50,6,4.1,s38_e148_RES28117,693,-37.3286,148.6428,175,50.8,90.4,3088,11.17,4.5,s38_e148_RES38580,221,-37.4117,148.675,399,52.7,23.5,812,1.12,46.9,574,87
s38_e148_RES7955 & s38_e148_RES10618,C,669,6.09,11,36.0,50,6,2.3,s38_e148_RES7955,1251,-37.1056,148.0547,154,36.0,63.6,3329,5.74,6.3,s38_e148_RES10618,582,-37.1342,148.1397,84,36.1,93.4,1128,10.01,3.6,238,210
s38_e148_RES26425 & s38_e148_RES34021,C,355,2.42,15,68.1,50,6,5.0,s38_e148_RES26425,582,-37.3122,148.2086,195,68.1,78.7,2759,10.92,6.2,s38_e148_RES34021,227,-37.3781,148.1561,276,69.0,70.3,332,2.86,24.2,471,106
s38_e148_RES53718 & s38_e148_RES58752,C,440,3.78,12,54.8,50,6,3.7,s38_e148_RES53718,610,-37.5569,148.7067,108,54.8,83.9,1512,12.56,4.4,s38_e148_RES58752,170,-37.6114,148.6747,236,56.7,49.9,1148,2.28,24.9,344,145
s38_e148_RES13207 & s38_e148_RES20548,C,656,8.02,8,36.3,50,6,2.6,s38_e148_RES13207,1210,-37.1678,148.0008,122,36.3,55.7,5102,9.23,3.9,s38_e148_RES20548,554,-37.2461,148.0308,92,37.6,86.1,486,4.86,7.7,214,233
s28_e152_RES25236 & s28_e152_RES27784,C,413,4.62,9,58.4,50,6,5.5,s28_e152_RES25236,583,-27.3333,152.1694,272,59.4,50.4,2472,7.28,8.2,s28_e152_RES27784,170,-27.3692,152.2486,297,58.4,52.8,748,3.51,16.6,569,87
s28_e152_RES7574 & s28_e152_RES9496,C,421,1.6,26,57.2,50,6,2.9,s28_e152_RES7574,521,-27.1039,152.6753,180,57.2,68.5,6044,18.12,3.2,s28_e152_RES9496,100,-27.1286,152.6486,338,57.5,34.1,1109,1.94,29.7,518,96
s28_e152_RES7801 & s28_e152_RES12973,C,320,2.19,15,74.5,50,6,5.6,s28_e152_RES7801,400,-27.1069,152.7722,285,74.5,74.1,3756,9.9,7.5,s28_e152_RES12973,80,-27.1753,152.785,660,78.2,30.2,2776,3.54,22.1,945,52
s28_e152_RES23027 & s28_e152_RES27057,C,391,4.17,9,60.9,50,6,4.8,s28_e152_RES23027,511,-27.3056,152.2478,245,61.2,70.5,5086,8.95,6.8,s28_e152_RES27057,120,-27.3581,152.3136,505,60.9,28.9,2267,3.77,16.2,750,66
