Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s42_e147_RES33650 & s42_e148_RES5034,B,580,3.48,17,41.3,50,6,3.5,s42_e147_RES33650,701,-41.3411,147.9517,147,41.3,47.6,7072,11.89,3.5,s42_e148_RES5034,121,-41.2828,148.0425,532,42.0,6.0,131,0.02,1904.9,679,73
s36_e149_RES39827 & s36_e149_RES41428,B,600,4.82,12,39.6,50,6,7.2,s36_e149_RES39827,760,-35.6211,149.7183,315,39.8,29.0,1797,1.04,38.4,s36_e149_RES41428,160,-35.6353,149.7978,274,39.6,33.4,3595,4.48,8.8,589,84
s36_e149_RES54478 & s36_e149_RES54764,B,550,5.58,10,43.9,50,6,9.4,s36_e149_RES54478,730,-35.7647,149.6606,296,43.9,41.0,795,1.76,24.9,s36_e149_RES54764,180,-35.7675,149.7892,195,44.0,61.1,515,2.93,15.0,491,101
s36_e149_RES36119 & s36_e149_RES47930,B,581,5.14,11,40.8,50,6,5.9,s36_e149_RES36119,701,-35.5864,149.8403,240,40.8,32.8,4109,6.41,6.4,s36_e149_RES47930,120,-35.6969,149.8547,407,42.8,25.5,677,0.59,72.6,647,77
s35_e150_RES32201 & s35_e150_RES32773,B,660,5.3,12,36.9,50,6,8.6,s35_e150_RES32201,690,-34.5625,150.6025,209,37.9,27.5,1189,1.42,26.7,s35_e150_RES32773,30,-34.5742,150.7231,270,36.9,29.9,1778,2.9,12.7,479,104
s37_e149_RES45232 & s37_e149_RES44455,B,762,5.75,13,30.5,50,6,8.8,s37_e149_RES45232,962,-36.6217,149.4361,162,32.7,33.1,2610,2.58,12.7,s37_e149_RES44455,200,-36.6119,149.5417,266,30.5,25.9,1144,1.08,28.3,428,116
s37_e149_RES38430 & s37_e149_RES42000,B,788,7.25,11,31.4,50,6,8.4,s37_e149_RES38430,1080,-36.5228,149.4722,170,31.4,31.1,2297,2.43,12.9,s37_e149_RES42000,292,-36.5822,149.5558,177,31.7,41.1,662,1.32,24.1,347,144
s37_e149_RES41200 & s37_e149_RES44334,B,761,5.61,14,31.2,50,6,3.9,s37_e149_RES41200,991,-36.5708,149.4364,153,31.9,51.4,1583,2.9,11.0,s37_e149_RES44334,230,-36.6106,149.5028,145,31.2,51.8,2412,5.22,6.0,298,167
s37_e149_RES46548 & s37_e149_RES47106,B,640,4.78,13,36.9,50,6,4.5,s37_e149_RES46548,881,-36.6364,149.4514,167,37.6,54.3,1434,4.66,8.1,s37_e149_RES47106,241,-36.6425,149.5233,222,36.9,46.2,2336,3.54,10.4,389,128
s37_e149_RES59546 & s37_e149_RES57946,B,679,8.1,8,35.5,50,6,8.3,s37_e149_RES59546,860,-36.8131,149.4614,245,35.7,34.5,2137,1.8,19.9,s37_e149_RES57946,181,-36.7897,149.6003,189,35.5,41.4,877,2.51,14.1,434,115
s37_e149_RES63051 & s37_e149_RES67904,B,582,6.95,8,41.2,50,6,9.2,s37_e149_RES63051,792,-36.8619,149.4167,689,42.7,9.5,1760,0.33,128.5,s37_e149_RES67904,210,-36.9228,149.5064,216,41.2,47.1,1944,4.14,10.0,905,55
s43_e147_RES34 & s42_e147_RES99068,B,750,6.47,12,31.7,50,6,4.6,s43_e147_RES34,970,-42.0008,147.1889,138,31.7,51.3,3310,6.46,4.9,s42_e147_RES99068,220,-41.9692,147.2761,1058,35.0,12.4,1167,0.4,87.3,1196,41
s29_e152_RES71847 & s29_e152_RES73560,B,519,3.77,14,46.3,50,6,14.4,s29_e152_RES71847,900,-28.7067,152.1286,581,46.3,24.7,1809,1.42,32.7,s29_e152_RES73560,381,-28.7236,152.1867,220,47.6,61.6,355,1.85,25.7,801,62
s29_e152_RES67203 & s29_e152_RES70466,B,561,5.33,11,41.9,50,6,21.6,s29_e152_RES67203,881,-28.6642,152.1378,467,41.9,24.1,1163,0.34,123.9,s29_e152_RES70466,320,-28.6917,152.2053,191,43.0,54.1,456,1.64,26.2,658,75
s29_e152_RES64972 & s29_e152_RES68331,B,542,5.71,9,44.9,50,6,15.0,s29_e152_RES64972,812,-28.6439,152.1739,318,44.9,35.2,1676,1.71,26.2,s29_e152_RES68331,270,-28.6728,152.2478,262,45.0,37.6,487,1.29,34.8,580,86
s29_e152_RES80142 & s29_e152_RES77377,B,471,3.93,12,50.4,50,6,6.4,s29_e152_RES80142,941,-28.7861,152.1194,321,51.4,40.9,1529,2.59,19.9,s29_e152_RES77377,470,-28.7581,152.1781,246,50.4,54.4,1870,5.31,9.5,567,88
s21_e148_RES31291 & s21_e148_RES29039,B,572,3.96,14,41.6,50,6,12.1,s21_e148_RES31291,642,-20.7542,148.44,296,41.6,38.1,1823,1.99,20.9,s21_e148_RES29039,70,-20.7247,148.5081,452,42.9,20.5,2159,1.49,28.9,748,66
s21_e148_RES41177 & s21_e148_RES39862,B,489,2.77,18,48.6,50,6,7.5,s21_e148_RES41177,600,-20.8639,148.5703,143,48.8,75.5,1353,5.42,9.0,s21_e148_RES39862,111,-20.8494,148.6136,361,48.6,37.1,525,1.04,46.6,504,99
s21_e148_RES34230 & s21_e148_RES31769,B,590,3.28,18,40.2,50,6,3.5,s21_e148_RES34230,690,-20.7858,148.46,152,40.6,58.0,1368,4.65,8.7,s21_e148_RES31769,100,-20.7606,148.5011,186,40.2,43.8,2458,6.75,6.0,338,147
s21_e148_RES38984 & s21_e148_RES32773,B,600,4.28,14,38.4,50,6,3.8,s21_e148_RES38984,690,-20.8397,148.5422,139,40.1,71.3,1898,9.62,4.2,s21_e148_RES32773,90,-20.7711,148.5561,352,38.4,24.0,719,0.94,40.8,491,101
s21_e148_RES41199 & s21_e148_RES36113,B,570,2.75,21,42.3,50,6,3.1,s21_e148_RES41199,650,-20.8642,148.5819,144,42.3,73.0,4845,9.95,4.3,s21_e148_RES36113,80,-20.8067,148.6158,289,42.7,30.3,3800,3.75,11.4,433,115
s21_e148_RES28617 & s21_e148_RES24020,B,642,6.02,11,37.3,50,6,4.6,s21_e148_RES28617,713,-20.7192,148.4281,158,37.3,42.3,3460,6.2,6.0,s21_e148_RES24020,71,-20.6628,148.4789,458,38.6,20.7,2466,1.91,20.2,616,81
s38_e145_RES49658 & s38_e145_RES60743,B,692,6.19,11,35.3,50,6,5.2,s38_e145_RES49658,1133,-37.43,145.8256,146,35.7,33.9,1217,1.9,18.8,s38_e145_RES60743,441,-37.5058,145.7778,110,35.3,68.3,781,4.93,7.2,256,195
s38_e145_RES41982 & s38_e145_RES30524,B,651,5.8,11,36.9,50,6,5.3,s38_e145_RES41982,961,-37.3756,145.8847,189,38.5,46.0,867,1.49,25.8,s38_e145_RES30524,310,-37.3039,145.8469,114,36.9,68.4,794,5.51,6.7,303,165
s38_e145_RES44656 & s38_e145_RES37936,B,791,8.68,9,30.8,50,6,4.4,s38_e145_RES44656,1011,-37.3958,145.8111,118,31.2,61.1,1224,5.76,5.4,s38_e145_RES37936,220,-37.3514,145.7069,310,30.8,16.8,2781,1.34,23.0,428,116
s38_e147_RES38899 & s38_e147_RES53518,B,791,4.15,19,30.2,50,6,3.6,s38_e147_RES38899,1171,-37.2339,147.2244,119,30.2,76.0,1059,3.96,7.6,s38_e147_RES53518,380,-37.2894,147.2758,112,31.3,66.0,616,4.6,6.8,231,216
s38_e147_RES50343 & s38_e147_RES56385,B,762,3.18,24,31.5,50,6,3.1,s38_e147_RES50343,1194,-37.2775,147.1919,116,31.5,59.9,4139,6.57,4.8,s38_e147_RES56385,432,-37.3008,147.1344,99,32.3,72.4,536,3.76,8.6,215,232
s38_e147_RES98707 & s38_e147_RES107717,B,761,4.23,18,31.4,50,6,3.0,s38_e147_RES98707,1191,-37.5017,147.0122,100,31.4,75.3,652,4.53,6.9,s38_e147_RES107717,430,-37.5572,147.0558,88,31.6,82.0,602,6.16,5.1,188,265
s38_e147_RES25685 & s38_e147_RES24383,B,459,3.82,12,52.2,50,6,10.7,s38_e147_RES25685,1160,-37.1756,147.4844,245,52.2,56.2,1005,2.93,17.8,s38_e147_RES24383,701,-37.1681,147.5647,366,52.6,38.4,1492,1.96,26.8,611,81
s38_e147_RES25255 & s38_e147_RES25069,B,770,5.74,13,31.0,50,6,2.8,s38_e147_RES25255,1231,-37.1725,147.925,122,31.0,64.1,1916,7.95,3.9,s38_e147_RES25069,461,-37.1714,147.8306,160,31.2,50.7,1731,3.24,9.6,282,177
s38_e147_RES65073 & s38_e147_RES80930,B,750,6.86,11,32.3,50,6,3.7,s38_e147_RES65073,1030,-37.3392,147.4856,122,32.3,60.1,2216,7.06,4.6,s38_e147_RES80930,280,-37.41,147.4069,216,33.4,40.1,412,1.74,19.2,338,147
s38_e147_RES44494 & s38_e147_RES65795,B,714,6.31,11,33.2,50,6,4.2,s38_e147_RES44494,1105,-37.2547,147.4028,103,33.2,87.1,584,5.15,6.5,s38_e147_RES65795,391,-37.3422,147.3786,147,34.2,51.4,738,2.81,12.2,250,200
s38_e147_RES31068 & s38_e147_RES44469,B,439,3.34,13,55.1,50,6,7.2,s38_e147_RES31068,1130,-37.2008,147.9478,222,55.1,57.8,732,2.32,23.8,s38_e147_RES44469,691,-37.2544,147.9997,148,57.0,83.2,407,5.49,10.4,370,135
s38_e147_RES46673 & s38_e147_RES48921,B,772,5.12,15,30.7,50,6,2.3,s38_e147_RES46673,1132,-37.2631,147.9464,96,30.9,74.2,1896,9.1,3.4,s38_e147_RES48921,360,-37.2714,147.8608,110,30.7,64.2,819,4.04,7.6,206,242
s32_e152_RES38793 & s32_e152_RES33301,B,442,2.87,15,54.0,50,6,11.5,s32_e152_RES38793,592,-31.5967,152.4244,264,54.0,51.2,904,2.13,25.3,s32_e152_RES33301,150,-31.5461,152.39,238,54.3,55.1,487,2.57,21.1,502,99
s32_e152_RES40014 & s32_e152_RES36849,B,347,2.77,13,70.9,50,6,16.2,s32_e152_RES40014,518,-31.6111,152.2925,523,71.1,23.2,536,0.57,125.2,s32_e152_RES36849,171,-31.5761,152.3472,299,70.9,42.5,1100,3.81,18.6,822,60
s32_e152_RES40661 & s32_e152_RES47541,B,540,3.86,14,44.8,50,6,5.1,s32_e152_RES40661,600,-31.6192,152.4247,220,45.1,42.3,1544,4.34,10.4,s32_e152_RES47541,60,-31.7044,152.4542,228,44.8,43.0,1660,4.39,10.2,448,111
s31_e152_RES30174 & s31_e152_RES31420,B,714,6.33,11,34.0,50,6,16.3,s31_e152_RES30174,734,-30.3964,152.7175,234,34.0,35.0,2597,1.37,24.7,s31_e152_RES31420,20,-30.4183,152.8464,421,34.9,17.1,916,0.73,47.7,655,76
s31_e152_RES28780 & s31_e152_RES31608,B,648,2.8,23,36.3,50,6,3.4,s31_e152_RES28780,760,-30.3775,152.695,293,36.3,27.2,3072,3.04,11.9,s31_e152_RES31608,112,-30.4231,152.6394,97,37.7,82.3,1093,8.02,4.7,390,128
s31_e152_RES61179 & s31_e152_RES55731,B,743,5.85,13,32.4,50,6,3.7,s31_e152_RES61179,873,-30.8308,152.2425,205,32.7,41.9,3205,3.52,9.3,s31_e152_RES55731,130,-30.7642,152.2831,132,32.4,59.5,1135,5.28,6.1,337,148
s31_e151_RES59878 & s31_e151_RES61313,B,540,1.27,43,44.7,50,6,4.8,s31_e151_RES59878,972,-30.7692,151.7853,202,44.7,60.6,1762,4.44,10.1,s31_e151_RES61313,432,-30.7833,151.8283,127,45.3,84.1,419,4.91,9.2,329,151
s31_e151_RES55173 & s31_e151_RES60143,B,696,5.62,12,34.5,50,6,6.9,s31_e151_RES55173,1050,-30.7175,151.8189,243,34.5,31.5,4080,2.92,11.8,s31_e151_RES60143,354,-30.7719,151.8794,126,35.4,60.9,327,2.13,16.6,369,135
s31_e151_RES43322 & s31_e151_RES46107,B,461,2.32,20,52.5,50,6,7.2,s31_e151_RES43322,951,-30.5686,151.9381,371,52.6,38.8,1618,3.02,17.4,s31_e151_RES46107,490,-30.5997,151.9128,157,52.5,81.2,500,4.25,12.3,528,94
s31_e151_RES43116 & s31_e151_RES49046,B,548,3.76,15,42.7,50,6,4.8,s31_e151_RES43116,960,-30.5658,151.9164,259,42.7,42.9,2815,4.34,9.9,s31_e151_RES49046,412,-30.6336,151.9006,123,44.8,77.3,543,4.76,9.4,382,130
s31_e151_RES54821 & s31_e151_RES57360,B,720,4.61,16,33.3,50,6,2.8,s31_e151_RES54821,1061,-30.7133,151.8489,178,33.3,38.6,4028,7.5,4.4,s31_e151_RES57360,341,-30.7425,151.9292,81,33.4,91.6,323,4.51,7.4,259,193
s37_e147_RES75661 & s37_e147_RES69201,B,653,4.03,16,37.5,50,6,6.4,s37_e147_RES75661,1183,-36.4922,147.8811,159,37.9,50.2,1809,2.94,12.9,s37_e147_RES69201,530,-36.4642,147.8314,143,37.5,61.0,539,3.0,12.5,302,165
s37_e147_RES32026 & s37_e147_RES35537,B,619,4.85,13,38.2,50,6,5.0,s37_e147_RES32026,880,-36.2608,147.4747,212,39.2,49.3,3756,5.26,7.4,s37_e147_RES35537,261,-36.2811,147.3925,228,38.2,37.4,892,2.46,15.5,440,113
s19_e146_RES3428 & s19_e146_RES2360,B,569,2.25,25,40.9,50,6,3.4,s19_e146_RES3428,720,-18.9133,146.0003,300,40.9,34.4,4183,4.13,9.9,s19_e146_RES2360,151,-18.8403,146.0131,186,43.0,59.2,1330,8.46,5.1,486,102
s19_e145_RES23972 & s19_e145_RES21152,B,580,5.55,10,41.3,50,6,11.9,s19_e145_RES23972,641,-18.8142,145.8906,363,41.3,35.2,4435,2.16,19.1,s19_e145_RES21152,61,-18.7661,145.9478,518,41.6,20.7,1533,1.31,31.8,881,56
s19_e145_RES29324 & s19_e146_RES2360,B,580,2.11,28,40.4,50,6,3.1,s19_e145_RES29324,731,-18.9036,145.9978,263,40.4,34.0,4663,5.04,8.0,s19_e146_RES2360,151,-18.8403,146.0131,180,42.1,58.8,1299,8.34,5.0,443,112
s19_e145_RES29032 & s19_e145_RES23550,B,630,5.71,11,37.5,50,6,5.7,s19_e145_RES29032,730,-18.8978,145.9825,309,37.5,31.3,1768,2.02,18.6,s19_e145_RES23550,100,-18.8083,145.9903,288,37.7,30.8,3391,4.57,8.3,597,83
s38_e148_RES13168 & s38_e148_RES15778,B,651,4.79,14,37.7,50,6,7.7,s38_e148_RES13168,1091,-37.1672,148.0433,159,37.7,44.6,1873,3.01,12.5,s38_e148_RES15778,440,-37.1939,148.1033,191,38.0,51.3,512,1.9,20.0,350,142
s38_e148_RES28394 & s38_e148_RES33000,B,740,3.37,22,32.3,50,6,2.4,s38_e148_RES28394,1010,-37.3317,148.8578,125,32.4,56.8,1520,5.81,5.6,s38_e148_RES33000,270,-37.3697,148.8964,96,32.3,57.3,2358,7.59,4.3,221,226
s36_e148_RES60066 & s36_e148_RES57599,B,645,3.43,19,37.6,50,6,3.2,s36_e148_RES60066,1035,-35.6106,148.2261,137,37.8,61.5,1891,5.94,6.4,s36_e148_RES57599,390,-35.5633,148.2403,167,37.6,61.0,1571,5.96,6.3,304,164
s36_e148_RES60807 & s36_e148_RES59004,B,680,3.36,20,35.4,50,6,2.2,s36_e148_RES60807,1143,-35.6247,148.2256,127,35.7,49.7,5594,9.07,3.9,s36_e148_RES59004,463,-35.5875,148.2547,126,35.4,60.7,996,6.79,5.2,253,197
s34_e150_RES25747 & s34_e150_RES24032,B,506,4.91,10,47.1,50,6,11.1,s34_e150_RES25747,1072,-33.7,150.0214,298,48.3,38.8,833,1.11,43.5,s34_e150_RES24032,566,-33.6756,150.1419,230,47.1,56.0,946,3.17,14.8,528,94
s32_e151_RES42351 & s32_e151_RES43336,B,551,2.77,20,44.0,50,6,8.5,s32_e151_RES42351,1191,-31.3669,151.3961,257,44.0,46.9,555,1.65,26.7,s32_e151_RES43336,640,-31.3736,151.35,178,44.4,60.9,660,3.56,12.5,435,114
s32_e151_RES46273 & s32_e151_RES39351,B,650,4.29,15,37.0,50,6,6.9,s32_e151_RES46273,1210,-31.3942,151.2533,204,37.0,43.9,3376,3.47,10.7,s32_e151_RES39351,560,-31.3461,151.2731,277,37.1,32.7,868,1.88,19.7,481,103
s32_e151_RES50469 & s32_e151_RES44425,B,602,5.07,12,39.1,50,6,7.0,s32_e151_RES50469,1192,-31.4239,151.2686,240,39.1,42.9,2139,2.48,15.8,s32_e151_RES44425,590,-31.3808,151.1939,209,39.5,47.6,678,3.17,12.4,449,111
s32_e151_RES55503 & s32_e151_RES47445,B,501,3.98,13,48.4,50,6,8.4,s32_e151_RES55503,1042,-31.4586,151.1822,212,48.4,61.4,2015,3.65,13.3,s32_e151_RES47445,541,-31.4028,151.1381,321,48.6,40.8,686,2.09,23.3,533,93
s32_e151_RES66460 & s32_e151_RES80369,B,670,6.92,10,35.8,50,6,7.4,s32_e151_RES66460,920,-31.5292,151.6578,159,35.8,45.7,1368,3.48,10.3,s32_e151_RES80369,250,-31.6117,151.6844,234,36.0,37.5,493,1.34,26.8,393,127
s32_e151_RES61106 & s32_e151_RES64099,B,434,3.17,14,55.2,50,6,6.9,s32_e151_RES61106,884,-31.4975,151.7561,189,55.2,67.7,1007,5.55,10.0,s32_e151_RES64099,450,-31.5153,151.8278,276,56.1,55.7,515,2.49,22.5,465,107
s32_e151_RES71515 & s32_e151_RES87271,B,672,8.17,8,36.9,50,6,8.8,s32_e151_RES71515,872,-31.56,151.7689,219,37.0,44.6,1898,2.3,16.1,s32_e151_RES87271,200,-31.6511,151.7319,211,36.9,44.9,998,1.91,19.3,430,116
s32_e151_RES1288 & s31_e151_RES75785,B,799,7.59,11,29.4,50,6,3.5,s32_e151_RES1288,1200,-31.0136,151.8431,312,29.4,31.2,3563,2.38,12.4,s31_e151_RES75785,401,-30.9408,151.9225,63,30.4,97.8,556,6.29,4.8,375,133
s23_e149_RES23734 & s23_e149_RES23579,B,358,2.31,15,64.9,50,6,11.6,s23_e149_RES23734,450,-22.595,149.4,681,64.9,23.2,2097,1.55,41.8,s23_e149_RES23579,92,-22.5914,149.4547,329,66.8,41.8,1263,4.14,16.1,1010,49
s34_e149_RES367 & s34_e149_RES8480,B,417,4.02,10,58.5,50,6,10.7,s34_e149_RES367,880,-33.0028,149.5772,390,58.5,40.0,3265,4.46,13.1,s34_e149_RES8480,463,-33.0556,149.4747,319,59.3,40.4,294,0.99,59.7,709,70
s38_e146_RES65219 & s38_e146_RES66609,B,662,3.55,19,36.2,50,6,4.8,s38_e146_RES65219,1072,-37.5061,146.4442,146,36.2,74.6,1348,5.57,6.5,s38_e146_RES66609,410,-37.515,146.5125,167,37.1,57.9,368,2.05,18.1,313,159
s38_e146_RES112117 & s38_e146_RES126734,B,604,4.85,12,40.3,50,6,9.0,s38_e146_RES112117,1086,-37.7706,146.1944,146,41.2,47.7,731,2.0,20.6,s38_e146_RES126734,482,-37.8508,146.1919,197,40.3,50.5,773,2.51,16.1,343,145
s38_e146_RES118603 & s38_e146_RES131844,B,587,4.58,13,41.6,50,6,5.6,s38_e146_RES118603,952,-37.8047,146.1078,264,42.1,41.1,1334,4.32,9.8,s38_e146_RES131844,365,-37.8808,146.1428,131,41.6,61.8,588,3.18,13.1,395,126
s38_e146_RES75586 & s38_e146_RES70519,B,800,4.51,18,30.2,50,6,1.9,s38_e146_RES75586,1160,-37.5658,146.5072,76,30.2,85.4,2726,12.31,2.5,s38_e146_RES70519,360,-37.5375,146.5519,140,30.6,60.0,615,3.71,8.2,216,231
s38_e146_RES116197 & s38_e146_RES122998,B,699,6.25,11,34.6,50,6,3.9,s38_e146_RES116197,1060,-37.7906,146.3122,113,34.6,73.9,1921,7.11,4.9,s38_e146_RES122998,361,-37.8294,146.4372,173,35.9,47.4,411,1.86,19.3,286,174
s38_e146_RES92520 & s38_e146_RES88411,B,792,3.95,20,29.7,50,6,1.9,s38_e146_RES92520,1135,-37.6561,146.5311,99,29.7,84.2,1756,10.73,2.8,s38_e146_RES88411,343,-37.6336,146.57,80,30.4,83.2,546,5.16,5.9,179,279
s38_e146_RES110929 & s38_e146_RES99750,B,627,4.84,13,38.9,50,6,3.5,s38_e146_RES110929,1100,-37.7639,146.2572,131,38.9,62.3,2205,8.66,4.5,s38_e146_RES99750,473,-37.7033,146.2947,178,39.4,54.8,529,2.57,15.3,309,161
s42_e146_RES22353 & s42_e146_RES19516,B,373,1.66,22,66.2,50,6,11.4,s42_e146_RES22353,513,-41.3864,146.0706,393,66.2,25.6,5172,3.05,21.7,s42_e146_RES19516,140,-41.3589,146.1483,234,67.3,68.4,332,2.82,23.9,627,79
s42_e146_RES46488 & s42_e146_RES37467,B,542,5.04,11,42.5,50,6,9.1,s42_e146_RES46488,732,-41.6422,146.8,172,44.3,46.3,2349,4.78,9.3,s42_e146_RES37467,190,-41.5444,146.7886,1007,42.5,7.6,501,0.07,588.7,1179,42
s30_e152_RES11189 & s30_e152_RES17286,B,641,2.97,22,37.3,50,6,4.3,s30_e152_RES11189,1002,-29.1236,152.2739,137,37.3,58.5,4461,8.07,4.6,s30_e152_RES17286,361,-29.1817,152.2444,396,38.0,22.1,717,0.68,55.9,533,93
s30_e152_RES58366 & s30_e152_RES63111,B,511,2.19,23,46.8,50,6,5.1,s30_e152_RES58366,761,-29.7967,152.2972,170,46.8,62.0,3387,8.63,5.4,s30_e152_RES63111,250,-29.8403,152.3172,443,47.5,20.4,926,0.64,74.3,613,81
s30_e152_RES10529 & s30_e152_RES7842,B,710,6.21,11,33.9,50,6,4.5,s30_e152_RES10529,950,-29.1167,152.2867,157,33.9,51.8,2364,6.86,4.9,s30_e152_RES7842,240,-29.0875,152.355,321,34.3,22.8,582,0.7,49.3,478,104
s30_e152_RES7001 & s30_e152_RES13875,B,610,3.15,19,39.0,50,6,3.3,s30_e152_RES7001,1000,-29.0775,152.2689,149,39.0,53.6,4258,11.67,3.3,s30_e152_RES13875,390,-29.1489,152.2419,346,39.8,22.9,509,0.31,127.4,495,101
s43_e146_RES64302 & s43_e146_RES68146,B,659,4.95,13,36.0,50,6,3.9,s43_e146_RES64302,740,-42.9036,146.9475,168,36.8,70.7,2511,5.17,7.1,s43_e146_RES68146,81,-42.9769,146.9467,128,36.0,63.9,955,4.07,8.8,296,168
s43_e146_RES13915 & s43_e146_RES18225,B,381,3.55,11,61.9,50,6,14.0,s43_e146_RES13915,691,-42.2083,146.7567,475,61.9,33.4,4328,2.69,23.0,s43_e146_RES18225,310,-42.2542,146.8086,237,63.7,61.6,314,1.78,35.8,712,70
s31_e139_RES6847 & s31_e139_RES9503,B,430,2.54,17,55.5,50,6,5.7,s31_e139_RES6847,672,-30.1239,139.4053,218,55.5,58.3,2855,6.5,8.5,s31_e139_RES9503,242,-30.1672,139.4386,228,56.0,69.3,722,3.29,17.0,446,112
s17_e144_RES10326 & s17_e144_RES7501,B,650,2.35,28,36.9,50,6,3.4,s17_e144_RES10326,1040,-16.1422,144.9817,82,37.1,74.2,3447,9.56,3.9,s17_e144_RES7501,390,-16.1056,144.9442,156,36.9,46.6,366,1.33,27.7,238,210
s17_e144_RES11656 & s17_e144_RES4988,B,739,6.44,11,32.1,50,6,4.9,s17_e144_RES11656,1080,-16.1628,144.9622,136,32.1,55.8,2873,4.97,6.5,s17_e144_RES4988,341,-16.0697,144.9433,209,32.8,41.7,758,1.55,21.1,345,144
s17_e144_RES22729 & s17_e144_RES25633,B,490,4.47,11,46.8,50,6,10.3,s17_e144_RES22729,900,-16.3219,144.7803,360,47.8,33.4,2259,2.59,18.4,s17_e144_RES25633,410,-16.355,144.7231,520,46.8,23.2,2654,2.02,23.2,880,56
s17_e144_RES25706 & s17_e144_RES31449,B,419,3.85,11,55.9,50,6,12.7,s17_e144_RES25706,851,-16.3558,144.8061,423,56.3,41.9,2912,3.71,15.2,s17_e144_RES31449,432,-16.4214,144.7994,448,55.9,34.5,996,0.73,76.5,871,57
s17_e144_RES10424 & s17_e145_RES833,B,737,6.13,12,32.4,50,6,2.9,s17_e144_RES10424,1040,-16.1439,144.985,150,32.4,58.8,3470,8.0,4.1,s17_e145_RES833,303,-16.09,145.0453,165,32.7,51.1,636,3.11,10.5,315,158
