Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s37_e149_RES45470 & s37_e149_RES45659,D,690,6.9,10,1.4,2,6,2.4,s37_e149_RES45470,930,-36.6242,149.4428,16,1.4,17.4,569,0.36,3.9,s37_e149_RES45659,240,-36.6264,149.5281,17,1.4,18.6,365,0.23,6.1,33,60
s37_e149_RES50817 & s37_e149_RES47798,D,710,8.33,9,1.3,2,6,3.7,s37_e149_RES50817,940,-36.6889,149.4419,17,1.3,10.4,952,0.21,6.2,s37_e149_RES47798,230,-36.6506,149.5375,24,1.4,13.4,427,0.15,9.1,41,48
s37_e149_RES37642 & s37_e149_RES41464,D,789,10.3,8,1.2,2,6,3.0,s37_e149_RES37642,1110,-36.5061,149.4606,23,1.3,17.5,322,0.14,9.2,s37_e149_RES41464,321,-36.5747,149.5497,14,1.2,19.2,563,0.27,4.4,37,54
s37_e149_RES45017 & s37_e149_RES47366,D,799,8.85,9,1.2,2,6,2.5,s37_e149_RES45017,1090,-36.6189,149.4072,18,1.4,9.1,192,0.06,24.9,s37_e149_RES47366,291,-36.645,149.5103,12,1.2,18.2,897,0.43,2.8,30,66
s37_e149_RES47102 & s37_e149_RES47747,D,670,5.04,13,1.4,2,6,1.7,s37_e149_RES47102,931,-36.6425,149.4536,12,1.5,23.1,612,0.56,2.6,s37_e149_RES47747,261,-36.6497,149.5164,15,1.4,18.2,538,0.3,4.6,27,74
s37_e149_RES61123 & s37_e149_RES67400,D,560,7.87,7,1.7,2,6,6.1,s37_e149_RES61123,811,-36.8367,149.4806,37,1.8,8.1,525,0.13,13.8,s37_e149_RES67400,251,-36.9172,149.5217,20,1.7,15.6,290,0.15,11.0,57,35
s37_e149_RES45973 & s37_e149_RES45195,D,770,7.46,10,1.2,2,6,1.7,s37_e149_RES45973,1020,-36.63,149.4139,15,1.2,19.3,674,0.3,4.1,s37_e149_RES45195,250,-36.6211,149.5017,13,1.2,22.4,556,0.41,3.0,28,71
s37_e149_RES45057 & s37_e149_RES44911,D,760,8.94,8,1.3,2,6,2.2,s37_e149_RES45057,970,-36.6194,149.4261,18,1.3,16.2,828,0.34,3.8,s37_e149_RES44911,210,-36.6175,149.5314,19,1.3,15.2,402,0.23,5.5,37,54
s37_e149_RES44359 & s37_e149_RES45217,D,710,8.23,9,1.4,2,6,2.5,s37_e149_RES44359,900,-36.6108,149.4503,10,1.4,28.4,513,0.51,2.8,s37_e149_RES45217,190,-36.6214,149.5733,59,1.9,8.4,247,0.07,28.9,69,28
s37_e149_RES66172 & s37_e149_RES68856,D,480,7.08,7,2.0,2,6,9.8,s37_e149_RES66172,671,-36.9028,149.4331,21,2.0,14.5,259,0.13,16.0,s37_e149_RES68856,191,-36.9344,149.5225,45,2.1,8.0,506,0.08,25.2,66,30
s37_e149_RES44478 & s37_e149_RES48293,D,799,9.59,8,1.2,2,6,2.4,s37_e149_RES44478,1102,-36.6122,149.4119,13,1.2,12.5,569,0.15,8.0,s37_e149_RES48293,303,-36.6572,149.5072,17,1.2,16.7,693,0.35,3.5,30,66
s37_e149_RES58742 & s37_e149_RES56623,D,711,11.85,6,1.3,2,6,9.9,s37_e149_RES58742,871,-36.8022,149.4722,20,1.3,11.0,259,0.11,11.8,s37_e149_RES56623,160,-36.7675,149.6222,30,1.3,4.5,192,0.02,59.5,50,40
s30_e150_RES37938 & s30_e150_RES37875,D,330,3.65,9,2.9,2,6,9.2,s30_e150_RES37938,620,-29.8308,150.2928,56,2.9,10.4,1332,0.27,10.7,s30_e150_RES37875,290,-29.8297,150.3586,104,3.2,5.8,488,0.05,69.1,160,12
s43_e147_RES69178 & s43_e147_RES65341,D,661,5.35,12,1.5,2,6,3.2,s43_e147_RES69178,721,-42.7019,147.0961,13,1.5,18.2,649,0.41,3.5,s43_e147_RES65341,60,-42.6736,147.1622,42,1.6,6.0,482,0.05,32.2,55,36
s43_e147_RES83401 & s43_e147_RES79983,D,450,3.71,12,2.1,2,6,4.5,s43_e147_RES83401,500,-42.8342,147.1358,16,2.2,24.5,253,0.3,7.3,s43_e147_RES79983,50,-42.7953,147.1283,34,2.1,13.2,397,0.18,11.6,50,40
s43_e147_RES10155 & s43_e147_RES9897,D,530,3.25,16,1.7,2,6,2.9,s43_e147_RES10155,820,-42.1225,147.26,22,1.8,14.0,976,0.43,4.3,s43_e147_RES9897,290,-42.1189,147.3158,26,1.7,14.3,391,0.19,9.1,48,41
s43_e147_RES531 & s42_e147_RES100477,D,630,7.57,8,1.5,2,6,4.9,s43_e147_RES531,950,-42.0064,147.1586,26,1.5,8.4,1213,0.21,7.1,s42_e147_RES100477,320,-41.9819,147.2522,24,1.6,11.2,446,0.1,16.2,50,40
s43_e147_RES68739 & s43_e147_RES75230,D,560,5.12,11,1.7,2,6,4.5,s43_e147_RES68739,630,-42.6992,147.0281,23,1.7,16.1,1224,0.23,7.3,s43_e147_RES75230,70,-42.7483,147.0025,24,1.7,14.5,496,0.14,11.9,47,42
s43_e147_RES20599 & s43_e147_RES24589,D,600,7.14,8,1.5,2,6,3.8,s43_e147_RES20599,650,-42.2436,147.8575,20,1.5,15.7,584,0.29,5.3,s43_e147_RES24589,50,-42.2814,147.9475,27,1.6,10.6,392,0.12,13.5,47,42
s43_e147_RES66840 & s43_e147_RES71551,D,320,2.48,13,3.0,2,6,7.3,s43_e147_RES66840,410,-42.6853,147.5925,38,3.0,17.3,620,0.33,8.9,s43_e147_RES71551,90,-42.7192,147.5928,40,3.0,9.0,336,0.08,39.1,78,25
s43_e147_RES13534 & s43_e147_RES11187,D,470,6.04,8,2.0,2,6,8.5,s43_e147_RES13534,740,-42.1667,147.2503,127,7.8,6.0,277,0.03,234.3,s43_e147_RES11187,270,-42.1367,147.3311,43,2.0,12.2,913,0.23,8.8,170,11
s43_e147_RES9728 & s43_e147_RES7284,D,603,7.42,8,1.5,2,6,3.9,s43_e147_RES9728,843,-42.1164,147.2317,25,1.5,15.8,554,0.25,6.1,s43_e147_RES7284,240,-42.0842,147.3386,38,1.5,8.8,792,0.14,10.7,63,31
s43_e147_RES84178 & s43_e147_RES79444,D,580,5.45,11,1.6,2,6,2.7,s43_e147_RES84178,610,-42.8447,147.1406,15,1.7,19.4,918,0.47,3.5,s43_e147_RES79444,30,-42.7886,147.1256,26,1.6,14.2,305,0.15,10.6,41,48
s43_e147_RES11074 & s43_e147_RES9715,D,610,7.12,9,1.6,2,6,3.9,s43_e147_RES11074,870,-42.135,147.2303,30,1.6,10.4,1351,0.23,6.9,s43_e147_RES9715,260,-42.1161,147.3314,36,1.6,8.0,1089,0.18,8.8,66,30
s43_e147_RES45144 & s43_e147_RES49906,D,450,5.92,8,2.2,2,6,6.5,s43_e147_RES45144,580,-42.4978,147.0242,29,2.2,18.2,765,0.3,7.2,s43_e147_RES49906,130,-42.5342,147.0936,58,2.2,5.4,314,0.03,68.5,87,22
s43_e147_RES16587 & s43_e147_RES13641,D,449,6.56,7,2.1,2,6,8.7,s43_e147_RES16587,730,-42.2008,147.2606,55,2.1,5.3,644,0.04,51.6,s43_e147_RES13641,281,-42.1681,147.3458,33,2.1,14.3,538,0.2,10.5,88,22
s43_e147_RES44404 & s43_e147_RES50046,D,269,3.15,9,3.6,2,6,22.4,s43_e147_RES44404,440,-42.4917,147.3742,43,3.7,9.3,705,0.13,27.4,s43_e147_RES50046,171,-42.535,147.4147,61,3.6,8.7,99,0.03,122.8,104,19
s29_e152_RES67203 & s29_e152_RES72057,D,539,6.92,8,1.7,2,6,15.8,s29_e152_RES67203,881,-28.6642,152.1378,72,2.0,8.2,116,0.03,65.1,s29_e152_RES72057,342,-28.7086,152.205,23,1.7,13.7,170,0.08,20.9,95,21
s29_e152_RES64972 & s29_e152_RES62010,D,482,5.17,9,1.9,2,6,7.1,s29_e152_RES64972,812,-28.6439,152.1739,43,1.9,11.3,209,0.08,24.6,s29_e152_RES62010,330,-28.6175,152.2264,24,2.0,15.2,324,0.2,10.1,67,29
s29_e152_RES33276 & s29_e152_RES36035,D,551,3.7,15,1.7,2,6,3.3,s29_e152_RES33276,981,-28.3339,152.4042,16,1.8,16.9,677,0.35,5.0,s29_e152_RES36035,430,-28.3669,152.4367,41,1.7,7.3,848,0.17,9.6,57,35
s29_e152_RES76619 & s29_e152_RES74640,D,570,6.31,9,1.6,2,6,6.3,s29_e152_RES76619,971,-28.75,152.1153,26,1.7,11.3,773,0.16,10.5,s29_e152_RES74640,401,-28.7333,152.1833,20,1.6,13.1,208,0.1,15.8,46,43
s29_e152_RES65198 & s29_e152_RES69032,D,551,7.52,7,1.7,2,6,11.7,s29_e152_RES65198,831,-28.6461,152.1539,36,1.7,1.7,143,0.01,235.5,s29_e152_RES69032,280,-28.6786,152.2336,22,1.7,10.9,429,0.14,12.3,58,34
s29_e152_RES80282 & s29_e152_RES77578,D,471,5.26,9,2.1,2,6,7.4,s29_e152_RES80282,951,-28.7875,152.1142,60,2.2,9.5,676,0.15,15.0,s29_e152_RES77578,480,-28.7603,152.1686,28,2.1,18.3,259,0.14,14.6,88,22
s29_e152_RES60973 & s29_e152_RES62915,D,461,5.05,9,2.0,2,6,6.5,s29_e152_RES60973,761,-28.6081,152.1825,28,2.1,11.6,498,0.15,14.2,s29_e152_RES62915,300,-28.625,152.2369,28,2.0,12.7,306,0.17,12.0,56,35
s29_e152_RES75944 & s29_e152_RES72454,D,511,2.69,19,1.9,2,6,2.4,s29_e152_RES75944,901,-28.7444,152.2861,18,1.9,20.2,1194,0.58,3.2,s29_e152_RES72454,390,-28.7128,152.285,17,1.9,19.0,286,0.19,9.9,35,57
s29_e152_RES24925 & s29_e152_RES22071,D,451,4.25,11,2.0,2,6,4.9,s29_e152_RES24925,752,-28.2433,152.4728,26,2.0,14.6,453,0.25,8.2,s29_e152_RES22071,301,-28.2156,152.53,31,2.1,20.3,201,0.18,11.9,57,35
s29_e152_RES24626 & s29_e152_RES20634,D,402,2.95,14,2.3,2,6,5.2,s29_e152_RES24626,1002,-28.2406,152.3758,22,2.5,18.0,642,0.45,5.5,s29_e152_RES20634,600,-28.2022,152.3517,44,2.3,6.7,89,0.02,129.4,66,30
s29_e152_RES69842 & s29_e152_RES72745,D,451,4.44,10,2.2,2,6,5.1,s29_e152_RES69842,892,-28.6867,152.1253,45,2.2,8.8,1209,0.14,15.1,s29_e152_RES72745,441,-28.7161,152.1706,19,2.2,20.8,313,0.28,7.7,64,31
s29_e152_RES96151 & s30_e152_RES3334,D,352,3.46,10,2.7,2,6,8.0,s29_e152_RES96151,553,-28.9969,152.4272,25,2.7,21.3,289,0.27,10.1,s30_e152_RES3334,201,-29.0328,152.4544,48,2.7,8.8,231,0.07,38.9,73,27
s29_e152_RES95451 & s30_e152_RES944,D,600,7.71,8,1.6,2,6,4.4,s29_e152_RES95451,910,-28.9889,152.2558,20,1.6,14.9,509,0.27,5.8,s30_e152_RES944,310,-29.0094,152.3433,25,1.6,12.9,208,0.09,17.6,45,44
s29_e152_RES36770 & s29_e152_RES39258,D,441,2.41,18,2.1,2,6,3.3,s29_e152_RES36770,851,-28.3753,152.3958,21,2.1,26.0,379,0.46,4.5,s29_e152_RES39258,410,-28.4019,152.4175,66,2.1,5.2,1536,0.18,11.9,87,22
s29_e152_RES74967 & s29_e152_RES75574,D,490,7.26,7,1.9,2,6,10.7,s29_e152_RES74967,920,-28.7361,152.0997,80,1.9,1.3,266,0.01,179.4,s29_e152_RES75574,430,-28.7414,152.1764,25,1.9,15.9,324,0.17,11.4,105,19
s29_e152_RES74398 & s29_e152_RES72611,D,611,5.21,12,1.6,2,6,2.5,s29_e152_RES74398,972,-28.7314,152.1314,17,1.6,9.6,1951,0.47,3.4,s29_e152_RES72611,361,-28.7147,152.1911,15,1.6,17.3,201,0.17,9.7,32,62
s29_e152_RES68944 & s29_e152_RES69469,D,511,4.35,12,1.9,2,6,3.1,s29_e152_RES68944,791,-28.6778,152.1858,20,1.9,27.1,418,0.52,3.6,s29_e152_RES69469,280,-28.6831,152.2358,30,1.9,11.7,209,0.09,20.4,50,40
s29_e152_RES1265 & s29_e152_RES2850,D,362,2.59,14,2.7,2,6,5.1,s29_e152_RES1265,482,-28.0128,152.6056,22,2.7,18.1,803,0.47,5.8,s29_e152_RES2850,120,-28.0281,152.6356,41,2.7,9.6,356,0.06,49.1,63,31
s29_e152_RES37603 & s29_e152_RES42717,D,417,3.31,13,2.2,2,6,5.4,s29_e152_RES37603,821,-28.3831,152.3814,30,2.2,18.0,611,0.41,5.4,s29_e152_RES42717,404,-28.4325,152.3922,47,3.1,0.3,31,0.0,2295.5,77,25
s29_e152_RES75508 & s29_e152_RES75262,D,450,3.39,13,2.1,2,6,3.4,s29_e152_RES75508,931,-28.7408,152.1144,26,2.1,19.5,557,0.3,6.9,s29_e152_RES75262,481,-28.7386,152.1611,28,2.1,14.7,583,0.31,6.9,54,37
s29_e152_RES69499 & s29_e152_RES66043,D,321,3.57,9,3.1,2,6,13.5,s29_e152_RES69499,541,-28.6833,152.3158,34,3.1,16.7,340,0.17,17.9,s29_e152_RES66043,220,-28.6542,152.3392,53,3.1,7.7,263,0.06,54.9,87,22
s29_e152_RES64317 & s29_e152_RES64721,D,543,4.85,11,1.8,2,6,3.3,s29_e152_RES64317,793,-28.6378,152.1994,15,1.8,25.3,831,0.47,3.7,s29_e152_RES64721,250,-28.6417,152.2714,44,1.8,5.6,232,0.06,27.9,59,33
s29_e152_RES57075 & s29_e152_RES58957,D,359,4.42,8,2.7,2,6,8.2,s29_e152_RES57075,650,-28.5747,152.1911,25,2.7,20.7,375,0.22,12.0,s29_e152_RES58957,291,-28.5914,152.2564,41,2.7,9.9,290,0.1,26.4,66,30
s29_e152_RES18975 & s29_e152_RES13097,D,470,7.49,6,2.0,2,6,11.5,s29_e152_RES18975,700,-28.1864,152.4172,32,2.1,13.5,229,0.1,20.2,s29_e152_RES13097,230,-28.1308,152.4972,38,2.0,9.3,318,0.07,26.7,70,28
s29_e152_RES31907 & s29_e152_RES32257,D,421,5.1,8,2.2,2,6,6.2,s29_e152_RES31907,911,-28.3197,152.3956,26,2.2,14.3,453,0.2,10.9,s29_e152_RES32257,490,-28.3233,152.4517,20,2.3,16.1,198,0.16,14.7,46,43
s29_e152_RES63608 & s29_e152_RES63776,D,580,5.9,10,1.6,2,6,2.9,s29_e152_RES63608,860,-28.6308,152.1744,14,1.7,17.3,761,0.34,5.0,s29_e152_RES63776,280,-28.6325,152.2414,25,1.6,14.5,483,0.24,6.9,39,51
s29_e152_RES23977 & s29_e152_RES21774,D,400,1.62,25,2.5,2,6,2.9,s29_e152_RES23977,1022,-28.2344,152.3828,20,2.5,20.2,953,0.62,4.1,s29_e152_RES21774,622,-28.2131,152.3764,37,2.5,19.3,557,0.26,9.6,57,35
s33_e151_RES31160 & s33_e151_RES38778,D,532,3.66,15,1.8,2,6,2.2,s33_e151_RES31160,732,-32.2475,151.2742,12,1.8,21.0,1130,0.77,2.4,s33_e151_RES38778,200,-32.2953,151.2675,33,1.8,9.3,171,0.05,38.0,45,44
s33_e151_RES63230 & s33_e151_RES66056,D,328,3.32,10,2.8,2,6,8.1,s33_e151_RES63230,363,-32.5564,151.4344,28,2.9,22.4,569,0.34,8.5,s33_e151_RES66056,35,-32.6039,151.4414,58,2.8,4.2,228,0.02,141.3,86,23
s33_e151_RES78702 & s33_e151_RES76854,D,400,2.52,16,2.4,2,6,3.6,s33_e151_RES78702,451,-32.9694,151.42,30,2.4,16.3,2348,0.63,3.8,s33_e151_RES76854,51,-32.9278,151.4503,117,7.0,12.4,279,0.1,72.1,147,13
s39_e146_RES31435 & s39_e146_RES28189,D,332,1.86,18,2.9,2,6,4.4,s39_e146_RES31435,594,-38.4447,146.5225,23,2.9,30.2,929,0.61,4.8,s39_e146_RES28189,262,-38.4169,146.5181,28,3.0,13.2,103,0.06,52.8,51,39
s39_e146_RES34275 & s39_e146_RES32695,D,244,0.99,25,3.8,2,6,16.8,s39_e146_RES34275,424,-38.4694,146.3442,38,3.8,11.5,640,0.09,41.7,s39_e146_RES32695,180,-38.4561,146.3247,30,4.1,23.8,123,0.15,28.2,68,29
s39_e146_RES28339 & s39_e146_RES35280,D,529,6.44,8,1.8,2,6,4.0,s39_e146_RES28339,600,-38.4181,146.6028,15,1.8,27.7,722,0.43,4.2,s39_e146_RES35280,71,-38.4786,146.6239,43,1.8,4.0,141,0.01,120.6,58,34
s39_e146_RES28375 & s39_e146_RES35829,D,531,6.48,8,1.7,2,6,4.0,s39_e146_RES28375,591,-38.4183,146.5961,16,1.8,23.5,293,0.41,4.5,s39_e146_RES35829,60,-38.485,146.6397,56,1.7,6.7,361,0.05,33.9,72,27
s39_e146_RES11798 & s39_e146_RES8745,D,320,4.59,7,3.1,2,6,17.7,s39_e146_RES11798,400,-38.2503,146.0811,33,3.1,11.8,465,0.07,41.5,s39_e146_RES8745,80,-38.2006,146.0458,138,3.3,5.3,1579,0.11,30.9,171,11
s31_e150_RES23365 & s31_e150_RES21248,D,310,2.76,11,3.0,2,6,12.9,s31_e150_RES23365,720,-30.2167,150.4586,40,3.0,11.8,452,0.1,31.8,s31_e150_RES21248,410,-30.1944,150.4208,69,3.0,10.6,1175,0.14,21.6,109,18
s31_e150_RES38215 & s31_e150_RES37570,D,369,3.18,12,2.6,2,6,6.2,s31_e150_RES38215,940,-30.375,150.8569,30,2.6,16.2,924,0.29,9.0,s31_e150_RES37570,571,-30.3672,150.8092,41,2.6,8.8,384,0.13,19.7,71,28
s31_e150_RES80684 & s31_e150_RES84076,D,491,4.98,10,2.0,2,6,4.0,s31_e150_RES80684,961,-30.9031,150.9858,21,2.0,19.8,596,0.32,6.3,s31_e150_RES84076,470,-30.9647,150.9833,49,2.1,10.1,1120,0.18,11.2,70,28
s31_e150_RES62729 & s31_e150_RES62649,D,400,5.18,8,2.4,2,6,8.8,s31_e150_RES62729,810,-30.6425,150.9556,22,2.4,26.8,212,0.23,10.1,s31_e150_RES62649,410,-30.6417,150.8942,63,2.5,4.0,406,0.04,69.9,85,23
s32_e150_RES60190 & s32_e150_RES73854,D,720,7.21,10,1.3,2,6,2.2,s32_e150_RES60190,1232,-31.8208,150.1647,10,1.3,15.7,1642,0.47,2.8,s32_e150_RES73854,512,-31.8933,150.145,25,1.4,11.1,500,0.14,9.7,35,57
s21_e148_RES31291 & s21_e148_RES29200,D,562,5.46,10,1.6,2,6,6.1,s21_e148_RES31291,642,-20.7542,148.44,29,1.6,7.9,117,0.03,58.8,s21_e148_RES29200,80,-20.7269,148.4942,28,1.7,13.3,684,0.25,6.8,57,35
s21_e148_RES38304 & s21_e148_RES34499,D,640,4.31,15,1.5,2,6,2.8,s21_e148_RES38304,750,-20.8322,148.5469,12,1.5,21.2,855,0.45,3.3,s21_e148_RES34499,110,-20.7886,148.5608,29,1.5,8.1,395,0.08,19.9,41,48
s21_e148_RES32695 & s21_e148_RES29876,D,573,4.68,12,1.6,2,6,3.5,s21_e148_RES32695,663,-20.7703,148.4522,32,1.6,14.7,387,0.18,9.0,s21_e148_RES29876,90,-20.7367,148.4956,27,1.7,10.6,1199,0.29,5.8,59,33
s21_e148_RES21323 & s21_e148_RES21622,D,560,4.4,13,1.7,2,6,3.3,s21_e148_RES21323,660,-20.6161,148.3267,28,1.7,12.6,688,0.28,6.1,s21_e148_RES21622,100,-20.6222,148.3833,45,1.7,8.7,2261,0.24,7.0,73,27
s21_e148_RES30073 & s21_e148_RES28182,D,692,3.03,23,1.4,2,6,1.7,s21_e148_RES30073,792,-20.7397,148.4553,10,1.4,22.0,1046,0.63,2.3,s21_e148_RES28182,100,-20.7136,148.4781,23,1.4,12.3,746,0.19,7.4,33,60
s21_e148_RES41177 & s21_e148_RES36450,D,497,4.53,11,1.9,2,6,5.2,s21_e148_RES41177,600,-20.8639,148.5703,26,2.0,20.5,264,0.24,8.1,s21_e148_RES36450,103,-20.8108,148.5975,41,1.9,7.6,578,0.13,14.7,67,29
s21_e148_RES21181 & s21_e148_RES18417,D,500,3.96,13,1.9,2,6,3.7,s21_e148_RES21181,640,-20.6136,148.3219,28,1.9,19.7,847,0.39,4.9,s21_e148_RES18417,140,-20.5717,148.3381,41,1.9,15.4,359,0.12,16.0,69,28
s21_e148_RES35414 & s21_e148_RES31910,D,619,4.3,14,1.6,2,6,2.4,s21_e148_RES35414,740,-20.7975,148.4556,21,1.6,13.5,599,0.29,5.5,s21_e148_RES31910,121,-20.7622,148.49,18,1.6,15.9,863,0.37,4.2,39,51
s21_e148_RES22853 & s21_e148_RES22365,D,572,6.22,9,1.7,2,6,6.5,s21_e148_RES22853,662,-20.6442,148.3294,30,1.7,10.8,888,0.16,10.6,s21_e148_RES22365,90,-20.6347,148.3956,78,1.8,3.5,1964,0.11,17.1,108,18
s21_e148_RES41007 & s21_e148_RES40979,D,541,3.48,16,1.8,2,6,2.6,s21_e148_RES41007,661,-20.8619,148.5831,14,1.8,29.8,630,0.55,3.3,s21_e148_RES40979,120,-20.8617,148.6194,37,1.9,11.6,447,0.16,11.8,51,39
s21_e148_RES36580 & s21_e148_RES34716,D,429,2.67,16,2.2,2,6,4.1,s21_e148_RES36580,540,-20.8128,148.5158,35,2.2,17.4,640,0.29,7.4,s21_e148_RES34716,111,-20.7906,148.5519,32,2.3,16.0,684,0.25,9.0,67,29
s21_e148_RES31825 & s21_e148_RES28899,D,568,5.6,10,1.6,2,6,3.8,s21_e148_RES31825,650,-20.7611,148.4464,25,1.7,15.6,655,0.23,7.3,s21_e148_RES28899,82,-20.7228,148.4942,39,1.6,7.9,1287,0.2,8.0,64,31
s21_e148_RES34924 & s21_e148_RES31121,D,611,4.59,13,1.6,2,6,2.5,s21_e148_RES34924,701,-20.7925,148.465,18,1.6,15.8,540,0.33,4.9,s21_e148_RES31121,90,-20.7519,148.4986,25,1.6,13.9,1380,0.31,5.1,43,46
s21_e148_RES41638 & s21_e148_RES42674,D,501,3.61,14,1.9,2,6,3.2,s21_e148_RES41638,641,-20.8689,148.5792,16,2.0,21.2,904,0.49,4.0,s21_e148_RES42674,140,-20.88,148.6197,34,1.9,10.2,412,0.12,16.5,50,40
s21_e148_RES38984 & s21_e148_RES35112,D,569,4.59,12,1.6,2,6,2.6,s21_e148_RES38984,690,-20.8397,148.5422,17,1.7,26.5,540,0.58,2.9,s21_e148_RES35112,121,-20.7944,148.5672,40,1.6,6.3,591,0.06,25.0,57,35
s21_e148_RES35881 & s21_e148_RES32902,D,591,3.17,19,1.6,2,6,1.9,s21_e148_RES35881,711,-20.8036,148.4772,13,1.6,25.0,474,0.42,3.8,s21_e148_RES32902,120,-20.7725,148.5022,20,1.7,17.8,830,0.44,3.8,33,60
s21_e148_RES22890 & s21_e148_RES22381,D,562,5.32,11,1.8,2,6,3.3,s21_e148_RES22890,652,-20.645,148.3314,17,1.8,18.9,389,0.31,5.7,s21_e148_RES22381,90,-20.635,148.3958,57,1.9,6.8,1401,0.25,7.5,74,27
s21_e148_RES19607 & s21_e148_RES18678,D,378,2.58,15,2.5,2,6,4.4,s21_e148_RES19607,551,-20.5908,148.2839,31,2.6,19.4,682,0.32,8.0,s21_e148_RES18678,173,-20.5764,148.3189,36,2.5,12.7,480,0.25,9.9,67,29
s21_e148_RES39842 & s21_e148_RES36113,D,580,5.08,11,1.7,2,6,2.6,s21_e148_RES39842,660,-20.8492,148.5706,12,1.7,27.4,387,0.5,3.4,s21_e148_RES36113,80,-20.8067,148.6158,58,1.8,7.8,717,0.15,11.9,70,28
s21_e148_RES27646 & s21_e148_RES23794,D,530,4.1,13,1.8,2,6,2.8,s21_e148_RES27646,640,-20.7072,148.4036,16,1.8,22.3,354,0.27,6.5,s21_e148_RES23794,110,-20.6586,148.395,35,1.9,11.5,1675,0.39,4.9,51,39
s21_e148_RES14364 & s21_e148_RES13305,D,442,1.46,30,2.1,2,6,2.3,s21_e148_RES14364,692,-20.5061,148.2778,15,2.1,28.1,717,0.64,3.3,s21_e148_RES13305,250,-20.4897,148.2636,30,2.1,18.5,775,0.28,7.5,45,44
s21_e148_RES31355 & s21_e148_RES27795,D,629,6.72,9,1.5,2,6,2.8,s21_e148_RES31355,690,-20.755,148.4592,13,1.5,20.8,680,0.46,3.3,s21_e148_RES27795,61,-20.7089,148.5197,64,1.7,4.5,822,0.08,21.5,77,25
s21_e148_RES21061 & s21_e148_RES17811,D,540,4.07,13,1.7,2,6,2.5,s21_e148_RES21061,661,-20.6117,148.3264,17,1.8,16.9,1286,0.57,3.1,s21_e148_RES17811,121,-20.5603,148.3472,36,1.7,12.3,565,0.13,12.9,53,37
s21_e148_RES41052 & s21_e148_RES34791,D,553,7.21,8,1.7,2,6,4.2,s21_e148_RES41052,623,-20.8625,148.5583,14,1.7,21.3,266,0.29,6.0,s21_e148_RES34791,70,-20.7911,148.6053,68,1.9,9.2,603,0.13,14.1,82,24
s21_e148_RES22844 & s21_e148_RES21525,D,531,3.96,13,1.8,2,6,2.5,s21_e148_RES22844,632,-20.6439,148.3436,22,1.8,14.2,946,0.45,4.0,s21_e148_RES21525,101,-20.6206,148.3881,50,1.9,8.0,2479,0.27,6.9,72,27
s21_e148_RES50218 & s21_e148_RES48227,D,302,2.32,13,3.2,2,6,7.2,s21_e148_RES50218,552,-20.9817,148.3158,28,3.2,29.4,241,0.36,8.7,s21_e148_RES48227,250,-20.9578,148.3375,83,3.2,6.5,626,0.08,40.6,111,18
s21_e148_RES30335 & s21_e148_RES28483,D,611,3.5,17,1.6,2,6,1.7,s21_e148_RES30335,711,-20.7428,148.4436,19,1.6,14.9,1079,0.46,3.4,s21_e148_RES28483,100,-20.7178,148.4789,19,1.6,16.4,1230,0.47,3.3,38,52
s21_e148_RES35178 & s21_e148_RES32231,D,580,3.4,17,1.6,2,6,1.7,s21_e148_RES35178,720,-20.7953,148.4694,16,1.6,20.8,626,0.41,3.9,s21_e148_RES32231,140,-20.7658,148.4922,17,1.7,22.2,1444,0.55,3.1,33,60
s32_e149_RES41894 & s32_e149_RES38510,D,451,3.78,12,2.1,2,6,6.3,s32_e149_RES41894,1001,-31.7072,149.9658,43,2.1,9.9,523,0.16,13.3,s32_e149_RES38510,550,-31.67,149.9308,33,2.1,12.7,602,0.17,12.2,76,26
s32_e149_RES41766 & s32_e149_RES38001,D,559,4.41,13,1.6,2,6,3.2,s32_e149_RES41766,1080,-31.7061,149.9431,19,1.6,18.0,1062,0.36,4.6,s32_e149_RES38001,521,-31.6642,149.9122,36,1.8,9.4,770,0.16,11.0,55,36
s32_e149_RES39113 & s32_e149_RES35335,D,541,6.13,9,1.8,2,6,4.1,s32_e149_RES39113,1011,-31.6775,149.8567,20,1.8,22.4,488,0.29,6.2,s32_e149_RES35335,470,-31.6283,149.9025,52,1.9,10.0,708,0.15,12.1,72,27
s32_e149_RES39136 & s32_e149_RES37152,D,500,4.31,12,1.9,2,6,3.0,s32_e149_RES39136,1000,-31.6778,149.8606,25,1.9,22.6,794,0.34,5.6,s32_e149_RES37152,500,-31.6542,149.9036,26,1.9,12.8,905,0.3,6.5,51,39
s17_e128_RES41619 & s17_e128_RES42223,D,330,2.15,15,2.8,2,6,5.3,s17_e128_RES41619,570,-16.6111,128.2636,35,2.8,18.3,332,0.24,11.4,s17_e128_RES42223,240,-16.6247,128.2361,57,3.0,15.8,568,0.3,10.0,92,21
