Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s35_e150_RES48113 & s35_e150_RES49935,E,409,7.79,5,17.4,15,6,2.6,s35_e150_RES48113,420,-34.7511,150.5958,78,17.4,35.7,3786,6.05,2.9,s35_e150_RES49935,11,-34.7728,150.7031,261,17.8,13.3,2648,0.75,23.6,339,44
s37_e149_RES61166 & s37_e149_RES57910,E,672,11.38,6,10.5,15,6,2.0,s37_e149_RES61166,832,-36.8375,149.5308,43,10.7,58.7,2908,4.69,2.3,s37_e149_RES57910,160,-36.7892,149.6664,75,10.5,34.0,334,0.59,17.8,118,127
s37_e149_RES44479 & s37_e149_RES47763,E,760,13.21,6,9.4,15,6,1.8,s37_e149_RES44479,910,-36.6122,149.4483,43,9.8,61.2,928,4.55,2.2,s37_e149_RES47763,150,-36.65,149.6106,107,9.4,18.9,1020,0.78,12.1,150,100
s37_e149_RES61683 & s37_e149_RES59596,E,670,10.69,6,10.6,15,6,1.8,s37_e149_RES61683,840,-36.8447,149.5411,32,11.1,52.0,3026,5.64,2.0,s37_e149_RES59596,170,-36.8136,149.6758,137,10.6,21.8,729,0.4,26.9,169,88
s37_e149_RES61712 & s37_e149_RES68715,E,641,8.41,8,11.2,15,6,1.6,s37_e149_RES61712,852,-36.845,149.5131,37,11.5,46.3,3236,5.36,2.1,s37_e149_RES68715,211,-36.9328,149.5425,65,11.2,50.5,1148,1.93,5.8,102,147
s37_e149_RES15977 & s37_e149_RES17765,E,760,15.1,5,9.4,15,6,2.2,s37_e149_RES15977,890,-36.1619,149.5361,65,9.5,29.9,1248,1.53,6.2,s37_e149_RES17765,130,-36.1808,149.7158,54,9.4,42.0,1891,2.84,3.3,119,126
s37_e149_RES57926 & s37_e149_RES53210,E,731,14.5,5,9.8,15,6,2.1,s37_e149_RES57926,892,-36.7894,149.4519,34,9.9,48.9,1427,3.35,3.0,s37_e149_RES53210,161,-36.7192,149.6153,59,9.8,38.8,1341,1.45,6.8,93,161
s37_e149_RES58617 & s37_e149_RES51917,E,760,14.4,5,9.3,15,6,2.0,s37_e149_RES58617,890,-36.8003,149.4797,32,9.3,48.6,2613,3.83,2.4,s37_e149_RES51917,130,-36.7025,149.6208,87,9.6,29.6,637,0.81,11.8,119,126
s37_e149_RES44815 & s37_e149_RES43637,E,800,13.83,6,9.2,15,6,1.5,s37_e149_RES44815,1070,-36.6164,149.3286,121,9.2,29.7,797,0.59,15.6,s37_e149_RES43637,270,-36.6028,149.5075,26,9.5,50.9,2059,5.77,1.6,147,102
s37_e149_RES12778 & s37_e149_RES14933,E,743,13.76,5,9.6,15,6,1.7,s37_e149_RES12778,923,-36.1308,149.5578,35,9.7,57.7,1574,3.22,3.0,s37_e149_RES14933,180,-36.1506,149.7189,61,9.6,36.5,2240,2.44,3.9,96,156
s37_e149_RES4475 & s37_e149_RES9486,E,791,14.17,6,9.0,15,6,1.5,s37_e149_RES4475,1061,-36.055,149.5364,75,9.0,31.3,2005,1.57,5.8,s37_e149_RES9486,270,-36.1031,149.6853,36,9.3,40.2,2133,4.44,2.1,111,135
s37_e149_RES57686 & s37_e149_RES53209,E,709,13.93,5,10.0,15,6,1.9,s37_e149_RES57686,900,-36.7856,149.4364,54,10.1,42.1,2366,3.17,3.2,s37_e149_RES53209,191,-36.7192,149.5908,59,10.0,38.1,927,2.04,4.9,113,132
s37_e149_RES41339 & s37_e149_RES49521,E,779,15.23,5,8.9,15,6,1.8,s37_e149_RES41339,1062,-36.5728,149.4186,38,9.2,44.6,1311,2.46,3.7,s37_e149_RES49521,283,-36.6731,149.5375,51,8.9,36.0,2021,2.65,3.4,89,168
s37_e149_RES27003 & s37_e149_RES25065,E,300,5.53,5,24.1,15,6,4.3,s37_e149_RES27003,1141,-36.3194,149.4611,138,24.3,29.1,2805,2.73,8.9,s37_e149_RES25065,841,-36.2889,149.3808,90,24.1,65.4,644,2.89,8.3,228,65
s37_e149_RES58513 & s37_e149_RES55300,E,691,12.01,6,10.2,15,6,1.7,s37_e149_RES58513,891,-36.7986,149.4611,43,10.4,31.7,2817,3.89,2.7,s37_e149_RES55300,200,-36.7464,149.6025,61,10.2,34.0,1680,2.32,4.4,104,144
s37_e149_RES43684 & s37_e149_RES46126,E,800,15.07,5,8.6,15,6,1.5,s37_e149_RES43684,980,-36.6033,149.4233,30,9.4,44.0,1911,5.2,1.8,s37_e149_RES46126,180,-36.6319,149.5994,99,8.6,21.4,1576,0.87,10.0,129,116
s37_e149_RES61659 & s37_e149_RES69940,E,670,11.22,6,10.5,15,6,1.6,s37_e149_RES61659,851,-36.8444,149.5225,32,11.1,49.4,3310,6.09,1.8,s37_e149_RES69940,181,-36.9478,149.5761,72,10.5,32.7,759,0.89,11.8,104,144
s37_e149_RES3179 & s36_e149_RES74307,E,230,4.59,5,29.8,15,6,8.1,s37_e149_RES3179,1020,-36.0431,149.3844,262,29.8,36.6,2137,2.01,14.8,s36_e149_RES74307,790,-35.9989,149.3117,223,30.5,43.0,846,1.72,17.8,485,30
s37_e149_RES60805 & s37_e149_RES57272,E,750,14.54,5,9.7,15,6,1.7,s37_e149_RES60805,870,-36.8317,149.5167,29,9.8,41.1,2001,5.16,1.9,s37_e149_RES57272,120,-36.7792,149.6872,84,9.7,30.7,581,0.72,13.5,113,132
s37_e149_RES48116 & s37_e149_RES47607,E,690,13.71,5,10.4,15,6,1.8,s37_e149_RES48116,900,-36.6547,149.3903,46,10.4,43.6,1719,3.5,3.0,s37_e149_RES47607,210,-36.6478,149.5567,73,10.4,40.2,1651,2.4,4.3,119,126
s37_e149_RES10613 & s37_e149_RES16773,E,211,2.78,8,33.2,15,6,6.8,s37_e149_RES10613,981,-36.1131,149.0497,197,34.7,35.7,6596,4.87,7.1,s37_e149_RES16773,770,-36.1703,149.0297,306,33.2,24.9,199,0.23,144.8,503,29
s37_e149_RES60944 & s37_e149_RES57577,E,741,14.37,5,9.7,15,6,1.6,s37_e149_RES60944,851,-36.8339,149.5208,29,10.0,47.6,2347,5.42,1.8,s37_e149_RES57577,110,-36.7839,149.69,81,9.7,32.1,587,0.78,12.4,110,136
s37_e149_RES49534 & s37_e149_RES52874,E,200,2.81,7,36.0,15,6,6.6,s37_e149_RES49534,981,-36.6733,149.3353,182,36.5,38.5,2887,3.3,11.0,s37_e149_RES52874,781,-36.7147,149.3928,262,36.0,33.7,1316,2.15,16.7,444,33
s37_e149_RES60674 & s37_e149_RES67298,E,560,10.45,5,12.3,15,6,1.9,s37_e149_RES60674,800,-36.8294,149.4356,143,12.3,17.3,1680,0.93,13.2,s37_e149_RES67298,240,-36.9158,149.4983,45,13.0,50.2,2024,5.85,2.2,188,79
s37_e149_RES48273 & s37_e149_RES45113,E,660,12.95,5,11.0,15,6,1.7,s37_e149_RES48273,880,-36.6569,149.3778,69,11.0,41.7,1051,1.65,6.7,s37_e149_RES45113,220,-36.62,149.5389,46,11.1,43.0,3202,4.95,2.2,115,130
s30_e150_RES38224 & s30_e150_RES36570,E,203,2.9,7,34.4,15,6,9.3,s30_e150_RES38224,593,-29.8347,150.8394,296,34.9,27.5,595,0.38,92.0,s30_e150_RES36570,390,-29.8108,150.7989,256,34.4,33.1,2354,3.32,10.3,552,27
s30_e150_RES47828 & s30_e150_RES50363,E,241,2.78,9,29.8,15,6,4.6,s30_e150_RES47828,561,-29.9553,150.8572,165,29.8,49.2,2019,5.83,5.1,s30_e150_RES50363,320,-29.9825,150.8036,423,30.5,17.4,1562,0.64,47.5,588,25
s30_e150_RES51264 & s30_e150_RES51123,E,370,6.79,5,18.8,15,6,3.6,s30_e150_RES51264,690,-29.9928,150.8978,135,18.9,31.7,2697,3.13,6.0,s30_e150_RES51123,320,-29.9911,150.8033,162,18.8,26.6,3293,2.12,8.9,297,50
s30_e150_RES51482 & s30_e150_RES49269,E,288,3.29,9,23.9,15,6,3.3,s30_e150_RES51482,620,-29.9953,150.6619,106,24.7,55.6,1444,5.63,4.4,s30_e150_RES49269,332,-29.9711,150.7094,263,23.9,22.2,1946,1.71,14.0,369,40
s30_e150_RES37497 & s30_e150_RES34860,E,210,4.54,5,33.7,15,6,8.5,s30_e150_RES37497,570,-29.8239,150.8294,214,33.7,56.0,3517,3.62,9.3,s30_e150_RES34860,360,-29.7839,150.7631,454,34.4,18.6,1058,0.36,96.4,668,22
s30_e150_RES38779 & s30_e150_RES38590,E,200,3.19,6,34.2,15,6,7.6,s30_e150_RES38779,520,-29.8433,150.2642,194,35.6,79.2,1719,3.84,9.3,s30_e150_RES38590,320,-29.8408,150.2106,537,34.2,16.7,2536,0.81,42.4,731,20
s30_e150_RES29604 & s30_e150_RES30350,E,188,3.49,5,36.7,15,6,8.4,s30_e150_RES29604,570,-29.6931,150.7858,439,36.7,16.0,7858,2.33,15.8,s30_e150_RES30350,382,-29.7072,150.7236,144,38.5,59.2,569,2.15,17.9,583,25
s30_e150_RES34719 & s30_e150_RES34199,E,160,3.2,5,44.8,15,6,11.2,s30_e150_RES34719,630,-29.7814,150.9058,644,45.3,24.2,1559,0.84,54.1,s30_e150_RES34199,470,-29.7728,150.8408,282,44.8,71.6,1735,3.18,14.1,926,16
s43_e147_RES58385 & s43_e147_RES63697,E,330,6.06,5,21.8,15,6,5.2,s43_e147_RES58385,430,-42.6136,147.3097,88,21.8,57.2,929,3.31,6.6,s43_e147_RES63697,100,-42.6594,147.4164,152,21.9,40.9,338,0.91,24.0,240,62
s43_e147_RES35317 & s43_e147_RES33887,E,290,2.93,10,24.6,15,6,3.6,s43_e147_RES35317,340,-42.4081,147.8264,115,24.6,53.5,2008,3.54,7.0,s43_e147_RES33887,50,-42.3922,147.9097,148,24.7,39.3,1617,3.3,7.5,263,57
s43_e147_RES248 & s42_e147_RES91250,E,581,9.1,6,12.4,15,6,2.0,s43_e147_RES248,801,-42.0036,147.0989,85,12.4,30.6,2014,3.36,3.7,s42_e147_RES91250,220,-41.9025,147.0967,115,12.4,24.6,3151,2.79,4.4,200,75
s43_e147_RES24259 & s43_e147_RES27914,E,270,5.36,5,26.5,15,6,8.1,s43_e147_RES24259,650,-42.2778,147.0789,241,27.0,27.0,1221,1.31,20.6,s43_e147_RES27914,380,-42.3206,147.0031,212,26.5,25.2,2243,2.0,13.2,453,33
s43_e147_RES54665 & s43_e147_RES51725,E,279,3.9,7,25.7,15,6,4.1,s43_e147_RES54665,480,-42.5775,147.2797,81,25.9,66.7,593,4.85,5.3,s43_e147_RES51725,201,-42.5514,147.3583,171,25.7,38.5,967,1.48,17.4,252,59
s43_e147_RES39335 & s43_e147_RES41906,E,348,2.38,15,20.4,15,6,2.4,s43_e147_RES39335,491,-42.4483,147.8022,56,20.4,68.9,1829,5.86,3.5,s43_e147_RES41906,143,-42.4694,147.85,70,21.2,59.8,499,2.72,7.8,126,119
s43_e147_RES34612 & s43_e147_RES29870,E,279,5.48,5,26.5,15,6,6.0,s43_e147_RES34612,380,-42.4003,147.7625,164,26.5,42.1,1390,2.32,11.4,s43_e147_RES29870,101,-42.3503,147.8275,127,26.8,40.6,860,2.08,12.9,291,51
s43_e147_RES17200 & s43_e147_RES25038,E,390,5.64,7,18.4,15,6,2.9,s43_e147_RES17200,830,-42.2069,147.0078,90,18.4,40.8,3378,5.93,3.1,s43_e147_RES25038,440,-42.2858,147.0031,314,18.6,24.2,307,0.41,45.5,404,37
s43_e147_RES71592 & s43_e147_RES76363,E,312,3.9,8,22.8,15,6,3.6,s43_e147_RES71592,342,-42.7194,147.6628,76,22.8,72.2,2295,5.22,4.4,s43_e147_RES76363,30,-42.7578,147.6097,194,24.1,29.6,748,1.08,22.3,270,55
s43_e147_RES70916 & s43_e146_RES55469,E,410,4.7,9,17.2,15,6,2.5,s43_e147_RES70916,430,-42.7147,147.0214,53,17.2,66.8,1028,4.73,3.6,s43_e146_RES55469,20,-42.7453,146.9683,170,17.5,23.6,3209,2.24,7.8,223,67
s43_e147_RES10154 & s43_e147_RES9768,E,614,11.98,5,11.3,15,6,2.4,s43_e147_RES10154,834,-42.1225,147.2222,61,11.7,34.9,3429,4.47,2.6,s43_e147_RES9768,220,-42.1169,147.3839,280,11.3,11.4,3354,0.38,29.6,341,43
s43_e147_RES42068 & s43_e147_RES53868,E,398,7.44,5,17.9,15,6,3.3,s43_e147_RES42068,461,-42.4708,147.7528,67,17.9,56.1,2227,4.83,3.7,s43_e147_RES53868,63,-42.57,147.7789,206,18.6,21.3,877,0.64,29.0,273,54
s43_e147_RES15227 & s43_e147_RES11964,E,559,8.89,6,12.7,15,6,2.0,s43_e147_RES15227,860,-42.1858,147.2078,95,12.9,25.3,3795,2.04,6.3,s43_e147_RES11964,301,-42.1486,147.3192,60,12.7,36.0,2373,4.41,2.9,155,96
s43_e147_RES4209 & s43_e147_RES198,E,590,10.33,6,11.9,15,6,2.1,s43_e147_RES4209,840,-42.0539,147.1414,71,12.1,26.7,3994,3.57,3.4,s43_e147_RES198,250,-42.0028,147.2756,105,11.9,23.2,3756,2.25,5.3,176,85
s43_e147_RES45737 & s43_e147_RES50851,E,410,4.09,10,17.4,15,6,2.0,s43_e147_RES45737,560,-42.5025,147.02,76,17.4,42.6,2808,6.0,2.9,s43_e147_RES50851,150,-42.5422,147.0772,75,17.6,50.3,902,2.93,6.0,151,99
s43_e147_RES12139 & s43_e147_RES8270,E,600,10.15,6,11.8,15,6,1.8,s43_e147_RES12139,840,-42.1508,147.21,72,12.2,20.0,4146,3.4,3.6,s43_e147_RES8270,240,-42.0975,147.3328,56,11.8,37.2,3016,3.25,3.6,128,117
s43_e147_RES3254 & s43_e148_RES379,E,471,8.49,6,15.0,15,6,2.2,s43_e147_RES3254,551,-42.0419,147.8842,76,15.0,43.0,1392,3.86,3.9,s43_e148_RES379,80,-42.0314,148.0031,79,15.1,45.1,1476,3.02,5.0,155,96
s43_e147_RES20496 & s43_e147_RES22068,E,490,7.01,7,14.4,15,6,1.9,s43_e147_RES20496,550,-42.2425,147.88,48,14.4,59.8,1667,4.9,2.9,s43_e147_RES22068,60,-42.2572,147.9778,92,14.7,29.7,1910,2.75,5.4,140,107
s43_e147_RES17452 & s43_e147_RES14696,E,413,5.28,8,17.1,15,6,2.2,s43_e147_RES17452,643,-42.2103,147.3272,67,17.1,46.0,3742,6.1,2.8,s43_e147_RES14696,230,-42.1797,147.4083,175,17.1,26.3,3387,1.67,10.2,242,61
s43_e147_RES22339 & s43_e147_RES16520,E,211,3.09,7,32.7,15,6,6.1,s43_e147_RES22339,473,-42.26,147.3886,166,35.0,39.0,2387,2.77,12.6,s43_e147_RES16520,262,-42.2003,147.4281,286,32.7,53.5,2586,2.8,11.7,452,33
s43_e147_RES117 & s42_e147_RES91517,E,530,10.05,5,13.3,15,6,2.0,s43_e147_RES117,790,-42.0019,147.1214,67,13.5,28.2,2583,3.35,4.0,s42_e147_RES91517,260,-41.9044,147.1183,73,13.3,43.1,1192,3.25,4.1,140,107
s43_e147_RES35070 & s43_e147_RES41028,E,210,3.7,6,33.6,15,6,6.7,s43_e147_RES35070,440,-42.405,147.2731,176,33.8,34.4,1646,3.81,8.9,s43_e147_RES41028,230,-42.4622,147.2228,211,33.6,45.7,335,1.2,28.1,387,38
s43_e147_RES39094 & s43_e147_RES43224,E,200,4.14,5,35.9,15,6,7.3,s43_e147_RES39094,440,-42.4464,147.3128,260,35.9,22.4,3917,3.0,12.0,s43_e147_RES43224,240,-42.4817,147.2378,155,36.1,56.3,408,1.95,18.6,415,36
s43_e147_RES11863 & s43_e147_RES14111,E,591,10.71,6,11.7,15,6,1.8,s43_e147_RES11863,851,-42.1472,147.2206,65,12.1,35.0,3865,4.62,2.6,s43_e147_RES14111,260,-42.1725,147.38,142,11.7,18.3,3336,1.96,6.0,207,72
s43_e147_RES19282 & s43_e147_RES25612,E,261,4.89,5,27.3,15,6,4.6,s43_e147_RES19282,701,-42.23,147.2297,123,27.3,53.5,3342,4.8,5.7,s43_e147_RES25612,440,-42.2919,147.2428,159,27.5,45.2,906,1.2,22.9,282,53
s43_e147_RES817 & s43_e147_RES4094,E,150,2.05,7,49.8,15,6,11.3,s43_e147_RES817,610,-42.0103,147.7375,360,49.8,27.0,3404,2.93,17.0,s43_e147_RES4094,460,-42.0525,147.7019,348,49.9,26.4,1620,1.48,33.7,708,21
s43_e147_RES17150 & s43_e147_RES14695,E,510,9.89,5,14.0,15,6,2.1,s43_e147_RES17150,770,-42.2064,147.235,75,14.0,40.1,2476,3.71,3.8,s43_e147_RES14695,260,-42.1797,147.3772,127,14.0,25.5,3504,2.87,4.9,202,74
s43_e147_RES21836 & s43_e147_RES29080,E,290,5.29,5,23.8,15,6,4.5,s43_e147_RES21836,650,-42.2556,147.0525,198,25.1,19.8,3798,2.54,9.9,s43_e147_RES29080,360,-42.3394,147.0225,293,23.8,16.0,6328,2.87,8.3,491,30
s43_e147_RES22029 & s43_e147_RES28041,E,391,6.18,6,18.2,15,6,2.4,s43_e147_RES22029,451,-42.2569,147.8814,53,18.4,72.3,843,5.0,3.7,s43_e147_RES28041,60,-42.3219,147.9253,88,18.2,51.7,1530,2.81,6.5,141,106
s43_e147_RES3896 & s42_e147_RES98395,E,390,7.13,5,18.4,15,6,2.5,s43_e147_RES3896,820,-42.05,147.1067,236,18.4,15.1,2269,0.71,25.8,s42_e147_RES98395,430,-41.9633,147.1042,85,18.4,40.6,2883,6.52,2.8,321,46
s43_e147_RES37567 & s43_e147_RES35624,E,230,1.35,17,30.7,15,6,3.8,s43_e147_RES37567,340,-42.4317,147.8342,150,31.6,31.9,2844,4.55,6.9,s43_e147_RES35624,110,-42.4111,147.8844,122,30.7,66.5,587,3.63,8.4,272,55
s43_e147_RES13290 & s43_e148_RES1233,E,582,11.25,5,12.1,15,6,1.7,s43_e147_RES13290,632,-42.1633,147.8853,44,12.3,54.5,3240,5.07,2.4,s43_e148_RES1233,50,-42.1556,148.0361,58,12.1,42.1,850,1.92,6.3,102,147
s43_e147_RES12224 & s43_e147_RES10585,E,640,12.57,5,11.5,15,6,1.6,s43_e147_RES12224,860,-42.1517,147.2367,46,11.5,37.5,4300,5.53,2.1,s43_e147_RES10585,220,-42.1292,147.3942,127,11.5,17.7,3409,1.6,7.2,173,86
s43_e147_RES18143 & s43_e147_RES13150,E,394,7.1,6,17.9,15,6,2.6,s43_e147_RES18143,694,-42.2178,147.2489,108,18.5,31.3,413,0.79,23.3,s43_e147_RES13150,300,-42.1619,147.3364,79,17.9,48.3,2874,6.24,2.9,187,80
s43_e147_RES11260 & s43_e147_RES5909,E,569,10.6,5,12.6,15,6,1.8,s43_e147_RES11260,820,-42.1378,147.1894,95,12.7,31.2,6899,4.33,2.9,s43_e147_RES5909,251,-42.07,147.3422,99,12.6,26.3,4758,2.72,4.6,194,77
s29_e152_RES79354 & s29_e152_RES78338,E,410,5.28,8,17.4,15,6,2.7,s29_e152_RES79354,930,-28.7783,152.0928,215,17.4,22.6,842,0.78,22.3,s29_e152_RES78338,520,-28.7683,152.1578,43,17.9,80.1,622,5.88,3.0,258,58
s29_e152_RES95673 & s30_e152_RES5225,E,400,5.92,7,18.2,15,6,3.1,s29_e152_RES95673,620,-28.9914,152.405,48,18.2,71.0,1115,5.47,3.3,s30_e152_RES5225,220,-29.0561,152.3856,213,18.3,19.8,370,0.35,52.7,261,57
s29_e152_RES35108 & s29_e152_RES38205,E,410,5.72,7,17.1,15,6,2.9,s29_e152_RES35108,840,-28.3564,152.3756,75,17.5,55.8,1087,4.05,4.3,s29_e152_RES38205,430,-28.3892,152.4383,131,17.1,27.3,1684,1.99,8.6,206,72
s29_e152_RES24212 & s29_e152_RES13491,E,771,12.27,6,9.2,15,6,1.6,s29_e152_RES24212,1021,-28.2367,152.3911,33,9.5,54.6,1116,4.01,2.4,s29_e152_RES13491,250,-28.1347,152.4781,67,9.2,31.2,1115,1.94,4.7,100,150
s29_e152_RES83966 & s29_e152_RES81281,E,423,7.15,6,16.6,15,6,3.2,s29_e152_RES83966,963,-28.8333,152.1422,92,16.6,44.2,1513,4.35,3.8,s29_e152_RES81281,540,-28.8,152.225,154,17.4,27.5,942,0.91,19.0,246,60
s29_e152_RES75238 & s29_e152_RES72293,E,420,1.45,29,17.2,15,6,1.5,s29_e152_RES75238,802,-28.7383,152.2808,49,17.7,95.2,1205,8.96,2.0,s29_e152_RES72293,382,-28.7114,152.2831,67,17.2,58.2,464,2.52,6.8,116,129
s29_e152_RES25174 & s29_e152_RES27405,E,343,2.66,13,20.8,15,6,2.6,s29_e152_RES25174,943,-28.2458,152.3631,76,20.8,67.7,1878,5.09,4.1,s29_e152_RES27405,600,-28.2678,152.3119,97,20.9,62.8,658,3.07,6.8,173,86
s29_e152_RES65603 & s29_e152_RES66093,E,579,10.27,6,12.4,15,6,2.3,s29_e152_RES65603,860,-28.6503,152.1356,58,12.5,38.9,2708,2.6,4.8,s29_e152_RES66093,281,-28.6547,152.2517,57,12.4,58.9,1906,2.84,4.4,115,130
s29_e152_RES87098 & s29_e152_RES86800,E,350,2.96,12,20.4,15,6,2.6,s29_e152_RES87098,890,-28.8822,152.2128,60,20.4,63.4,2497,7.48,2.7,s29_e152_RES86800,540,-28.8775,152.2686,287,21.4,19.8,305,0.24,88.6,347,43
s29_e152_RES77766 & s29_e152_RES72584,E,519,10.07,5,13.7,15,6,3.0,s29_e152_RES77766,911,-28.7622,152.1281,49,13.7,46.0,1796,4.44,3.1,s29_e152_RES72584,392,-28.7144,152.2286,92,14.3,27.0,166,0.22,66.6,141,106
s29_e152_RES4222 & s29_e152_RES1793,E,402,6.89,6,17.8,15,6,3.3,s29_e152_RES4222,624,-28.0428,152.3378,96,17.8,32.9,1284,2.89,6.2,s29_e152_RES1793,222,-28.0175,152.4342,97,17.8,48.0,814,2.54,7.0,193,77
s29_e152_RES33763 & s29_e152_RES36794,E,419,6.86,6,17.2,15,6,2.8,s29_e152_RES33763,890,-28.3403,152.3922,57,17.2,62.7,1040,5.43,3.2,s29_e152_RES36794,471,-28.3756,152.4586,135,17.5,28.5,564,0.75,23.3,192,78
s29_e152_RES1265 & s29_e152_RES3711,E,382,2.93,13,18.5,15,6,2.2,s29_e152_RES1265,482,-28.0128,152.6056,45,18.9,53.8,2249,8.39,2.3,s29_e152_RES3711,100,-28.0381,152.6419,453,18.5,10.5,944,0.26,70.1,498,30
s29_e152_RES93967 & s30_e152_RES1894,E,278,2.53,11,25.8,15,6,3.4,s29_e152_RES93967,580,-28.9708,152.3769,88,26.1,60.6,965,5.05,5.2,s30_e152_RES1894,302,-29.0183,152.3533,142,25.8,44.9,810,2.53,10.2,230,65
s29_e152_RES75954 & s29_e152_RES79767,E,274,3.77,7,26.6,15,6,4.3,s29_e152_RES75954,414,-28.7444,152.4383,91,26.6,62.6,1966,5.78,4.6,s29_e152_RES79767,140,-28.7825,152.5139,315,27.1,21.7,340,0.45,60.1,406,36
s29_e152_RES69230 & s29_e152_RES66988,E,627,11.52,5,11.1,15,6,2.1,s29_e152_RES69230,900,-28.6808,152.1183,79,11.1,34.6,2656,2.13,5.2,s29_e152_RES66988,273,-28.6625,152.2483,52,11.5,58.5,1090,3.39,3.4,131,114
s29_e152_RES45371 & s29_e152_RES37343,E,310,6.11,5,23.0,15,6,4.9,s29_e152_RES45371,820,-28.4547,152.0719,108,23.0,55.1,1187,3.09,7.4,s29_e152_RES37343,510,-28.3808,152.0994,183,23.0,28.7,1706,1.65,14.0,291,51
s29_e152_RES36766 & s29_e152_RES43843,E,372,5.24,7,19.1,15,6,2.8,s29_e152_RES36766,763,-28.3753,152.3636,83,19.1,54.6,1083,4.28,4.5,s29_e152_RES43843,391,-28.4422,152.3703,99,19.4,39.9,2213,2.55,7.6,182,82
s29_e152_RES73783 & s29_e152_RES72716,E,470,7.48,6,15.0,15,6,2.4,s29_e152_RES73783,970,-28.7261,152.0647,112,15.0,24.1,3207,2.12,7.1,s29_e152_RES72716,500,-28.7158,152.16,72,15.0,47.9,1808,4.04,3.7,184,81
s29_e152_RES2901 & s29_e152_RES386,E,430,8.55,5,16.0,15,6,3.3,s29_e152_RES2901,610,-28.0286,152.3356,94,16.4,46.6,1193,3.23,5.1,s29_e152_RES386,180,-28.0036,152.4478,141,16.0,26.3,1936,1.76,9.1,235,63
s29_e152_RES85265 & s29_e152_RES82309,E,300,5.51,5,23.9,15,6,4.5,s29_e152_RES85265,450,-28.8542,152.4356,95,23.9,54.3,3278,4.86,4.9,s29_e152_RES82309,150,-28.8119,152.5092,240,24.8,17.6,958,0.51,48.8,335,44
s29_e152_RES86141 & s29_e152_RES83221,E,311,5.25,6,22.3,15,6,4.2,s29_e152_RES86141,511,-28.8678,152.3931,160,22.3,36.1,3826,3.25,6.9,s29_e152_RES83221,200,-28.8233,152.4589,119,23.7,48.8,599,2.17,10.9,279,53
s29_e152_RES60208 & s29_e152_RES61852,E,270,3.59,8,26.5,15,6,4.2,s29_e152_RES60208,560,-28.6017,152.3672,112,26.5,48.5,3019,5.42,4.9,s29_e152_RES61852,290,-28.6158,152.4181,338,27.6,29.9,997,0.86,32.0,450,33
s29_e152_RES64197 & s29_e152_RES62067,E,568,8.4,7,12.4,15,6,1.7,s29_e152_RES64197,880,-28.6367,152.1522,46,12.7,48.7,2215,4.59,2.8,s29_e152_RES62067,312,-28.6181,152.2442,63,12.4,43.9,1044,2.92,4.2,109,137
s29_e152_RES76619 & s29_e152_RES74285,E,538,7.4,7,13.4,15,6,1.7,s29_e152_RES76619,971,-28.75,152.1153,49,13.4,35.4,3481,5.07,2.6,s29_e152_RES74285,433,-28.7306,152.1936,62,13.4,53.5,765,2.8,4.8,111,135
s29_e152_RES96315 & s30_e152_RES6948,E,338,4.45,8,21.2,15,6,2.9,s29_e152_RES96315,780,-28.9989,152.2272,93,21.2,47.7,1913,4.69,4.5,s30_e152_RES6948,442,-29.0767,152.2292,162,21.5,38.4,983,2.55,8.4,255,58
s29_e152_RES81367 & s29_e152_RES77178,E,500,9.88,5,14.3,15,6,2.6,s29_e152_RES81367,990,-28.8011,152.1169,51,14.3,42.7,2070,5.0,2.9,s29_e152_RES77178,490,-28.7561,152.2217,117,14.6,31.1,305,0.55,26.8,168,89
s29_e152_RES96407 & s30_e152_RES7000,E,370,7.36,5,18.5,15,6,3.7,s29_e152_RES96407,841,-28.9997,152.1511,152,18.5,32.8,1400,2.11,8.8,s30_e152_RES7000,471,-29.0775,152.2133,86,20.2,49.0,953,3.12,6.5,238,63
s29_e152_RES84027 & s29_e152_RES77738,E,460,8.3,6,15.5,15,6,2.5,s29_e152_RES84027,960,-28.8342,152.1092,85,15.7,41.0,792,1.81,8.6,s29_e152_RES77738,500,-28.7619,152.1806,67,15.5,48.3,1472,4.5,3.4,152,98
s29_e152_RES62329 & s29_e152_RES57830,E,170,1.97,9,42.4,15,6,8.0,s29_e152_RES62329,850,-28.62,152.1139,348,43.0,29.7,2941,1.61,26.7,s29_e152_RES57830,680,-28.5817,152.1389,153,42.4,63.9,476,3.68,11.5,501,29
s29_e152_RES66371 & s29_e152_RES71020,E,519,6.36,8,13.9,15,6,1.6,s29_e152_RES66371,871,-28.6575,152.2078,43,14.1,43.6,3730,7.67,1.8,s29_e152_RES71020,352,-28.6972,152.2606,67,13.9,55.9,317,1.42,9.8,110,136
