Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s42_e147_RES102069 & s42_e147_RES99068,A,760,6.44,12,31.0,50,18,4.1,s42_e147_RES102069,980,-41.9969,147.1886,121,31.0,46.8,4209,7.25,4.3,s42_e147_RES99068,220,-41.9692,147.2761,1058,34.8,12.3,1167,0.4,86.7,1179,42
s42_e147_RES37985 & s42_e148_RES5034,A,473,7.1,7,49.6,50,18,10.5,s42_e147_RES37985,594,-41.3758,147.9367,288,49.6,54.5,2679,4.7,10.6,s42_e148_RES5034,121,-41.2828,148.0425,561,51.2,7.7,185,0.03,1628.9,849,58
s42_e147_RES41535 & s42_e147_RES49587,A,750,6.96,11,31.8,50,18,3.9,s42_e147_RES41535,1011,-41.4,147.3897,157,31.8,32.9,6051,6.04,5.3,s42_e147_RES49587,261,-41.4508,147.3203,176,32.1,58.7,818,2.07,15.6,333,150
s42_e147_RES73552 & s42_e147_RES80834,A,502,8.43,6,47.8,50,18,9.7,s42_e147_RES73552,702,-41.6864,147.6769,423,48.5,31.2,1849,1.27,38.1,s42_e147_RES80834,200,-41.7878,147.6217,347,47.8,29.8,2331,3.67,13.0,770,64
s36_e149_RES39827 & s36_e149_RES47930,A,640,7.35,9,36.9,50,18,24.8,s36_e149_RES39827,760,-35.6211,149.7183,315,36.9,28.1,1797,0.99,37.2,s36_e149_RES47930,120,-35.6969,149.8547,376,39.0,24.6,646,0.53,73.9,691,72
s36_e149_RES54478 & s36_e149_RES54764,A,550,5.58,10,43.9,50,18,9.4,s36_e149_RES54478,730,-35.7647,149.6606,296,43.9,41.0,795,1.76,24.9,s36_e149_RES54764,180,-35.7675,149.7892,195,44.0,61.1,515,2.93,15.0,491,101
s36_e149_RES36774 & s36_e149_RES41428,A,570,4.12,14,41.4,50,18,5.6,s36_e149_RES36774,730,-35.5931,149.7142,361,41.4,28.1,2557,2.53,16.4,s36_e149_RES41428,160,-35.6353,149.7978,286,41.6,34.1,3620,4.91,8.5,647,77
s37_e148_RES35128 & s37_e148_RES40073,A,470,5.27,9,50.2,50,18,8.2,s37_e148_RES35128,1190,-36.5758,148.495,450,50.2,27.9,877,1.05,47.8,s37_e148_RES40073,720,-36.6269,148.5556,178,50.7,69.2,1651,5.14,9.9,628,79
s37_e148_RES3754 & s37_e149_RES16773,A,330,5.77,6,72.1,50,18,23.2,s37_e148_RES3754,1100,-36.0828,148.9314,490,72.7,49.3,2546,2.59,28.0,s37_e149_RES16773,770,-36.1703,149.0297,501,72.1,34.4,342,0.54,134.3,991,50
s35_e150_RES32201 & s35_e150_RES32848,A,670,6.56,10,35.6,50,18,11.5,s35_e150_RES32201,690,-34.5625,150.6025,209,37.3,27.2,1189,1.42,26.3,s35_e150_RES32848,20,-34.5758,150.7403,289,35.6,28.0,1215,1.73,20.6,498,100
s35_e150_RES32658 & s35_e150_RES42475,A,580,9.28,6,40.6,50,18,10.9,s35_e150_RES32658,680,-34.5719,150.5258,333,40.6,23.2,2319,1.85,21.9,s35_e150_RES42475,100,-34.6989,150.5981,242,42.6,33.7,777,1.95,21.8,575,86
s35_e150_RES29397 & s35_e150_RES31571,A,520,5.3,10,44.7,50,18,6.6,s35_e150_RES29397,540,-34.5164,150.6406,349,44.7,54.9,908,1.99,22.5,s35_e150_RES31571,20,-34.5522,150.7406,263,45.5,33.9,1978,4.88,9.3,612,81
s37_e149_RES45232 & s37_e149_RES44455,A,762,5.75,13,30.5,50,18,8.8,s37_e149_RES45232,962,-36.6217,149.4361,162,32.7,33.1,2610,2.58,12.7,s37_e149_RES44455,200,-36.6119,149.5417,266,30.5,25.9,1144,1.08,28.3,428,116
s37_e149_RES37602 & s37_e149_RES42000,A,778,10.69,7,30.2,50,18,22.5,s37_e149_RES37602,1070,-36.5056,149.4214,334,30.2,11.6,260,0.1,310.0,s37_e149_RES42000,292,-36.5822,149.5558,177,32.1,41.2,662,1.32,24.3,511,97
s37_e149_RES61332 & s37_e149_RES69807,A,620,8.75,7,38.9,50,18,14.2,s37_e149_RES61332,800,-36.8397,149.4475,346,40.2,20.3,1241,0.9,44.6,s37_e149_RES69807,180,-36.9461,149.5406,275,38.9,32.0,1555,1.86,20.9,621,80
s37_e149_RES59546 & s37_e149_RES57946,A,679,8.1,8,35.5,50,18,8.3,s37_e149_RES59546,860,-36.8131,149.4614,245,35.7,34.5,2137,1.8,19.9,s37_e149_RES57946,181,-36.7897,149.6003,189,35.5,41.4,877,2.51,14.1,434,115
s37_e149_RES46548 & s37_e149_RES47170,A,671,6.07,11,34.7,50,18,5.6,s37_e149_RES46548,881,-36.6364,149.4514,162,36.0,53.4,1434,4.43,8.1,s37_e149_RES47170,210,-36.6431,149.5492,274,34.7,36.4,1638,1.9,18.3,436,114
s37_e149_RES41200 & s37_e149_RES44334,A,761,5.61,14,31.2,50,18,3.9,s37_e149_RES41200,991,-36.5708,149.4364,153,31.9,51.4,1583,2.9,11.0,s37_e149_RES44334,230,-36.6106,149.5028,145,31.2,51.8,2412,5.22,6.0,298,167
s37_e149_RES13060 & s37_e149_RES14225,A,780,13.33,6,30.9,50,18,6.4,s37_e149_RES13060,952,-36.1331,149.5444,111,30.9,55.1,1221,3.45,9.0,s37_e149_RES14225,172,-36.1436,149.7192,222,31.1,23.9,1216,1.35,23.0,333,150
s30_e150_RES37747 & s30_e150_RES37875,A,291,3.26,9,80.8,50,18,16.1,s30_e150_RES37747,581,-29.8281,150.2775,539,80.8,53.2,4402,3.76,21.5,s30_e150_RES37875,290,-29.8297,150.3586,1378,82.9,18.4,2588,1.28,64.8,1917,26
s43_e147_RES13534 & s43_e147_RES11410,A,530,8.72,6,44.0,50,18,33.9,s43_e147_RES13534,740,-42.1667,147.2503,315,46.9,23.8,592,0.69,67.6,s43_e147_RES11410,210,-42.1403,147.4125,801,44.0,12.6,1425,0.65,68.1,1116,44
s43_e147_RES1319 & s42_e147_RES99068,A,610,10.8,6,39.4,50,18,17.8,s43_e147_RES1319,830,-42.0169,147.1417,271,39.4,27.0,1649,1.77,22.3,s42_e147_RES99068,220,-41.9692,147.2761,1058,39.5,12.8,1167,0.44,88.9,1329,37
s43_e147_RES12754 & s43_e147_RES11112,A,588,9.01,7,40.5,50,18,8.9,s43_e147_RES12754,820,-42.1575,147.1983,376,42.6,18.9,2613,0.64,66.3,s43_e147_RES11112,232,-42.1356,147.3558,295,40.5,31.7,3298,3.96,10.2,671,74
s43_e147_RES65022 & s43_e147_RES63345,A,570,5.47,10,41.7,50,18,5.2,s43_e147_RES65022,650,-42.6714,147.0575,106,41.7,72.7,1865,7.8,5.3,s43_e147_RES63345,80,-42.6564,147.135,481,43.0,20.2,144,0.15,287.3,587,85
s43_e147_RES34 & s42_e147_RES93127,A,780,7.96,10,29.5,50,18,3.7,s43_e147_RES34,970,-42.0008,147.1889,136,30.6,50.5,3080,6.25,4.9,s42_e147_RES93127,190,-41.9178,147.2519,326,29.5,21.0,2544,1.98,14.9,462,108
s29_e152_RES67203 & s29_e152_RES73560,A,500,4.07,12,47.0,50,18,21.3,s29_e152_RES67203,881,-28.6642,152.1378,493,47.0,25.2,1487,0.4,117.1,s29_e152_RES73560,381,-28.7236,152.1867,228,49.1,62.2,355,1.88,26.1,721,69
s29_e152_RES71847 & s29_e152_RES70466,A,580,5.23,11,41.6,50,18,14.7,s29_e152_RES71847,900,-28.7067,152.1286,530,41.6,23.9,1782,1.26,33.0,s29_e152_RES70466,320,-28.6917,152.2053,185,41.6,53.4,398,1.57,26.6,715,69
s29_e152_RES64972 & s29_e152_RES66372,A,552,6.07,9,44.1,50,18,16.2,s29_e152_RES64972,812,-28.6439,152.1739,308,44.1,34.9,1676,1.64,26.9,s29_e152_RES66372,260,-28.6575,152.2597,319,44.7,29.3,738,1.1,40.6,627,79
s29_e152_RES63798 & s29_e152_RES63724,A,631,10.65,6,37.6,50,18,10.6,s29_e152_RES63798,861,-28.6328,152.1239,370,38.1,30.5,2550,1.75,21.8,s29_e152_RES63724,230,-28.6319,152.3128,393,37.6,26.1,1349,1.83,20.5,763,65
s29_e152_RES80142 & s29_e152_RES77377,A,471,3.93,12,50.4,50,18,6.4,s29_e152_RES80142,941,-28.7861,152.1194,321,51.4,40.9,1529,2.59,19.9,s29_e152_RES77377,470,-28.7581,152.1781,246,50.4,54.4,1870,5.31,9.5,567,88
s31_e150_RES62729 & s31_e150_RES63301,A,409,4.62,9,58.1,50,18,10.5,s31_e150_RES62729,810,-30.6425,150.9556,205,58.2,78.4,1017,5.38,10.8,s31_e150_RES63301,401,-30.6492,150.8419,679,58.1,13.1,411,0.19,312.5,884,56
s21_e148_RES31291 & s21_e148_RES29039,A,572,3.96,14,41.6,50,18,12.1,s21_e148_RES31291,642,-20.7542,148.44,296,41.6,38.1,1823,1.99,20.9,s21_e148_RES29039,70,-20.7247,148.5081,452,42.9,20.5,2159,1.49,28.9,748,66
s21_e148_RES41177 & s21_e148_RES39862,A,489,2.77,18,48.6,50,18,7.5,s21_e148_RES41177,600,-20.8639,148.5703,143,48.8,75.5,1353,5.42,9.0,s21_e148_RES39862,111,-20.8494,148.6136,361,48.6,37.1,525,1.04,46.6,504,99
s21_e148_RES34230 & s21_e148_RES32773,A,600,7.1,8,38.4,50,18,7.2,s21_e148_RES34230,690,-20.7858,148.46,149,39.9,57.6,1279,4.56,8.7,s21_e148_RES32773,90,-20.7711,148.5561,352,38.4,24.0,719,0.94,40.8,501,99
s21_e148_RES28617 & s21_e148_RES21526,A,663,7.49,9,36.2,50,18,5.7,s21_e148_RES28617,713,-20.7192,148.4281,156,36.2,41.6,3460,5.95,6.1,s21_e148_RES21526,50,-20.6206,148.4839,698,36.4,14.6,904,0.46,79.8,854,58
s38_e145_RES49658 & s38_e145_RES60743,A,692,6.19,11,35.3,50,18,5.2,s38_e145_RES49658,1133,-37.43,145.8256,146,35.7,33.9,1217,1.9,18.8,s38_e145_RES60743,441,-37.5058,145.7778,110,35.3,68.3,781,4.93,7.2,256,195
s38_e145_RES47941 & s38_e145_RES49950,A,793,10.71,7,30.1,50,18,6.7,s38_e145_RES47941,1063,-37.4189,145.8461,169,31.2,40.8,824,1.4,22.3,s38_e145_RES49950,270,-37.4322,145.7097,215,30.1,33.6,1668,3.16,9.5,384,130
s38_e145_RES67024 & s38_e145_RES74635,A,630,9.71,6,37.3,50,18,10.5,s38_e145_RES67024,710,-37.5569,145.5578,141,39.3,55.3,442,2.13,18.5,s38_e145_RES74635,80,-37.6586,145.4664,237,37.3,36.5,687,1.53,24.4,378,132
s38_e145_RES42646 & s38_e145_RES30524,A,660,6.35,10,36.3,50,18,5.6,s38_e145_RES42646,970,-37.3806,145.8869,179,37.6,39.6,942,1.16,32.5,s38_e145_RES30524,310,-37.3039,145.8469,111,36.3,67.9,763,5.4,6.7,290,172
s38_e145_RES44656 & s38_e145_RES37936,A,791,8.68,9,30.8,50,18,4.4,s38_e145_RES44656,1011,-37.3958,145.8111,118,31.2,61.1,1224,5.76,5.4,s38_e145_RES37936,220,-37.3514,145.7069,310,30.8,16.8,2781,1.34,23.0,428,116
s38_e145_RES42387 & s38_e146_RES44997,A,579,7.7,8,41.8,50,18,6.5,s38_e145_RES42387,930,-37.3786,145.9261,149,42.7,64.2,541,3.21,13.3,s38_e146_RES44997,351,-37.3839,146.0417,174,41.8,58.0,690,3.3,12.6,323,154
s38_e145_RES54454 & s38_e146_RES49959,A,667,8.26,8,36.2,50,18,5.3,s38_e145_RES54454,1100,-37.4606,145.9008,138,37.1,59.3,1340,3.9,9.5,s38_e146_RES49959,433,-37.4158,146.0211,127,36.2,65.9,438,3.06,11.8,265,188
s38_e145_RES84829 & s38_e145_RES94944,A,449,7.8,6,54.3,50,18,14.0,s38_e145_RES84829,710,-37.7917,145.8856,254,54.3,43.0,2305,3.45,15.7,s38_e145_RES94944,261,-37.8978,145.9625,333,55.7,18.8,755,0.42,131.8,587,85
s17_e127_RES20672 & s17_e127_RES18749,A,214,1.9,11,111.3,50,18,23.9,s17_e127_RES20672,464,-16.6111,127.9067,690,112.8,39.4,4183,3.11,36.3,s17_e127_RES18749,250,-16.5494,127.9333,753,111.3,34.6,844,1.58,70.3,1443,34
s38_e147_RES25685 & s38_e147_RES24383,A,459,3.82,12,52.2,50,18,10.7,s38_e147_RES25685,1160,-37.1756,147.4844,245,52.2,56.2,1005,2.93,17.8,s38_e147_RES24383,701,-37.1681,147.5647,366,52.6,38.4,1492,1.96,26.8,611,81
s38_e147_RES31068 & s38_e147_RES16636,A,730,11.53,6,32.9,50,18,18.7,s38_e147_RES31068,1130,-37.2008,147.9478,170,33.3,47.0,468,1.3,25.6,s38_e147_RES16636,400,-37.1228,147.7969,244,32.9,33.2,234,0.47,69.8,414,120
s38_e147_RES38899 & s38_e147_RES53518,A,791,4.15,19,30.2,50,18,3.6,s38_e147_RES38899,1171,-37.2339,147.2244,119,30.2,76.0,1059,3.96,7.6,s38_e147_RES53518,380,-37.2894,147.2758,112,31.3,66.0,616,4.6,6.8,231,216
s38_e147_RES57642 & s38_e147_RES77227,A,601,8.23,7,40.0,50,18,9.4,s38_e147_RES57642,901,-37.3069,147.4642,190,40.7,47.7,831,2.49,16.3,s38_e147_RES77227,300,-37.3925,147.4083,172,40.0,54.7,358,1.79,22.3,362,138
s38_e147_RES19613 & s38_e148_RES16818,A,738,10.24,7,32.8,50,18,7.7,s38_e147_RES19613,1170,-37.1422,147.9842,167,32.8,45.6,2004,2.95,11.1,s38_e148_RES16818,432,-37.2033,148.1056,168,33.5,49.4,326,1.35,24.8,335,149
s38_e147_RES50343 & s38_e147_RES56385,A,762,3.18,24,31.5,50,18,3.1,s38_e147_RES50343,1194,-37.2775,147.1919,116,31.5,59.9,4139,6.57,4.8,s38_e147_RES56385,432,-37.3008,147.1344,99,32.3,72.4,536,3.76,8.6,215,232
s38_e147_RES64095 & s38_e147_RES86301,A,702,9.9,7,34.4,50,18,6.7,s38_e147_RES64095,953,-37.3347,147.4997,158,34.4,58.2,1029,3.63,9.5,s38_e147_RES86301,251,-37.4358,147.4017,206,34.6,37.9,596,1.49,23.2,364,137
s38_e147_RES40762 & s38_e147_RES66825,A,770,8.27,9,31.0,50,18,5.3,s38_e147_RES40762,1151,-37.2408,147.3817,133,31.0,60.6,2112,3.82,8.1,s38_e147_RES66825,381,-37.3464,147.3808,173,31.3,45.4,584,2.08,15.1,306,163
s38_e147_RES98707 & s38_e146_RES78016,A,710,5.28,13,33.7,50,18,3.8,s38_e147_RES98707,1191,-37.5017,147.0122,104,33.8,77.4,682,4.88,6.9,s38_e146_RES78016,481,-37.5789,146.9922,132,33.7,61.5,633,3.92,8.6,236,211
s38_e147_RES44494 & s38_e147_RES65967,A,794,11.57,7,29.8,50,18,5.2,s38_e147_RES44494,1105,-37.2547,147.4028,93,29.8,83.9,535,4.6,6.5,s38_e147_RES65967,311,-37.3431,147.3025,140,31.5,37.7,449,1.14,27.5,233,214
s22_e149_RES18923 & s22_e149_RES17925,A,420,7.06,6,57.4,50,18,14.5,s22_e149_RES18923,460,-21.9042,149.2675,418,57.4,39.1,2598,3.16,18.2,s22_e149_RES17925,40,-21.8831,149.3683,437,59.0,29.7,1962,0.81,72.5,855,58
s25_e151_RES27893 & s25_e151_RES21082,A,409,6.01,7,59.6,50,18,14.2,s25_e151_RES27893,600,-24.5878,151.1697,441,60.6,29.3,3865,1.69,35.8,s25_e151_RES21082,191,-24.4833,151.2311,392,59.6,39.2,1435,2.53,23.5,833,60
s33_e149_RES58948 & s33_e149_RES52262,A,267,3.41,8,89.8,50,18,27.1,s33_e149_RES58948,800,-32.7897,149.7081,390,89.8,56.3,1266,3.01,29.8,s33_e149_RES52262,533,-32.7275,149.7742,1854,90.5,17.3,1011,0.31,295.9,2244,22
s33_e149_RES81138 & s34_e149_RES9639,A,388,4.6,8,62.2,50,18,10.5,s33_e149_RES81138,840,-32.9828,149.5653,345,62.2,39.4,2857,4.64,13.4,s34_e149_RES9639,452,-33.0633,149.4594,317,63.5,46.6,289,1.3,49.0,662,75
s32_e152_RES40014 & s32_e152_RES46848,A,398,3.64,11,61.5,50,18,25.7,s32_e152_RES40014,518,-31.6111,152.2925,475,63.1,21.6,484,0.5,127.4,s32_e152_RES46848,120,-31.6939,152.2817,374,61.5,36.3,1067,1.91,32.3,849,58
s32_e152_RES38793 & s32_e152_RES33301,A,442,2.87,15,54.0,50,18,11.5,s32_e152_RES38793,592,-31.5967,152.4244,264,54.0,51.2,904,2.13,25.3,s32_e152_RES33301,150,-31.5461,152.39,238,54.3,55.1,487,2.57,21.1,502,99
s32_e152_RES8554 & s32_e152_RES17736,A,692,9.49,7,34.7,50,18,6.6,s32_e152_RES8554,892,-31.2408,152.1142,143,34.7,70.9,806,4.72,7.3,s32_e152_RES17736,200,-31.3414,152.2108,215,36.0,33.7,295,0.59,60.9,358,139
s32_e152_RES40661 & s32_e152_RES50682,A,570,7.74,7,40.4,50,18,7.8,s32_e152_RES40661,600,-31.6192,152.4247,214,42.9,41.4,1518,4.08,10.5,s32_e152_RES50682,30,-31.7492,152.4692,571,40.4,15.2,2631,1.37,29.5,785,63
s31_e152_RES30174 & s31_e152_RES31420,A,714,6.33,11,34.0,50,18,16.3,s31_e152_RES30174,734,-30.3964,152.7175,234,34.0,35.0,2597,1.37,24.7,s31_e152_RES31420,20,-30.4183,152.8464,421,34.9,17.1,916,0.73,47.7,655,76
s31_e152_RES27867 & s31_e152_RES32083,A,689,7.28,9,34.1,50,18,12.0,s31_e152_RES27867,750,-30.3667,152.7197,456,34.1,19.1,3189,1.35,25.2,s31_e152_RES32083,61,-30.4328,152.7631,209,36.4,39.5,620,1.6,22.7,665,75
s31_e152_RES61179 & s31_e152_RES57640,A,772,8.74,9,31.0,50,18,8.6,s31_e152_RES61179,873,-30.8308,152.2425,205,31.6,41.4,3205,3.34,9.5,s31_e152_RES57640,101,-30.7856,152.3733,416,31.0,12.7,1351,0.35,89.6,621,80
s31_e152_RES7017 & s31_e152_RES1903,A,580,7.82,7,42.5,50,18,11.1,s31_e152_RES7017,1122,-30.0881,152.0414,459,42.8,21.0,2780,0.92,46.8,s31_e152_RES1903,542,-30.0228,152.1356,165,42.5,69.8,457,2.93,14.5,624,80
s31_e152_RES20938 & s31_e152_RES31269,A,497,7.31,7,48.4,50,18,17.8,s31_e152_RES20938,530,-30.2914,152.8797,361,48.4,29.3,2502,2.14,22.6,s31_e152_RES31269,33,-30.4147,152.9192,386,48.9,16.1,1722,0.59,83.3,747,66
s31_e152_RES25178 & s31_e152_RES31608,A,663,4.95,13,37.0,50,18,4.3,s31_e152_RES25178,775,-30.3386,152.6117,200,37.7,33.5,318,0.76,49.3,s31_e152_RES31608,112,-30.4231,152.6394,95,37.0,81.6,1067,7.91,4.7,295,169
s31_e152_RES44868 & s31_e152_RES54761,A,722,8.63,8,33.3,50,18,4.8,s31_e152_RES44868,862,-30.6417,152.1431,100,33.3,73.2,1250,6.22,5.3,s31_e152_RES54761,140,-30.7522,152.1894,243,34.4,33.5,375,0.67,51.6,343,145
s31_e152_RES22806 & s31_e152_RES29260,A,752,10.42,7,31.5,50,18,5.6,s31_e152_RES22806,793,-30.3144,152.7864,145,31.5,44.1,4299,4.3,7.3,s31_e152_RES29260,41,-30.3842,152.8872,225,32.5,21.1,1766,1.37,23.8,370,135
s31_e152_RES29699 & s31_e152_RES35843,A,698,11.63,6,34.1,50,18,7.5,s31_e152_RES29699,770,-30.3906,152.6864,162,34.1,36.5,2385,3.78,9.0,s31_e152_RES35843,72,-30.5067,152.7708,265,36.0,23.5,659,0.79,45.5,427,117
s31_e152_RES25561 & s31_e152_RES34056,A,674,13.28,5,35.2,50,18,11.3,s31_e152_RES25561,694,-30.3425,152.7433,225,35.2,41.7,2719,2.22,15.8,s31_e152_RES34056,20,-30.4731,152.8689,322,36.7,26.0,1036,0.93,39.6,547,91
s31_e151_RES65669 & s31_e151_RES60419,A,621,4.93,13,38.2,50,18,10.3,s31_e151_RES65669,1011,-30.8303,151.7894,520,38.2,19.6,1187,0.46,83.7,s31_e151_RES60419,390,-30.7744,151.8544,126,39.3,72.1,384,3.34,11.8,646,77
s31_e151_RES77238 & s31_e151_RES73185,A,790,4.21,19,30.4,50,18,5.2,s31_e151_RES77238,1090,-30.9553,151.8794,158,30.4,41.5,1826,2.59,11.7,s31_e151_RES73185,300,-30.9153,151.95,120,30.6,63.1,481,3.22,9.5,278,179
s31_e151_RES55173 & s31_e151_RES59889,A,729,5.67,13,33.0,50,18,5.8,s31_e151_RES55173,1050,-30.7175,151.8189,237,33.0,31.0,4001,2.6,12.7,s31_e151_RES59889,321,-30.7692,151.8958,125,33.7,66.2,503,3.14,10.7,362,138
s31_e151_RES43033 & s31_e151_RES46107,A,470,3.15,15,51.6,50,18,8.1,s31_e151_RES43033,960,-30.5644,151.9503,333,51.9,40.5,1482,2.16,24.1,s31_e151_RES46107,490,-30.5997,151.9128,154,51.6,80.7,500,4.2,12.3,487,102
s31_e151_RES41248 & s31_e151_RES49046,A,538,6.83,8,43.2,50,18,7.2,s31_e151_RES41248,950,-30.54,151.8906,393,43.2,32.2,1265,1.37,31.5,s31_e151_RES49046,412,-30.6336,151.9006,123,45.6,78.0,543,4.88,9.3,516,96
s30_e151_RES11244 & s30_e151_RES14644,A,551,8.03,7,43.2,50,18,13.8,s30_e151_RES11244,1011,-29.1175,151.9158,205,43.4,44.9,501,2.08,20.9,s30_e151_RES14644,460,-29.1478,151.8178,393,43.2,26.5,790,1.06,40.9,598,83
s30_e151_RES11957 & s30_e151_RES18164,A,567,6.95,8,41.3,50,18,7.9,s30_e151_RES11957,1060,-29.125,151.9267,276,41.3,35.9,3574,3.89,10.6,s30_e151_RES18164,493,-29.1831,151.8753,270,42.8,40.6,524,1.35,31.8,546,91
s30_e151_RES3521 & s30_e151_RES4680,A,280,4.17,7,83.5,50,18,22.7,s30_e151_RES3521,690,-29.0431,151.7803,779,85.1,26.1,1666,2.07,41.1,s30_e151_RES4680,410,-29.0547,151.7006,741,83.5,23.7,1404,1.64,51.0,1520,32
s24_e150_RES26920 & s24_e150_RES20922,A,420,7.41,6,56.3,50,18,17.5,s24_e150_RES26920,440,-23.8042,150.5672,361,56.3,55.0,1470,2.25,25.0,s24_e150_RES20922,20,-23.6931,150.6267,1329,60.0,10.6,5078,1.04,57.7,1690,29
s37_e147_RES75661 & s37_e147_RES69201,A,653,4.03,16,37.5,50,18,6.4,s37_e147_RES75661,1183,-36.4922,147.8811,159,37.9,50.2,1809,2.94,12.9,s37_e147_RES69201,530,-36.4642,147.8314,143,37.5,61.0,539,3.0,12.5,302,165
s37_e147_RES31811 & s37_e147_RES35537,A,631,5.23,12,37.4,50,18,5.1,s37_e147_RES31811,892,-36.2594,147.4775,199,38.5,40.7,3946,5.0,7.7,s37_e147_RES35537,261,-36.2811,147.3925,228,37.4,37.1,892,2.46,15.2,427,117
s37_e147_RES26440 & s37_e147_RES21937,A,460,6.24,7,51.2,50,18,8.6,s37_e147_RES26440,720,-36.2281,147.4594,242,52.7,50.1,909,3.53,14.9,s37_e147_RES21937,260,-36.19,147.375,296,51.2,45.5,737,2.54,20.2,538,92
s19_e146_RES3428 & s19_e145_RES21152,A,659,10.14,6,35.6,50,18,7.5,s19_e146_RES3428,720,-18.9133,146.0003,273,35.6,32.6,3760,3.62,9.8,s19_e145_RES21152,61,-18.7661,145.9478,479,37.7,19.9,1442,1.16,32.4,752,66
s19_e146_RES3573 & s19_e146_RES1974,A,660,11.91,6,34.9,50,18,8.4,s19_e146_RES3573,690,-18.9297,146.0442,259,37.1,39.8,1867,2.52,14.7,s19_e146_RES1974,30,-18.7903,146.1072,588,34.9,12.8,4566,1.77,19.7,847,59
s19_e145_RES23972 & s19_e145_RES21152,A,580,5.55,10,41.3,50,18,11.9,s19_e145_RES23972,641,-18.8142,145.8906,363,41.3,35.2,4435,2.16,19.1,s19_e145_RES21152,61,-18.7661,145.9478,518,41.6,20.7,1533,1.31,31.8,881,56
