Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s32_e151_RES91424 & s32_e151_RES101766,B,658,4.08,16,36.4,50,18,2.5,s32_e151_RES91424,1280,-31.6775,151.2539,116,36.5,60.9,6785,12.32,3.0,s32_e151_RES101766,622,-31.7425,151.2525,219,36.4,42.0,659,2.2,16.6,335,149
s32_e151_RES56711 & s32_e151_RES46094,B,673,11.78,6,34.8,50,18,3.6,s32_e151_RES56711,1203,-31.4675,151.2175,133,35.6,82.4,3318,8.11,4.4,s32_e151_RES46094,530,-31.3931,151.1197,286,34.8,38.4,879,1.82,19.1,419,119
s32_e151_RES92985 & s32_e151_RES105788,B,660,5.93,11,35.5,50,18,2.5,s32_e151_RES92985,1220,-31.6875,151.2619,105,36.4,84.9,3626,11.59,3.1,s32_e151_RES105788,560,-31.7656,151.2942,238,35.5,34.5,1295,2.92,12.1,343,145
s32_e151_RES58919 & s32_e151_RES57513,B,563,8.24,7,40.8,50,18,3.6,s32_e151_RES58919,1163,-31.4833,151.2117,154,42.7,53.2,3192,9.25,4.6,s32_e151_RES57513,600,-31.4731,151.1169,360,40.8,25.5,1724,2.49,16.4,514,97
s32_e151_RES122594 & s32_e151_RES127431,B,796,13.41,6,29.6,50,18,3.0,s32_e151_RES122594,1236,-31.8581,151.4406,78,30.4,52.9,2536,7.68,4.0,s32_e151_RES127431,440,-31.8889,151.2719,251,29.6,27.4,1958,2.29,12.9,329,151
s32_e151_RES112250 & s32_e151_RES99664,B,770,15.22,5,30.7,50,18,3.4,s32_e151_RES112250,1120,-31.8017,151.4778,125,31.1,72.4,1793,7.8,4.0,s32_e151_RES99664,350,-31.73,151.6522,215,30.7,37.9,590,1.43,21.5,340,147
s32_e151_RES66675 & s32_e151_RES71744,B,599,8.29,7,39.7,50,18,3.3,s32_e151_RES66675,900,-31.5303,151.7758,152,39.7,58.8,3745,8.78,4.5,s32_e151_RES71744,301,-31.5614,151.8694,140,40.7,72.1,461,3.29,12.4,292,171
s20_e143_RES36562 & s20_e143_RES36468,B,220,1.69,13,106.6,50,18,17.9,s20_e143_RES36562,700,-19.8872,143.6625,2414,108.9,8.7,10711,1.2,90.9,s20_e143_RES36468,480,-19.8847,143.5908,934,106.6,36.4,3073,4.77,22.4,3348,14
s20_e143_RES29109 & s20_e143_RES28502,B,182,2.23,8,133.4,50,18,18.4,s20_e143_RES29109,615,-19.7242,143.5422,962,133.4,41.4,3405,1.79,74.5,s20_e143_RES28502,433,-19.7133,143.4619,399,135.8,60.9,659,5.54,24.5,1361,36
s20_e143_RES32820 & s20_e143_RES35077,B,250,4.09,6,96.5,50,18,12.7,s20_e143_RES32820,690,-19.8067,143.5172,1125,98.9,11.9,15752,4.2,23.5,s20_e143_RES35077,440,-19.8475,143.4594,390,96.5,43.6,913,3.48,27.7,1515,33
s23_e149_RES4548 & s23_e149_RES8459,B,301,4.44,7,79.0,50,18,10.9,s23_e149_RES4548,351,-22.0961,149.3772,421,79.0,45.3,1247,2.68,29.5,s23_e149_RES8459,50,-22.1733,149.4114,614,79.2,25.8,3635,4.55,17.4,1035,48
s23_e149_RES13927 & s23_e149_RES14188,B,360,4.3,8,67.3,50,18,7.8,s23_e149_RES13927,390,-22.3203,149.3211,540,67.8,26.8,8958,3.27,20.7,s23_e149_RES14188,30,-22.3314,149.4136,763,67.3,18.5,11906,5.38,12.5,1303,38
s23_e149_RES18897 & s23_e149_RES16751,B,440,8.57,5,54.7,50,18,5.9,s23_e149_RES18897,450,-22.4731,149.3683,288,54.7,60.3,2720,6.29,8.7,s23_e149_RES16751,10,-22.4158,149.4894,870,55.2,14.5,13325,2.96,18.6,1158,43
s42_e148_RES18198 & s42_e147_RES69219,B,481,6.72,7,50.6,50,18,5.7,s42_e148_RES18198,711,-41.6567,148.0494,173,50.6,89.1,1712,8.84,5.7,s42_e147_RES69219,230,-41.63,147.9578,1141,52.9,6.9,239,0.04,1408.0,1314,38
s42_e148_RES6775 & s42_e148_RES4972,B,491,4.9,10,48.5,50,18,5.5,s42_e148_RES6775,602,-41.3447,148.0261,169,48.5,67.0,3753,8.57,5.7,s42_e148_RES4972,111,-41.2786,148.0556,554,48.9,15.3,572,0.19,252.5,723,69
s27_e152_RES47274 & s27_e152_RES43024,B,250,1.27,20,96.8,50,18,12.1,s27_e152_RES47274,430,-26.7714,152.8283,487,96.8,42.0,3983,5.3,18.3,s27_e152_RES43024,180,-26.7258,152.7714,397,100.0,60.3,1125,2.8,35.7,884,56
s27_e152_RES60713 & s27_e152_RES63898,B,251,1.94,13,97.9,50,18,11.9,s27_e152_RES60713,401,-26.9303,152.1225,579,98.0,49.1,2422,5.78,17.0,s27_e152_RES63898,150,-26.9806,152.1892,431,97.9,50.0,631,2.48,39.5,1010,49
s27_e152_RES35568 & s27_e152_RES28019,B,381,6.14,6,63.5,50,18,7.4,s27_e152_RES35568,541,-26.6433,152.4881,371,64.4,31.5,5781,2.43,26.5,s27_e152_RES28019,160,-26.5531,152.5106,198,63.5,68.2,1381,6.14,10.3,569,87
s27_e152_RES28043 & s27_e152_RES23604,B,280,5.55,5,85.4,50,18,13.3,s27_e152_RES28043,430,-26.5533,152.4411,819,85.4,27.0,744,0.6,143.2,s27_e152_RES23604,150,-26.4992,152.5128,400,86.9,50.4,1336,5.92,14.7,1219,41
s27_e152_RES23036 & s27_e152_RES22997,B,241,1.71,14,99.4,50,18,9.6,s27_e152_RES23036,443,-26.4922,152.4342,414,99.4,75.3,2355,5.49,18.1,s27_e152_RES22997,202,-26.4917,152.4742,304,99.5,76.4,806,4.84,20.6,718,69
s27_e152_RES43923 & s27_e152_RES47886,B,221,2.43,9,108.1,50,18,11.9,s27_e152_RES43923,351,-26.7364,152.2928,406,108.1,85.6,2737,7.4,14.6,s27_e152_RES47886,130,-26.7781,152.2683,733,108.7,35.5,729,1.69,64.2,1139,43
s27_e152_RES23949 & s27_e152_RES19362,B,400,7.73,5,60.3,50,18,6.7,s27_e152_RES23949,550,-26.5044,152.3853,357,60.4,52.1,2684,5.42,11.1,s27_e152_RES19362,150,-26.4414,152.5047,376,60.3,38.4,2002,3.63,16.6,733,68
s34_e149_RES88081 & s34_e149_RES97510,B,350,6.56,5,68.7,50,18,15.2,s34_e149_RES88081,851,-33.8389,149.3494,391,68.7,40.9,1048,1.58,43.4,s34_e149_RES97510,501,-33.9308,149.2922,279,69.3,66.8,529,2.96,23.4,670,74
s34_e149_RES22480 & s34_e149_RES14404,B,310,4.79,6,77.5,50,18,14.9,s34_e149_RES22480,901,-33.1519,149.7072,510,77.5,44.0,2495,3.4,22.8,s34_e149_RES14404,591,-33.0925,149.7108,485,78.7,40.7,593,1.84,42.7,995,50
s34_e149_RES19332 & s34_e149_RES11194,B,352,4.99,7,68.2,50,18,8.9,s34_e149_RES19332,882,-33.1281,149.6736,386,68.2,47.1,4212,6.87,9.9,s34_e149_RES11194,530,-33.0725,149.5956,438,69.1,44.0,211,0.83,83.5,824,60
s34_e149_RES93795 & s34_e149_RES100038,B,389,7.34,5,61.2,50,18,8.7,s34_e149_RES93795,820,-33.8958,149.4244,225,61.2,63.0,1330,6.6,9.3,s34_e149_RES100038,431,-33.9522,149.3075,526,62.2,23.9,401,0.47,132.3,751,66
s34_e149_RES17233 & s34_e149_RES11570,B,262,3.24,8,92.4,50,18,9.2,s34_e149_RES17233,672,-33.1119,149.4625,341,92.4,99.9,2624,8.86,10.4,s34_e149_RES11570,410,-33.0753,149.3389,472,93.9,38.9,289,1.17,80.3,813,61
s34_e149_RES4473 & s34_e149_RES677,B,442,8.45,5,53.9,50,18,6.2,s34_e149_RES4473,1012,-33.0314,149.8428,262,53.9,52.4,2823,7.58,7.1,s34_e149_RES677,570,-33.0047,149.9717,297,56.1,50.0,273,1.1,50.8,559,89
s34_e149_RES81878 & s34_e149_RES88833,B,320,6.36,5,75.0,50,18,9.1,s34_e149_RES81878,760,-33.7769,149.0547,382,75.8,41.0,1366,2.89,26.2,s34_e149_RES88833,440,-33.8475,149.1331,251,75.0,78.1,714,5.35,14.0,633,78
s34_e149_RES26318 & s34_e149_RES20653,B,210,3.73,6,110.3,50,18,14.7,s34_e149_RES26318,820,-33.1817,149.0861,1062,110.3,34.6,2933,2.12,52.0,s34_e149_RES20653,610,-33.1381,149.0167,673,111.0,43.7,3052,5.44,20.4,1735,28
s18_e145_RES19411 & s18_e144_RES24802,B,131,1.64,8,179.0,50,18,34.1,s18_e145_RES19411,611,-17.3744,145.0056,961,183.7,48.7,759,2.4,76.4,s18_e144_RES24802,480,-17.3617,144.9581,1291,179.0,37.0,3487,2.91,61.5,2252,22
s18_e145_RES16465 & s18_e145_RES10941,B,300,5.12,6,80.2,50,18,9.7,s18_e145_RES16465,840,-17.3233,145.3517,363,80.2,60.8,1740,4.37,18.3,s18_e145_RES10941,540,-17.2358,145.3072,531,81.4,31.8,2931,3.96,20.5,894,55
s38_e146_RES83565 & s38_e146_RES74757,B,534,5.87,9,45.5,50,18,4.8,s38_e146_RES83565,1104,-37.6086,146.1458,167,46.9,58.1,1009,4.85,9.7,s38_e146_RES74757,570,-37.5619,146.0675,138,45.5,77.6,579,4.69,9.7,305,163
s38_e146_RES130834 & s38_e146_RES142262,B,791,10.03,8,31.0,50,18,3.1,s38_e146_RES130834,1011,-37.8744,146.2906,74,31.0,99.7,793,8.76,3.5,s38_e146_RES142262,220,-37.9647,146.1964,162,31.4,41.9,349,1.18,26.7,236,211
s38_e146_RES110929 & s38_e146_RES99750,B,627,4.84,13,38.9,50,18,3.5,s38_e146_RES110929,1100,-37.7639,146.2572,131,38.9,62.3,2205,8.66,4.5,s38_e146_RES99750,473,-37.7033,146.2947,178,39.4,54.8,529,2.57,15.3,309,161
s38_e146_RES118050 & s38_e146_RES140570,B,751,13.92,5,32.5,50,18,4.6,s38_e146_RES118050,961,-37.8014,146.1422,120,32.5,65.3,2440,6.31,5.1,s38_e146_RES140570,210,-37.9472,146.02,213,32.5,22.7,643,0.72,45.2,333,150
s38_e146_RES13284 & s38_e146_RES12741,B,791,11.87,7,30.5,50,18,3.2,s38_e146_RES13284,1261,-37.1128,146.4639,96,30.8,79.3,1227,7.42,4.1,s38_e146_RES12741,470,-37.1094,146.2969,159,30.5,47.1,630,2.12,14.4,255,196
s38_e146_RES88361 & s38_e146_RES72761,B,793,9.77,8,30.9,50,18,2.6,s38_e146_RES88361,1135,-37.6333,146.4744,68,30.9,93.0,1625,9.86,3.1,s38_e146_RES72761,342,-37.5497,146.5414,122,30.9,57.3,837,1.79,17.2,190,263
s38_e146_RES95177 & s38_e146_RES98814,B,661,12.28,5,36.9,50,18,4.2,s38_e146_RES95177,831,-37.6744,146.4747,82,36.9,93.1,689,8.53,4.3,s38_e146_RES98814,170,-37.6967,146.6439,387,37.9,14.2,675,0.25,151.2,469,106
s38_e146_RES119446 & s38_e146_RES140335,B,699,13.33,5,34.1,50,18,4.9,s38_e146_RES119446,982,-37.8097,146.3347,91,34.1,78.2,956,5.99,5.7,s38_e146_RES140335,283,-37.9447,146.3189,224,35.8,34.2,528,1.03,34.8,315,158
s38_e146_RES75586 & s38_e146_RES70519,B,800,4.51,18,30.2,50,18,1.9,s38_e146_RES75586,1160,-37.5658,146.5072,76,30.2,85.4,2726,12.31,2.5,s38_e146_RES70519,360,-37.5375,146.5519,140,30.6,60.0,615,3.71,8.2,216,231
s38_e146_RES89164 & s38_e146_RES68493,B,629,9.43,7,38.2,50,18,4.1,s38_e146_RES89164,1131,-37.6378,146.1247,169,39.1,58.4,5469,5.88,6.7,s38_e146_RES68493,502,-37.5264,146.0589,153,38.2,61.9,551,3.61,10.6,322,155
s38_e146_RES92342 & s38_e146_RES88411,B,789,6.92,11,30.5,50,18,2.0,s38_e146_RES92342,1132,-37.6553,146.4819,87,31.1,99.6,1410,9.98,3.1,s38_e146_RES88411,343,-37.6336,146.57,80,30.5,83.4,546,5.16,5.9,167,299
s38_e146_RES79504 & s38_e146_RES82593,B,650,11.8,6,36.5,50,18,4.4,s38_e146_RES79504,860,-37.5878,146.4611,89,36.5,91.8,631,6.24,5.9,s38_e146_RES82593,210,-37.6031,146.6325,275,37.4,35.6,1539,2.03,18.5,364,137
s38_e146_RES110758 & s38_e146_RES93719,B,799,10.89,7,30.2,50,18,2.4,s38_e146_RES110758,1001,-37.7631,146.5394,92,30.2,70.7,3464,10.42,2.9,s38_e146_RES93719,202,-37.665,146.6289,133,30.6,45.6,442,2.04,15.0,225,222
s38_e146_RES119261 & s38_e146_RES141032,B,670,11.64,6,35.7,50,18,3.6,s38_e146_RES119261,920,-37.8089,146.0994,116,35.7,66.2,2318,8.67,4.1,s38_e146_RES141032,250,-37.9517,146.1503,190,36.6,47.9,427,1.28,28.5,306,163
s38_e146_RES113057 & s38_e146_RES136346,B,700,11.63,6,34.9,50,18,3.9,s38_e146_RES113057,1011,-37.775,146.1642,192,34.9,68.0,2031,5.83,6.0,s38_e146_RES136346,311,-37.9128,146.1325,141,35.1,49.8,630,3.06,11.5,333,150
s38_e146_RES125948 & s38_e146_RES128341,B,327,2.94,11,72.7,50,18,5.7,s38_e146_RES125948,430,-37.8464,146.6294,249,72.7,75.4,960,5.09,14.3,s38_e146_RES128341,103,-37.8592,146.7022,243,73.5,72.8,1066,7.77,9.5,492,101
s42_e146_RES47759 & s42_e146_RES50906,B,490,7.99,6,46.9,50,18,4.6,s42_e146_RES47759,690,-41.6517,146.7781,164,50.0,60.4,3475,10.81,4.6,s42_e146_RES50906,200,-41.6786,146.9281,951,46.9,7.6,462,0.08,582.9,1115,44
s37_e146_RES8520 & s37_e146_RES6493,B,510,4.37,12,47.1,50,18,4.2,s37_e146_RES8520,690,-36.2558,146.8408,161,47.1,53.3,4466,9.57,4.9,s37_e146_RES6493,180,-36.2242,146.9617,614,47.3,17.8,3700,1.78,26.5,775,64
s37_e146_RES76532 & s37_e146_RES88899,B,462,8.22,6,51.4,50,18,6.1,s37_e146_RES76532,842,-36.8806,146.2258,263,51.7,53.6,2223,5.19,10.0,s37_e146_RES88899,380,-36.9597,146.1331,270,51.4,45.9,987,3.27,15.7,533,93
s37_e146_RES73333 & s37_e146_RES53551,B,520,9.76,5,46.6,50,18,6.1,s37_e146_RES73333,770,-36.8625,146.1961,237,46.6,43.4,2445,3.39,13.8,s37_e146_RES53551,250,-36.7581,146.1181,284,47.1,37.3,1798,4.31,10.9,521,95
s16_e144_RES34349 & s16_e144_RES26769,B,380,5.58,7,62.7,50,18,11.4,s16_e144_RES34349,540,-15.8708,144.6289,341,62.7,43.1,851,2.89,21.7,s16_e144_RES26769,160,-15.7997,144.6925,919,63.0,18.0,4896,2.6,24.2,1260,39
s16_e144_RES37301 & s16_e144_RES30834,B,360,5.67,6,67.0,50,18,9.8,s16_e144_RES37301,540,-15.9006,144.6483,387,67.0,39.7,1760,4.39,15.3,s16_e144_RES30834,180,-15.8386,144.7303,899,67.8,18.3,3870,2.48,27.4,1286,38
s16_e144_RES43428 & s16_e144_RES38918,B,221,1.97,11,104.5,50,18,10.3,s16_e144_RES43428,451,-15.9872,144.7881,840,104.5,34.9,2482,3.2,32.6,s16_e144_RES38918,230,-15.9225,144.7981,811,106.4,32.2,4679,7.1,15.0,1651,30
s30_e152_RES5791 & s30_e152_RES4693,B,770,7.81,10,30.6,50,18,3.5,s30_e152_RES5791,1000,-29.0636,152.2736,156,30.6,43.2,2773,6.87,4.5,s30_e152_RES4693,230,-29.0489,152.3642,173,31.2,42.9,1114,2.05,15.3,329,151
s30_e152_RES48344 & s30_e152_RES51101,B,611,10.28,6,39.1,50,18,5.9,s30_e152_RES48344,1031,-29.6417,152.0431,392,39.7,19.7,1225,0.58,68.6,s30_e152_RES51101,420,-29.7169,152.1453,134,39.1,66.5,1466,6.07,6.4,526,95
s30_e152_RES9022 & s30_e152_RES8123,B,500,8.65,6,48.8,50,18,7.5,s30_e152_RES9022,920,-29.1003,152.1217,249,48.8,40.5,1003,2.55,19.2,s30_e152_RES8123,420,-29.0911,152.2308,262,48.9,46.3,1631,3.93,12.4,511,97
s30_e152_RES16074 & s30_e152_RES17285,B,592,11.03,5,40.1,50,18,5.8,s30_e152_RES16074,982,-29.1678,152.0889,268,40.1,37.8,833,2.43,16.5,s30_e152_RES17285,390,-29.1817,152.2164,194,40.5,46.4,1927,4.48,9.0,462,108
s30_e152_RES15495 & s30_e152_RES15705,B,572,6.51,9,42.1,50,18,3.7,s30_e152_RES15495,842,-29.1628,152.2822,116,42.1,94.6,2090,9.93,4.2,s30_e152_RES15705,270,-29.1647,152.3556,218,42.6,43.7,405,1.33,32.0,334,149
s30_e152_RES48078 & s30_e152_RES50752,B,792,12.46,6,29.4,50,18,3.1,s30_e152_RES48078,1062,-29.6356,152.1406,84,30.4,77.7,2193,8.93,3.4,s30_e152_RES50752,270,-29.71,152.2656,335,29.4,17.6,1411,0.91,32.2,419,119
s30_e152_RES7001 & s30_e152_RES2637,B,718,8.94,8,33.6,50,18,2.9,s30_e152_RES7001,1000,-29.0775,152.2689,138,33.6,50.5,4019,9.72,3.5,s30_e152_RES2637,282,-29.0258,152.35,229,33.7,45.3,733,1.73,19.4,367,136
s30_e152_RES37820 & s30_e152_RES40704,B,398,7.18,6,60.3,50,18,7.2,s30_e152_RES37820,420,-29.4722,152.5544,194,60.3,76.9,1602,8.24,7.3,s30_e152_RES40704,22,-29.5106,152.6847,873,68.4,10.3,631,0.11,629.4,1067,46
s30_e152_RES7601 & s30_e152_RES6547,B,540,6.47,8,44.3,50,18,3.6,s30_e152_RES7601,690,-29.0844,152.4267,180,44.3,52.2,4308,9.25,4.8,s30_e152_RES6547,150,-29.0717,152.5217,203,44.6,43.9,1250,3.19,14.0,383,130
s30_e152_RES41339 & s30_e152_RES43257,B,190,1.18,16,125.8,50,18,11.6,s30_e152_RES41339,240,-29.5203,152.5872,806,125.8,37.5,2457,1.74,72.5,s30_e152_RES43257,50,-29.5469,152.6325,612,127.6,70.2,3540,9.2,13.9,1418,35
s30_e152_RES59230 & s30_e152_RES53907,B,573,6.36,9,41.9,50,18,3.2,s30_e152_RES59230,874,-29.8039,152.1544,138,41.9,54.0,3661,11.25,3.7,s30_e152_RES53907,301,-29.7539,152.2531,316,42.6,28.7,1495,2.09,20.4,454,110
s43_e145_RES5072 & s43_e145_RES6789,B,239,2.79,9,102.7,50,18,19.6,s43_e145_RES5072,302,-42.1417,145.6164,241,102.7,73.0,1343,4.22,24.3,s43_e145_RES6789,63,-42.1725,145.5111,533,103.0,45.1,277,1.02,101.1,774,64
s43_e146_RES61227 & s43_e146_RES52090,B,589,9.93,6,39.3,50,18,7.9,s43_e146_RES61227,640,-42.8367,146.8367,250,40.9,41.4,3764,3.83,10.7,s43_e146_RES52090,51,-42.7006,146.8675,304,39.3,34.9,1118,1.32,29.6,554,90
s43_e146_RES28647 & s43_e146_RES32215,B,199,2.82,7,120.6,50,18,22.3,s43_e146_RES28647,330,-42.3722,146.8372,338,120.9,85.3,1015,4.37,27.7,s43_e146_RES32215,131,-42.4231,146.7661,731,120.6,41.7,467,1.05,115.0,1069,46
s43_e146_RES65083 & s43_e146_RES68146,B,670,3.37,20,35.4,50,18,2.9,s43_e146_RES65083,751,-42.92,146.9183,148,35.7,60.5,3075,8.31,4.3,s43_e146_RES68146,81,-42.9769,146.9467,128,35.4,63.5,955,3.96,8.9,276,181
s43_e146_RES22433 & s43_e146_RES31958,B,461,9.05,5,53.5,50,18,9.3,s43_e146_RES22433,631,-42.3019,146.6592,420,53.8,43.0,3378,2.09,25.7,s43_e146_RES31958,170,-42.4194,146.6889,363,53.5,51.4,2301,3.65,14.7,783,63
s43_e146_RES63059 & s44_e146_RES131,B,588,10.26,6,40.4,50,18,5.0,s43_e146_RES63059,640,-42.8786,146.8008,173,40.4,52.2,2226,5.68,7.1,s44_e146_RES131,52,-43.0019,146.8367,277,41.6,32.7,964,2.48,16.8,450,111
s43_e146_RES14649 & s43_e146_RES13068,B,130,2.24,6,183.3,50,18,53.9,s43_e146_RES14649,840,-42.2169,146.6397,3800,183.3,5.0,353,0.04,4788.1,s43_e146_RES13068,710,-42.1983,146.5622,1112,188.4,47.1,1970,3.46,54.5,4912,10
s43_e146_RES4058 & s43_e146_RES12297,B,480,6.36,8,49.8,50,18,5.4,s43_e146_RES4058,910,-42.0803,146.7744,358,50.9,31.4,10658,3.99,12.7,s43_e146_RES12297,430,-42.1875,146.8003,118,49.8,98.4,351,5.26,9.5,476,105
s43_e146_RES39847 & s43_e146_RES42616,B,391,5.03,8,61.6,50,18,5.9,s43_e146_RES39847,761,-42.5192,146.5056,192,61.6,59.2,3047,9.67,6.4,s43_e146_RES42616,370,-42.5511,146.4367,811,62.3,12.2,4833,0.7,89.3,1003,49
s43_e146_RES20032 & s43_e146_RES29698,B,449,7.71,6,53.2,50,18,6.7,s43_e146_RES20032,630,-42.2739,146.7033,268,53.2,46.4,3110,5.78,9.2,s43_e146_RES29698,181,-42.3864,146.8153,223,53.8,54.4,405,2.22,24.3,491,101
s43_e146_RES26583 & s43_e146_RES32430,B,331,6.35,5,72.2,50,18,10.4,s43_e146_RES26583,541,-42.3494,146.5775,564,75.3,11.3,215,0.07,1048.0,s43_e146_RES32430,210,-42.4258,146.6389,259,72.2,67.7,1383,6.89,10.5,823,60
s43_e146_RES26087 & s43_e146_RES36027,B,654,8.28,8,36.3,50,18,2.9,s43_e146_RES26087,824,-42.3436,146.8647,114,36.3,54.3,6342,11.84,3.1,s43_e146_RES36027,170,-42.4731,146.8606,285,37.0,38.2,335,0.76,48.4,399,125
s43_e146_RES59623 & s43_e146_RES53826,B,560,5.19,11,42.6,50,18,3.0,s43_e146_RES59623,660,-42.8042,146.8286,135,42.7,54.1,4516,11.21,3.8,s43_e146_RES53826,100,-42.7283,146.8292,172,42.6,64.9,754,3.09,13.8,307,162
s21_e145_RES5554 & s21_e145_RES6832,B,339,5.68,6,69.7,50,18,9.7,s21_e145_RES5554,770,-20.1997,145.4492,497,69.7,32.6,3703,5.12,13.6,s21_e145_RES6832,431,-20.2211,145.5469,388,69.8,46.9,965,2.08,33.6,885,56
s21_e145_RES7639 & s21_e145_RES11151,B,310,4.6,7,75.3,50,18,10.2,s21_e145_RES7639,740,-20.2361,145.4136,701,75.3,27.2,3384,2.57,29.3,s21_e145_RES11151,430,-20.295,145.4944,577,75.4,33.4,4321,4.8,15.7,1278,39
s21_e145_RES9253 & s21_e145_RES13250,B,300,4.82,6,77.1,50,18,10.6,s21_e145_RES9253,730,-20.2619,145.3431,781,77.1,27.4,8674,3.06,25.2,s21_e145_RES13250,430,-20.3267,145.4194,725,78.8,31.5,5007,4.32,18.2,1506,33
s14_e143_RES3987 & s14_e143_RES2987,B,280,3.24,9,82.9,50,18,11.3,s14_e143_RES3987,320,-13.1822,143.3192,630,87.0,25.0,7684,5.08,17.1,s14_e143_RES2987,40,-13.1489,143.3969,1092,82.9,13.8,9045,2.49,33.2,1722,29
s31_e139_RES6847 & s31_e139_RES9503,B,430,2.54,17,55.5,50,18,5.7,s31_e139_RES6847,672,-30.1239,139.4053,218,55.5,58.3,2855,6.5,8.5,s31_e139_RES9503,242,-30.1672,139.4386,228,56.0,69.3,722,3.29,17.0,446,112
s31_e139_RES11249 & s31_e139_RES15189,B,361,6.95,5,66.7,50,18,8.4,s31_e139_RES11249,631,-30.1961,139.2806,278,66.7,50.0,2810,5.73,11.6,s31_e139_RES15189,270,-30.2728,139.3681,341,66.8,52.6,615,2.19,30.5,619,80
s31_e139_RES6220 & s31_e139_RES11153,B,349,4.38,8,68.1,50,18,6.2,s31_e139_RES6220,600,-30.1119,139.3572,352,68.1,53.1,3423,5.24,13.0,s31_e139_RES11153,251,-30.1944,139.4008,201,69.2,93.3,602,5.75,12.0,553,90
s19_e143_RES18419 & s19_e144_RES17255,B,171,1.65,10,137.0,50,18,15.5,s19_e143_RES18419,661,-18.6369,143.9775,764,140.0,39.3,4413,4.76,29.4,s19_e144_RES17255,490,-18.6353,144.0289,962,137.0,52.5,3804,4.18,32.7,1726,28
s39_e143_RES19832 & s39_e143_RES15388,B,320,4.39,7,75.9,50,18,7.3,s39_e143_RES19832,432,-38.6483,143.4961,264,75.9,54.8,3304,6.28,12.1,s39_e143_RES15388,112,-38.5597,143.5361,323,77.0,57.4,1225,4.14,18.6,587,85
s17_e144_RES19467 & s17_e144_RES23326,B,471,3.5,13,51.0,50,18,5.6,s17_e144_RES19467,901,-16.2767,144.7508,158,51.0,64.1,3901,7.66,6.7,s17_e144_RES23326,430,-16.3297,144.7083,466,51.9,29.3,2296,1.4,37.0,624,80
s17_e144_RES52001 & s17_e144_RES51802,B,322,2.93,11,74.1,50,18,9.9,s17_e144_RES52001,642,-16.8403,144.8508,220,74.8,80.7,942,6.09,12.3,s17_e144_RES51802,320,-16.8378,144.8836,979,74.1,25.6,1895,1.44,51.3,1199,41
s17_e144_RES10424 & s17_e145_RES563,B,770,7.7,10,30.8,50,18,3.2,s17_e144_RES10424,1040,-16.1439,144.985,146,30.8,57.9,3470,7.5,4.1,s17_e145_RES563,270,-16.0731,145.0497,197,31.7,40.0,1448,2.05,15.4,343,145
s17_e144_RES50253 & s17_e144_RES44546,B,330,6.59,5,70.1,50,18,11.6,s17_e144_RES50253,620,-16.8142,144.8278,429,72.7,40.5,3361,3.61,20.2,s17_e144_RES44546,290,-16.7178,144.7808,803,70.1,26.3,4047,2.57,27.2,1232,40
s17_e144_RES10097 & s17_e145_RES481,B,799,7.65,10,29.1,50,18,2.4,s17_e144_RES10097,1050,-16.1392,144.9636,85,29.8,55.9,4036,10.04,3.0,s17_e145_RES481,251,-16.0658,145.0289,199,29.1,34.9,1229,2.22,13.1,284,176
s17_e144_RES15595 & s17_e144_RES12185,B,369,4.17,9,63.6,50,18,5.9,s17_e144_RES15595,730,-16.2261,144.5167,331,64.0,46.6,6462,10.15,6.3,s17_e144_RES12185,361,-16.1733,144.4417,565,63.6,36.3,452,0.68,94.0,896,55
s17_e144_RES53431 & s17_e144_RES56577,B,231,4.03,6,100.8,50,18,14.2,s17_e144_RES53431,581,-16.86,144.8047,867,100.8,37.5,4296,2.29,44.1,s17_e144_RES56577,350,-16.9069,144.8861,671,103.3,38.6,3977,4.93,20.9,1538,32
s17_e144_RES24558 & s17_e144_RES33192,B,520,9.47,5,46.1,50,18,4.9,s17_e144_RES24558,870,-16.3436,144.7808,221,46.1,49.3,4444,7.91,5.8,s17_e144_RES33192,350,-16.4467,144.6972,400,47.7,30.0,1099,1.59,30.1,621,80
s22_e148_RES29940 & s22_e148_RES25801,C,360,4.91,7,66.5,50,18,5.4,s22_e148_RES29940,510,-21.3981,148.7292,335,66.5,82.5,1207,4.92,13.5,s22_e148_RES25801,150,-21.3447,148.7781,270,66.6,81.0,1718,7.33,9.1,605,82
s22_e148_RES37 & s22_e148_RES4166,C,285,5.55,5,82.6,50,18,8.7,s22_e148_RES37,515,-21.0006,148.2656,329,84.1,81.6,3069,7.04,11.9,s22_e148_RES4166,230,-21.0567,148.1856,661,82.6,37.4,4073,2.53,32.6,990,50
