Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s22_e148_RES3221 & s22_e148_RES11157,B,800,8.33,10,2.9,5,6,5.6,s22_e148_RES3221,920,-21.045,148.5717,39,2.9,12.4,175,0.06,52.6,s22_e148_RES11157,120,-21.1347,148.6025,43,2.9,13.1,1798,0.46,6.2,82,60
s22_e148_RES7915 & s22_e148_RES11374,B,730,7.03,10,3.2,5,6,3.9,s22_e148_RES7915,850,-21.0933,148.5069,32,3.4,19.6,356,0.28,12.2,s22_e148_RES11374,120,-21.1389,148.5811,62,3.2,11.7,1965,0.56,5.8,94,53
s20_e146_RES15382 & s20_e146_RES11483,B,470,3.69,13,5.1,5,6,8.6,s20_e146_RES15382,550,-19.4303,146.5561,88,5.1,8.9,713,0.09,59.9,s20_e146_RES11483,80,-19.3819,146.5875,80,5.2,14.1,1340,0.52,10.0,168,29
s20_e146_RES7260 & s20_e146_RES7575,B,531,2.24,24,4.3,5,6,3.1,s20_e146_RES7260,642,-19.3219,146.4481,35,4.6,29.8,1495,1.08,4.3,s20_e146_RES7575,111,-19.3308,146.4819,58,4.3,15.8,655,0.4,10.8,93,53
s42_e147_RES41535 & s42_e147_RES48591,B,731,7.15,10,3.2,5,6,7.5,s42_e147_RES41535,1011,-41.4,147.3897,74,3.4,12.0,1536,0.27,12.8,s42_e147_RES48591,280,-41.4444,147.32,30,3.2,23.4,123,0.17,18.3,104,48
s42_e147_RES102069 & s42_e147_RES99068,B,760,6.99,11,3.0,5,6,6.3,s42_e147_RES102069,980,-41.9969,147.1886,41,3.0,18.3,1043,0.4,7.6,s42_e147_RES99068,220,-41.9692,147.2761,272,6.1,8.3,1122,0.16,37.0,313,15
s42_e147_RES25586 & s42_e147_RES25071,B,471,3.19,15,5.1,5,6,6.4,s42_e147_RES25586,611,-41.2764,147.9022,52,5.1,19.5,1105,0.38,13.5,s42_e147_RES25071,140,-41.2725,147.9731,60,5.2,20.8,440,0.42,12.2,112,44
s42_e147_RES34800 & s42_e147_RES27921,B,550,4.13,13,4.2,5,6,5.3,s42_e147_RES34800,841,-41.3536,147.6781,47,4.2,18.3,1614,0.75,5.6,s42_e147_RES27921,291,-41.2931,147.6994,84,4.3,8.7,131,0.04,99.3,131,38
s42_e147_RES100859 & s42_e147_RES98000,B,719,5.5,13,3.2,5,6,4.0,s42_e147_RES100859,970,-41.9853,147.1689,43,3.3,13.4,1237,0.41,7.9,s42_e147_RES98000,251,-41.9594,147.2511,37,3.2,16.8,746,0.4,8.1,80,62
s42_e147_RES47815 & s42_e147_RES47551,B,433,2.03,21,5.6,5,6,5.0,s42_e147_RES47815,793,-41.4389,147.6861,86,5.6,17.6,571,0.24,22.8,s42_e147_RES47551,360,-41.4372,147.7186,40,5.9,20.7,779,0.93,6.3,126,39
s42_e147_RES33650 & s42_e148_RES5034,B,580,4.17,14,4.1,5,6,11.6,s42_e147_RES33650,701,-41.3411,147.9517,61,4.1,19.6,1606,0.36,11.7,s42_e148_RES5034,121,-41.2828,148.0425,429,28.3,3.1,108,0.01,3610.1,490,10
s36_e149_RES39827 & s36_e149_RES40768,B,590,5.44,11,4.1,5,6,8.5,s36_e149_RES39827,760,-35.6211,149.7183,92,4.2,12.5,232,0.12,36.1,s36_e149_RES40768,170,-35.6283,149.7925,75,4.1,11.1,1746,0.37,11.2,167,29
s36_e149_RES36119 & s36_e149_RES44794,B,561,5.44,10,4.2,5,6,8.7,s36_e149_RES36119,701,-35.5864,149.8403,77,4.2,12.0,1617,0.26,16.0,s36_e149_RES44794,140,-35.6625,149.8128,121,4.4,8.2,1009,0.23,19.0,198,25
s36_e149_RES29837 & s36_e150_RES14355,B,570,5.23,11,4.2,5,6,5.2,s36_e149_RES29837,690,-35.5131,149.9461,38,4.2,25.5,694,0.47,9.0,s36_e150_RES14355,120,-35.5594,150.0244,47,4.4,20.2,442,0.35,12.5,85,58
s37_e148_RES29407 & s37_e148_RES25004,B,643,6.66,10,3.6,5,6,5.3,s37_e148_RES29407,1200,-36.4914,148.0014,23,3.6,27.3,854,0.68,5.3,s37_e148_RES25004,557,-36.4381,148.0725,64,10.5,5.3,56,0.02,541.0,87,57
s35_e150_RES35162 & s35_e150_RES32917,B,541,3.63,15,4.3,5,6,6.3,s35_e150_RES35162,581,-34.6078,150.6536,77,4.6,9.5,1543,0.4,11.5,s35_e150_RES32917,40,-34.5775,150.7083,66,4.3,12.7,779,0.31,13.8,143,34
s35_e150_RES13785 & s35_e150_RES16164,B,500,3.18,16,4.9,5,6,6.6,s35_e150_RES13785,810,-34.3272,150.0242,38,4.9,24.4,659,0.36,13.8,s35_e150_RES16164,310,-34.3594,150.0464,38,4.9,23.0,323,0.39,12.7,76,65
s35_e150_RES36273 & s35_e150_RES42475,B,531,5.63,9,4.5,5,6,19.8,s35_e150_RES36273,631,-34.6222,150.5764,105,4.5,4.5,619,0.06,74.4,s35_e150_RES42475,100,-34.6989,150.5981,68,4.6,9.9,486,0.17,26.9,173,28
s35_e150_RES35138 & s35_e150_RES32848,B,561,4.67,12,4.2,5,6,5.5,s35_e150_RES35138,581,-34.6075,150.6706,59,4.3,12.2,1283,0.54,7.9,s35_e150_RES32848,20,-34.5758,150.7403,85,4.2,11.3,728,0.22,18.6,144,34
s35_e150_RES32201 & s35_e150_RES32847,B,630,5.65,11,3.8,5,6,5.6,s35_e150_RES32201,690,-34.5625,150.6025,64,4.4,2.2,296,0.01,352.8,s35_e150_RES32847,60,-34.5758,150.6906,33,3.8,22.2,864,0.66,5.7,97,51
s35_e150_RES13123 & s35_e150_RES9849,B,557,3.62,15,4.2,5,6,3.7,s35_e150_RES13123,781,-34.3169,150.0419,31,4.4,39.7,1118,1.09,4.0,s35_e150_RES9849,224,-34.2686,150.0653,61,4.2,6.8,738,0.1,42.3,92,54
s35_e150_RES52649 & s35_e150_RES52450,B,392,2.91,13,5.8,5,6,8.3,s35_e150_RES52649,432,-34.8144,150.4961,64,6.3,28.6,765,0.63,9.9,s35_e150_RES52450,40,-34.8086,150.4328,85,5.8,7.0,486,0.11,51.9,149,33
s35_e150_RES39095 & s35_e150_RES41658,B,560,3.12,18,4.1,5,6,3.3,s35_e150_RES39095,650,-34.6647,150.4964,49,4.1,17.2,2139,0.79,5.1,s35_e150_RES41658,90,-34.6903,150.5311,57,4.1,15.1,847,0.46,8.9,106,47
s35_e150_RES36059 & s35_e150_RES39660,B,517,4.74,11,4.6,5,6,6.4,s35_e150_RES36059,640,-34.6186,150.5742,65,4.7,10.4,1218,0.23,21.0,s35_e150_RES39660,123,-34.6706,150.6,36,4.6,16.2,693,0.5,9.2,101,49
s37_e149_RES45232 & s37_e149_RES44885,B,749,5.71,13,3.1,5,6,11.3,s37_e149_RES45232,962,-36.6217,149.4361,50,3.3,6.2,223,0.04,93.3,s37_e149_RES44885,213,-36.6172,149.5175,43,3.1,13.1,593,0.24,12.9,93,53
s37_e149_RES46346 & s37_e149_RES44455,B,692,6.33,11,3.3,5,6,9.3,s37_e149_RES46346,892,-36.6342,149.4464,45,3.4,20.3,452,0.27,12.8,s37_e149_RES44455,200,-36.6119,149.5417,70,3.3,9.1,433,0.1,34.3,115,43
s37_e149_RES38430 & s37_e149_RES42000,B,788,8.94,9,3.1,5,6,26.9,s37_e149_RES38430,1080,-36.5228,149.4722,48,3.1,5.3,254,0.04,84.6,s37_e149_RES42000,292,-36.5822,149.5558,36,3.1,11.6,192,0.08,39.5,84,59
s37_e149_RES62791 & s37_e149_RES66920,B,588,4.8,12,4.1,5,6,8.3,s37_e149_RES62791,830,-36.8578,149.4469,45,4.2,16.2,482,0.16,26.0,s37_e149_RES66920,242,-36.9117,149.4842,39,4.1,22.5,377,0.34,12.1,84,59
s37_e149_RES41200 & s37_e149_RES44334,B,761,6.49,12,3.1,5,6,4.7,s37_e149_RES41200,991,-36.5708,149.4364,31,3.3,20.9,315,0.29,11.3,s37_e149_RES44334,230,-36.6106,149.5028,35,3.1,20.7,594,0.39,8.0,66,75
s37_e149_RES40711 & s37_e149_RES43744,B,751,6.42,12,3.2,5,6,4.2,s37_e149_RES40711,1031,-36.5628,149.4264,44,3.3,13.3,278,0.13,24.7,s37_e149_RES43744,280,-36.6039,149.4869,23,3.2,21.6,569,0.63,5.0,67,74
s37_e149_RES42319 & s37_e149_RES43746,B,800,10.02,8,2.9,5,6,7.3,s37_e149_RES42319,1020,-36.5872,149.4072,33,3.0,14.1,241,0.13,22.9,s37_e149_RES43746,220,-36.6039,149.5272,39,2.9,18.3,619,0.27,10.7,72,69
s37_e149_RES46177 & s37_e149_RES47106,B,729,7.58,10,3.3,5,6,4.4,s37_e149_RES46177,970,-36.6325,149.4297,36,3.3,20.3,977,0.43,7.7,s37_e149_RES47106,241,-36.6425,149.5233,41,3.4,19.4,445,0.32,10.5,77,64
s37_e149_RES58526 & s37_e149_RES57946,B,706,9.47,7,3.4,5,6,12.5,s37_e149_RES58526,887,-36.7989,149.4692,52,3.5,11.4,778,0.13,26.4,s37_e149_RES57946,181,-36.7897,149.6003,49,3.4,13.5,395,0.14,23.6,101,49
s43_e147_RES64660 & s43_e147_RES60492,B,620,5.79,11,3.9,5,6,6.9,s43_e147_RES64660,710,-42.6681,147.0458,30,4.0,16.0,1539,0.56,7.0,s43_e147_RES60492,90,-42.6328,147.1111,72,3.9,4.9,107,0.01,304.2,102,49
s43_e147_RES65419 & s43_e147_RES63345,B,580,6.31,9,4.2,5,6,9.3,s43_e147_RES65419,660,-42.6742,147.0553,35,4.2,20.6,505,0.44,9.6,s43_e147_RES63345,80,-42.6564,147.135,100,4.4,6.1,99,0.01,327.4,135,37
s43_e147_RES34 & s42_e147_RES99068,B,750,7.05,11,3.1,5,6,4.1,s43_e147_RES34,970,-42.0008,147.1889,36,3.1,23.1,798,0.67,4.6,s42_e147_RES99068,220,-41.9692,147.2761,272,6.2,8.3,1122,0.16,37.8,308,16
s29_e152_RES66812 & s29_e152_RES68765,B,509,3.5,15,4.7,5,6,10.1,s29_e152_RES66812,800,-28.6614,152.1844,50,4.7,18.8,561,0.27,17.3,s29_e152_RES68765,291,-28.6761,152.2261,47,4.8,16.6,286,0.2,24.5,97,51
s29_e152_RES71847 & s29_e152_RES73560,B,519,5.08,10,4.7,5,6,11.3,s29_e152_RES71847,900,-28.7067,152.1286,122,5.5,12.4,688,0.2,27.7,s29_e152_RES73560,381,-28.7236,152.1867,45,4.7,26.3,174,0.24,19.1,167,29
s29_e152_RES67203 & s29_e152_RES70466,B,561,6.77,8,4.3,5,6,24.9,s29_e152_RES67203,881,-28.6642,152.1378,118,4.7,11.0,116,0.05,86.4,s29_e152_RES70466,320,-28.6917,152.2053,41,4.3,17.9,170,0.12,35.0,159,31
s29_e152_RES64972 & s29_e152_RES68331,B,542,6.2,9,4.3,5,6,15.7,s29_e152_RES64972,812,-28.6439,152.1739,70,4.4,15.6,236,0.15,29.2,s29_e152_RES68331,270,-28.6728,152.2478,68,4.3,13.1,228,0.13,34.0,138,36
s29_e152_RES64605 & s29_e152_RES64721,B,570,3.96,14,4.0,5,6,4.5,s29_e152_RES64605,820,-28.6406,152.2053,30,4.2,22.6,1268,0.83,5.1,s29_e152_RES64721,250,-28.6417,152.2714,76,4.0,8.0,294,0.1,41.0,106,47
s21_e148_RES41668 & s21_e148_RES39862,B,519,3.57,15,4.6,5,6,13.9,s21_e148_RES41668,630,-20.8692,148.5728,55,4.7,17.2,422,0.24,19.6,s21_e148_RES39862,111,-20.8494,148.6136,67,4.6,13.7,175,0.1,47.4,122,40
s21_e148_RES28617 & s21_e148_RES28532,B,623,3.53,18,3.8,5,6,6.5,s21_e148_RES28617,713,-20.7192,148.4281,62,3.8,16.5,659,0.28,13.7,s21_e148_RES28532,90,-20.7181,148.4872,62,3.9,13.8,948,0.32,12.3,124,40
s21_e148_RES31185 & s21_e148_RES29814,B,590,4.33,14,3.9,5,6,9.2,s21_e148_RES31185,670,-20.7528,148.4489,46,3.9,17.6,511,0.22,17.6,s21_e148_RES29814,80,-20.7358,148.5022,72,4.0,10.0,740,0.21,19.3,118,42
s21_e148_RES41032 & s21_e148_RES40050,B,527,1.66,32,4.7,5,6,3.8,s21_e148_RES41032,673,-20.8622,148.585,43,4.7,30.2,1143,0.99,4.8,s21_e148_RES40050,146,-20.8517,148.6117,37,4.7,17.1,511,0.24,19.5,80,62
s21_e148_RES31975 & s21_e148_RES29039,B,592,4.94,12,4.1,5,6,6.5,s21_e148_RES31975,662,-20.7631,148.4528,54,4.1,24.3,628,0.49,8.3,s21_e148_RES29039,70,-20.7247,148.5081,110,4.3,6.8,869,0.14,30.4,164,30
s21_e148_RES39051 & s21_e148_RES36450,B,617,4.26,14,3.8,5,6,4.0,s21_e148_RES39051,720,-20.8406,148.5481,26,3.8,31.4,542,0.71,5.4,s21_e148_RES36450,103,-20.8108,148.5975,75,3.9,10.7,1029,0.26,15.1,101,49
s21_e148_RES32695 & s21_e148_RES30991,B,573,4.26,13,4.0,5,6,5.0,s21_e148_RES32695,663,-20.7703,148.4522,63,4.4,20.3,478,0.38,11.4,s21_e148_RES30991,90,-20.7506,148.5017,60,4.0,14.5,1590,0.45,8.9,123,40
s21_e148_RES31291 & s21_e148_RES29200,B,562,4.92,11,4.1,5,6,6.0,s21_e148_RES31291,642,-20.7542,148.44,56,4.2,13.6,206,0.1,43.6,s21_e148_RES29200,80,-20.7269,148.4942,55,4.1,19.1,1129,0.6,6.9,111,45
s21_e148_RES35723 & s21_e148_RES32773,B,470,3.34,14,5.1,5,6,6.3,s21_e148_RES35723,560,-20.8017,148.5167,61,5.2,18.8,1584,0.7,7.4,s21_e148_RES32773,90,-20.7711,148.5561,91,5.1,8.9,478,0.11,44.8,152,32
s21_e148_RES41430 & s21_e148_RES37629,B,500,3.91,13,4.9,5,6,5.3,s21_e148_RES41430,591,-20.8669,148.5683,43,4.9,30.7,274,0.45,10.9,s21_e148_RES37629,91,-20.8239,148.6133,66,4.9,18.9,801,0.47,10.3,109,45
s21_e148_RES22593 & s21_e148_RES21622,B,571,3.85,15,4.2,5,6,3.6,s21_e148_RES22593,671,-20.6389,148.3331,31,4.2,32.2,538,0.58,7.2,s21_e148_RES21622,100,-20.6222,148.3833,85,4.4,11.9,3098,0.59,7.4,116,43
s38_e145_RES95381 & s38_e145_RES98522,B,510,3.82,13,4.9,5,6,9.1,s38_e145_RES95381,670,-37.9022,145.7922,28,4.9,27.0,197,0.32,15.4,s38_e145_RES98522,160,-37.9342,145.7461,34,4.9,20.6,201,0.22,22.3,62,80
s38_e145_RES50697 & s38_e145_RES60743,B,761,7.47,10,3.2,5,6,9.9,s38_e145_RES50697,1202,-37.4361,145.8053,24,3.2,6.0,191,0.02,130.3,s38_e145_RES60743,441,-37.5058,145.7778,22,3.2,21.9,314,0.3,10.7,46,108
s38_e145_RES43545 & s38_e145_RES33402,B,752,6.06,12,3.2,5,6,4.1,s38_e145_RES43545,1122,-37.3875,145.8303,26,3.2,12.7,209,0.1,30.9,s38_e145_RES33402,370,-37.3225,145.8614,16,3.2,32.7,369,0.68,4.7,42,119
s38_e145_RES89272 & s38_e145_RES94151,B,526,4.28,12,4.6,5,6,5.9,s38_e145_RES89272,810,-37.8383,145.9072,29,4.8,30.3,552,0.72,6.6,s38_e145_RES94151,284,-37.8883,145.9164,58,4.6,9.5,307,0.08,54.4,87,57
s38_e145_RES41740 & s38_e145_RES35319,B,800,6.13,13,3.0,5,6,2.8,s38_e145_RES41740,1041,-37.3739,145.8067,22,3.0,26.8,548,0.69,4.4,s38_e145_RES35319,241,-37.3356,145.7317,49,3.0,16.8,899,0.38,8.0,71,70
s38_e145_RES46709 & s38_e146_RES49959,B,698,7.13,10,3.5,5,6,6.3,s38_e145_RES46709,1131,-37.4111,145.9289,21,3.5,20.5,647,0.28,12.4,s38_e146_RES49959,433,-37.4158,146.0211,27,3.5,23.0,234,0.27,13.0,48,104
s38_e145_RES46291 & s38_e145_RES53730,B,791,7.94,10,3.0,5,6,5.2,s38_e145_RES46291,1091,-37.4083,145.8081,33,3.1,15.8,942,0.34,9.0,s38_e145_RES53730,300,-37.4556,145.7267,47,3.0,12.0,874,0.25,12.0,80,62
s38_e145_RES49027 & s38_e145_RES42812,B,620,5.31,12,3.8,5,6,6.2,s38_e145_RES49027,900,-37.4261,145.6358,34,3.8,17.0,934,0.29,13.3,s38_e145_RES42812,280,-37.3819,145.6856,33,3.9,17.6,953,0.34,11.6,67,74
s38_e145_RES40763 & s38_e145_RES30524,B,781,6.62,12,3.0,5,6,3.2,s38_e145_RES40763,1091,-37.3675,145.8086,28,3.0,22.9,985,0.67,4.5,s38_e145_RES30524,310,-37.3039,145.8469,29,3.1,21.4,320,0.28,11.2,57,87
s38_e145_RES49658 & s38_e145_RES59544,B,591,6.4,9,4.2,5,6,7.8,s38_e145_RES49658,1133,-37.43,145.8256,59,4.2,5.9,160,0.02,211.0,s38_e145_RES59544,542,-37.4981,145.8036,24,4.2,30.2,290,0.52,8.1,83,60
s38_e145_RES41895 & s38_e145_RES35264,B,799,5.65,14,3.0,5,6,2.3,s38_e145_RES41895,1130,-37.375,145.8164,28,3.0,20.5,1053,0.38,7.9,s38_e145_RES35264,331,-37.335,145.7664,21,3.1,34.3,707,0.97,3.2,49,102
s38_e145_RES45980 & s38_e145_RES40358,B,579,5.93,10,4.1,5,6,6.1,s38_e145_RES45980,831,-37.4061,145.63,33,4.2,18.5,517,0.41,10.2,s38_e145_RES40358,252,-37.365,145.69,54,4.1,11.9,917,0.28,14.9,87,57
s42_e145_RES47550 & s42_e145_RES45982,B,441,2.01,22,5.5,5,6,12.1,s42_e145_RES47550,654,-41.8469,145.4803,53,5.5,22.0,1078,0.45,12.3,s42_e145_RES45982,213,-41.8167,145.4617,60,8.1,4.4,108,0.01,637.3,113,44
s42_e145_RES47300 & s42_e145_RES44777,B,682,3.42,20,3.4,5,6,2.9,s42_e145_RES47300,943,-41.8406,145.5217,18,3.4,37.0,1000,1.12,3.1,s42_e145_RES44777,261,-41.7997,145.5139,33,3.6,13.0,123,0.06,59.7,51,98
s42_e145_RES50653 & s43_e145_RES257,B,449,3.95,11,5.3,5,6,8.8,s42_e145_RES50653,651,-41.9917,145.5708,133,5.5,9.4,261,0.06,93.5,s43_e145_RES257,202,-42.0089,145.5183,32,5.3,37.5,191,0.55,9.7,165,30
s42_e145_RES20966 & s42_e146_RES10421,B,269,1.45,18,9.1,5,6,80.5,s42_e145_RES20966,351,-41.2789,145.9808,100,9.1,12.4,502,0.11,80.5,s42_e146_RES10421,82,-41.2683,146.0561,145,18.8,-0.9,0,0.0,inf,245,20
s38_e147_RES38443 & s38_e147_RES49853,B,800,4.69,17,2.9,5,6,4.9,s38_e147_RES38443,1210,-37.2319,147.2181,25,2.9,31.6,413,0.45,6.5,s38_e147_RES49853,410,-37.2756,147.2689,25,3.1,21.2,148,0.15,19.8,50,100
s38_e147_RES50343 & s38_e147_RES52767,B,723,3.36,22,3.2,5,6,4.2,s38_e147_RES50343,1194,-37.2775,147.1919,33,3.2,26.6,375,0.51,6.3,s38_e147_RES52767,471,-37.2867,147.1431,24,3.4,23.1,265,0.27,12.4,57,87
s38_e147_RES9137 & s38_e147_RES8160,B,669,2.64,25,3.6,5,6,2.7,s38_e147_RES9137,1270,-37.065,147.92,22,3.6,33.4,684,0.79,4.6,s38_e147_RES8160,601,-37.0567,147.8775,21,3.8,40.8,173,0.56,6.8,43,116
s38_e147_RES98707 & s38_e147_RES107717,B,761,5.74,13,3.1,5,6,3.6,s38_e147_RES98707,1191,-37.5017,147.0122,22,3.1,28.1,240,0.32,9.8,s38_e147_RES107717,430,-37.5572,147.0558,20,3.2,31.0,283,0.56,5.6,42,119
s38_e147_RES57832 & s38_e147_RES56385,B,740,3.24,23,3.2,5,6,2.6,s38_e147_RES57832,1172,-37.3078,147.1792,17,3.2,31.4,603,0.92,3.5,s38_e147_RES56385,432,-37.3008,147.1344,24,3.3,25.3,203,0.33,10.1,41,121
s38_e147_RES38899 & s38_e147_RES53518,B,791,6.08,13,3.1,5,6,3.4,s38_e147_RES38899,1171,-37.2339,147.2244,20,3.1,30.9,215,0.38,8.2,s38_e147_RES53518,380,-37.2894,147.2758,25,3.1,26.3,339,0.53,5.9,45,111
s38_e147_RES37761 & s38_e147_RES50704,B,750,6.23,12,3.1,5,6,4.6,s38_e147_RES37761,1260,-37.2289,147.2017,30,3.1,24.6,314,0.38,8.0,s38_e147_RES50704,510,-37.2789,147.1522,21,3.3,27.8,203,0.31,10.6,51,98
s38_e147_RES100422 & s38_e146_RES76988,B,732,5.75,13,3.3,5,6,4.0,s38_e147_RES100422,1232,-37.5122,147.0111,20,3.3,31.5,307,0.47,7.0,s38_e146_RES76988,500,-37.5736,146.98,29,3.3,21.5,338,0.35,9.3,49,102
s38_e147_RES39371 & s38_e147_RES48921,B,740,5.72,13,3.2,5,6,3.9,s38_e147_RES39371,1100,-37.2353,147.925,27,3.2,23.0,819,0.45,7.1,s38_e147_RES48921,360,-37.2714,147.8608,29,3.2,26.0,295,0.36,8.8,56,89
s38_e147_RES75534 & s38_e147_RES83289,B,792,6.71,12,3.0,5,6,3.0,s38_e147_RES75534,1033,-37.3844,147.1822,22,3.0,33.5,548,0.95,3.2,s38_e147_RES83289,241,-37.4206,147.26,33,3.2,11.5,191,0.08,37.9,55,90
s38_e147_RES20821 & s38_e147_RES19349,B,743,6.19,12,3.1,5,6,3.7,s38_e147_RES20821,1273,-37.1489,147.9283,37,3.1,17.9,740,0.36,8.7,s38_e147_RES19349,530,-37.1408,147.8467,27,3.2,24.4,604,0.49,6.5,64,78
s38_e147_RES46673 & s38_e147_RES58206,B,782,5.6,14,3.1,5,6,2.4,s38_e147_RES46673,1132,-37.2631,147.9464,22,3.1,30.4,579,0.62,5.0,s38_e147_RES58206,350,-37.3092,147.8897,25,3.1,27.6,413,0.68,4.5,47,106
s38_e147_RES34653 & s38_e147_RES36851,B,730,4.13,18,3.2,5,6,2.4,s38_e147_RES34653,1310,-37.2167,147.1958,27,3.2,23.9,683,0.63,5.2,s38_e147_RES36851,580,-37.225,147.2514,16,3.3,38.9,289,0.7,4.7,43,116
s38_e147_RES25255 & s38_e147_RES25069,B,770,7.06,11,3.1,5,6,3.2,s38_e147_RES25255,1231,-37.1725,147.925,23,3.1,25.6,561,0.57,5.3,s38_e147_RES25069,461,-37.1714,147.8306,40,3.1,22.4,339,0.39,8.0,63,79
s38_e147_RES16350 & s38_e147_RES17434,B,779,7.34,11,3.0,5,6,4.7,s38_e147_RES16350,1171,-37.1208,147.6997,24,3.0,18.3,1146,0.41,7.3,s38_e147_RES17434,392,-37.1286,147.7881,42,3.0,15.5,518,0.23,13.0,66,75
s38_e147_RES49357 & s38_e147_RES61893,B,533,4.66,11,4.6,5,6,5.5,s38_e147_RES49357,953,-37.2736,147.415,30,4.7,28.8,314,0.49,9.6,s38_e147_RES61893,420,-37.3242,147.385,41,4.6,18.6,388,0.36,12.9,71,70
s38_e147_RES25685 & s38_e147_RES25055,B,450,4.65,10,5.1,5,6,10.7,s38_e147_RES25685,1160,-37.1756,147.4844,62,5.1,25.0,253,0.31,16.8,s38_e147_RES25055,710,-37.1714,147.5553,82,5.4,12.6,493,0.19,29.3,144,34
s38_e147_RES65073 & s38_e147_RES74808,B,680,5.82,12,3.5,5,6,3.4,s38_e147_RES65073,1030,-37.3392,147.4856,30,3.5,24.8,450,0.57,6.2,s38_e147_RES74808,350,-37.3814,147.4272,32,3.6,19.1,436,0.46,7.7,62,80
s22_e149_RES12721 & s22_e148_RES50880,B,559,3.4,16,4.3,5,6,3.8,s22_e149_RES12721,750,-21.7683,149.0253,26,4.3,30.8,712,0.82,5.2,s22_e148_RES50880,191,-21.7572,148.9869,72,4.4,10.7,1153,0.3,14.4,98,51
