Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s38_e147_RES64095 & s38_e147_RES77561,C,643,8.74,7,3.6,5,6,3.7,s38_e147_RES64095,953,-37.3347,147.4997,32,3.6,25.4,314,0.43,8.3,s38_e147_RES77561,310,-37.3939,147.4189,38,3.6,18.2,653,0.54,6.7,70,71
s38_e147_RES61967 & s38_e147_RES75493,C,599,9.16,7,4.0,5,6,5.5,s38_e147_RES61967,920,-37.3244,147.4867,33,4.1,28.1,474,0.44,9.3,s38_e147_RES75493,321,-37.3842,147.3961,44,4.0,19.5,332,0.3,13.2,77,64
s38_e147_RES33309 & s38_e147_RES43616,C,769,8.86,9,3.0,5,6,2.3,s38_e147_RES33309,1180,-37.2111,147.9353,24,3.0,27.2,512,0.66,4.6,s38_e147_RES43616,411,-37.2511,147.8394,24,3.1,27.4,387,0.67,4.7,48,104
s38_e147_RES3128 & s38_e147_RES2705,C,722,8.01,9,3.3,5,6,2.2,s38_e147_RES3128,1324,-37.0228,147.9694,20,3.3,32.3,481,0.93,3.6,s38_e147_RES2705,602,-37.02,147.8714,23,3.5,31.1,265,0.58,6.0,43,116
s38_e147_RES13071 & s38_e147_RES14744,C,392,4.88,8,6.1,5,6,6.9,s38_e147_RES13071,1042,-37.0947,147.5161,39,6.1,27.0,728,0.79,7.7,s38_e147_RES14744,650,-37.1072,147.5789,83,6.2,14.0,234,0.09,71.3,122,40
s38_e147_RES30631 & s38_e147_RES38010,C,780,6.12,13,3.1,5,6,1.5,s38_e147_RES30631,1311,-37.1989,147.9114,18,3.1,31.1,955,1.07,2.9,s38_e147_RES38010,531,-37.2297,147.8431,15,3.2,39.7,370,1.07,3.0,33,151
s38_e147_RES61257 & s38_e147_RES76110,C,740,9.27,8,3.3,5,6,2.4,s38_e147_RES61257,1001,-37.3217,147.1919,15,3.3,47.0,296,1.3,2.5,s38_e147_RES76110,261,-37.3875,147.2747,44,3.3,13.7,166,0.08,43.3,59,84
s38_e147_RES65868 & s38_e147_RES86301,C,740,12.73,6,3.2,5,6,6.0,s38_e147_RES65868,991,-37.3425,147.5239,30,3.2,23.3,394,0.41,7.7,s38_e147_RES86301,251,-37.4358,147.4017,44,3.4,12.5,277,0.13,26.0,74,67
s38_e147_RES44703 & s38_e147_RES61336,C,750,9.61,8,3.2,5,6,2.4,s38_e147_RES44703,1080,-37.2556,147.38,23,3.2,37.6,666,1.1,3.0,s38_e147_RES61336,330,-37.3219,147.2975,37,3.4,22.2,228,0.28,11.8,60,83
s38_e147_RES14860 & s38_e147_RES14564,C,771,13.68,6,3.2,5,6,6.4,s38_e147_RES14860,1192,-37.1081,147.9622,28,3.2,27.6,191,0.28,11.1,s38_e147_RES14564,421,-37.1056,147.8069,46,3.2,12.7,481,0.21,15.1,74,67
s38_e147_RES31629 & s38_e147_RES33619,C,579,3.84,15,4.2,5,6,2.0,s38_e147_RES31629,1350,-37.2036,147.4592,18,4.2,38.2,1792,2.03,2.1,s38_e147_RES33619,771,-37.2128,147.5081,63,4.3,6.7,246,0.04,108.0,81,61
s38_e147_RES71356 & s38_e147_RES89621,C,750,8.56,9,3.2,5,6,2.0,s38_e147_RES71356,1120,-37.3661,147.5486,22,3.2,31.0,918,1.24,2.6,s38_e147_RES89621,370,-37.4528,147.56,29,3.2,24.5,363,0.37,8.7,51,98
s38_e147_RES35579 & s38_e147_RES51082,C,795,7.67,10,3.0,5,6,1.6,s38_e147_RES35579,1265,-37.22,147.2125,22,3.0,30.2,973,0.88,3.4,s38_e147_RES51082,470,-37.2803,147.2572,14,3.1,49.9,246,1.02,3.0,36,138
s38_e147_RES17155 & s38_e147_RES18370,C,800,7.55,11,3.0,5,6,1.7,s38_e147_RES17155,1311,-37.1264,147.9136,24,3.0,24.6,1430,0.87,3.5,s38_e147_RES18370,511,-37.1347,147.8211,21,3.0,28.1,980,0.92,3.3,45,111
s38_e147_RES47293 & s38_e147_RES42382,C,682,7.13,10,3.5,5,6,2.1,s38_e147_RES47293,1092,-37.2656,147.5283,18,3.5,29.6,1613,1.23,2.9,s38_e147_RES42382,410,-37.2469,147.6261,27,3.6,31.0,314,0.46,7.7,45,111
s38_e147_RES44967 & s38_e147_RES54256,C,770,9.11,8,3.0,5,6,2.1,s38_e147_RES44967,1070,-37.2567,147.9567,16,3.0,33.3,443,0.89,3.4,s38_e147_RES54256,300,-37.2922,147.8489,36,3.0,18.8,702,0.54,5.6,52,96
s38_e147_RES19325 & s38_e147_RES36219,C,749,8.05,9,3.2,5,6,2.0,s38_e147_RES19325,1512,-37.1408,147.1561,31,3.2,21.1,2442,1.23,2.6,s38_e147_RES36219,763,-37.2225,147.1258,21,3.3,27.2,234,0.34,9.6,52,96
s38_e147_RES18793 & s38_e147_RES18545,C,799,7.43,11,2.9,5,6,1.6,s38_e147_RES18793,1290,-37.1372,147.9222,30,2.9,24.1,1251,0.84,3.5,s38_e147_RES18545,491,-37.1358,147.8272,20,3.0,34.8,536,0.99,3.0,50,100
s38_e147_RES57937 & s38_e147_RES70111,C,791,8.63,9,2.9,5,6,1.9,s38_e147_RES57937,1223,-37.3081,147.5225,19,3.0,31.8,929,0.99,3.0,s38_e147_RES70111,432,-37.3606,147.4331,21,2.9,35.0,252,0.57,5.1,40,125
s38_e147_RES91368 & s38_e147_RES108042,C,772,9.92,8,3.1,5,6,2.4,s38_e147_RES91368,1182,-37.4622,147.0228,28,3.1,22.1,628,0.42,7.5,s38_e147_RES108042,410,-37.5594,147.0658,16,3.1,37.1,282,0.88,3.5,44,113
s38_e147_RES55792 & s38_e147_RES67106,C,777,9.1,9,3.1,5,6,2.0,s38_e147_RES55792,1190,-37.2983,147.5039,22,3.1,21.7,1268,0.98,3.2,s38_e147_RES67106,413,-37.3478,147.4056,20,3.1,31.7,326,0.61,5.1,42,119
s22_e149_RES18923 & s22_e149_RES18758,C,379,3.74,10,6.3,5,6,7.0,s22_e149_RES18923,460,-21.9042,149.2675,111,6.3,20.5,626,0.45,14.0,s22_e149_RES18758,81,-21.9,149.3111,77,6.5,20.5,591,0.46,13.9,188,26
s22_e149_RES24002 & s22_e149_RES23597,C,361,3.12,12,6.5,5,6,6.0,s22_e149_RES24002,401,-21.9853,149.365,74,6.5,28.5,2009,0.84,7.7,s22_e149_RES23597,40,-21.9781,149.4194,128,6.5,13.0,535,0.25,25.8,202,24
s22_e149_RES9790 & s22_e149_RES10687,C,450,4.06,11,5.2,5,6,3.9,s22_e149_RES9790,640,-21.6994,149.0542,34,5.2,34.3,1385,1.16,4.5,s22_e149_RES10687,190,-21.7244,149.0075,99,5.2,7.4,715,0.16,33.3,133,37
s22_e149_RES18020 & s22_e149_RES19275,C,352,4.76,7,6.6,5,6,7.6,s22_e149_RES18020,412,-21.8847,149.2522,48,7.0,31.6,264,0.44,15.8,s22_e149_RES19275,60,-21.9103,149.3294,94,6.6,11.6,1331,0.45,14.7,142,35
s25_e148_RES44276 & s25_e148_RES37929,C,622,5.27,12,3.8,5,6,2.7,s25_e148_RES44276,1012,-24.89,148.2036,34,3.8,27.2,1427,1.05,3.6,s25_e148_RES37929,390,-24.8319,148.2178,67,4.0,11.3,830,0.37,10.6,101,49
s25_e148_RES23803 & s25_e148_RES26093,C,381,3.54,11,6.0,5,6,5.2,s25_e148_RES23803,781,-24.6575,148.0833,54,6.3,35.7,1038,1.11,5.7,s25_e148_RES26093,400,-24.6969,148.1086,129,6.0,9.6,379,0.09,63.6,183,27
s25_e148_RES46842 & s25_e148_RES41577,C,610,7.76,8,3.9,5,6,3.2,s25_e148_RES46842,1122,-24.9225,148.0964,32,3.9,27.0,886,0.69,5.7,s25_e148_RES41577,512,-24.8658,148.1631,35,3.9,25.9,533,0.54,7.3,67,74
s25_e148_RES23288 & s25_e148_RES23882,C,391,2.67,15,6.0,5,6,3.8,s25_e148_RES23288,691,-24.6475,148.2142,44,6.0,32.4,1591,1.33,4.5,s25_e148_RES23882,300,-24.6589,148.2567,173,6.1,9.1,1207,0.23,26.2,217,23
s25_e148_RES45273 & s25_e148_RES47382,C,611,7.2,8,3.9,5,6,2.7,s25_e148_RES45273,991,-24.9,148.2069,24,3.9,30.6,712,1.31,3.0,s25_e148_RES47382,380,-24.9356,148.2786,72,4.0,16.0,300,0.17,23.5,96,52
s25_e151_RES25950 & s25_e151_RES21082,C,361,4.18,9,6.3,5,6,13.5,s25_e151_RES25950,552,-24.55,151.2136,92,6.7,19.1,615,0.32,20.7,s25_e151_RES21082,191,-24.4833,151.2311,72,6.3,15.4,270,0.16,39.1,164,30
s25_e151_RES16555 & s25_e151_RES17060,C,471,3.24,15,5.1,5,6,3.8,s25_e151_RES16555,592,-24.4072,151.4258,44,5.1,20.9,1651,1.05,4.9,s25_e151_RES17060,121,-24.4153,151.4703,61,5.1,15.7,480,0.28,17.9,105,47
s25_e151_RES27893 & s25_e151_RES24451,C,308,2.49,12,7.7,5,6,8.8,s25_e151_RES27893,600,-24.5878,151.1697,139,7.8,11.9,171,0.07,108.1,s25_e151_RES24451,292,-24.5264,151.1792,56,7.7,33.1,472,0.8,9.6,195,25
s25_e151_RES20052 & s25_e151_RES17392,C,359,3.14,11,6.5,5,6,5.6,s25_e151_RES20052,540,-24.4658,151.1364,41,6.8,29.4,587,0.7,9.7,s25_e151_RES17392,181,-24.4214,151.1081,71,6.5,21.2,553,0.49,13.3,112,44
s25_e151_RES20295 & s25_e151_RES16147,C,291,4.66,6,7.9,5,6,28.0,s25_e151_RES20295,451,-24.4706,151.0889,109,8.1,8.7,525,0.11,75.9,s25_e151_RES16147,160,-24.3997,151.1264,126,7.9,12.4,435,0.18,44.4,235,21
s36_e150_RES1639 & s36_e150_RES1799,C,230,0.87,26,10.6,5,6,8.5,s36_e150_RES1639,530,-35.0367,150.0844,69,10.6,28.3,373,0.63,16.8,s36_e150_RES1799,300,-35.0397,150.0706,49,10.8,44.9,154,0.62,17.3,118,42
s33_e149_RES68966 & s33_e149_RES68656,C,400,4.87,8,5.8,5,6,7.3,s33_e149_RES68966,750,-32.8778,149.1672,52,5.8,27.6,780,0.65,8.9,s33_e149_RES68656,350,-32.875,149.2211,88,5.9,4.0,414,0.14,41.0,140,35
s33_e149_RES81138 & s34_e149_RES7468,C,360,5.11,7,6.4,5,6,16.3,s33_e149_RES81138,840,-32.9828,149.5653,83,6.4,12.9,634,0.23,27.4,s34_e149_RES7468,480,-33.0497,149.5242,71,6.8,21.1,175,0.17,39.9,154,32
s33_e149_RES52703 & s33_e149_RES50849,C,262,1.47,18,9.0,5,6,9.0,s33_e149_RES52703,732,-32.7317,149.3775,91,9.0,21.9,1278,0.68,13.2,s33_e149_RES50849,470,-32.7161,149.4181,88,9.4,22.7,362,0.33,28.5,179,27
s33_e149_RES82697 & s34_e149_RES12084,C,400,6.18,6,6.1,5,6,10.2,s33_e149_RES82697,820,-32.9947,149.415,81,6.2,19.3,433,0.34,18.0,s34_e149_RES12084,420,-33.0781,149.3981,65,6.1,20.1,248,0.26,23.7,146,34
s33_e149_RES57420 & s33_e149_RES53551,C,259,3.1,8,8.9,5,6,15.5,s33_e149_RES57420,780,-32.7736,149.4511,119,8.9,22.6,1312,0.46,19.3,s33_e149_RES53551,521,-32.7392,149.4419,162,9.6,11.4,486,0.12,78.7,281,17
s33_e149_RES80009 & s33_e149_RES76420,C,260,2.07,13,8.9,5,6,8.3,s33_e149_RES80009,771,-32.9733,149.3539,90,9.1,26.7,861,0.79,11.5,s33_e149_RES76420,511,-32.9436,149.3547,99,8.9,24.9,258,0.3,29.5,189,26
s33_e149_RES57193 & s33_e149_RES53905,C,280,2.44,11,8.6,5,6,8.5,s33_e149_RES57193,780,-32.7714,149.4047,101,8.6,26.5,776,0.47,18.0,s33_e149_RES53905,500,-32.7422,149.4081,110,8.7,19.5,846,0.54,16.1,211,23
s33_e149_RES45005 & s33_e149_RES43070,C,291,1.39,21,8.1,5,6,5.8,s33_e149_RES45005,681,-32.6672,149.3308,69,8.1,29.0,973,1.04,7.7,s33_e149_RES43070,390,-32.6525,149.3436,97,8.6,19.3,564,0.38,22.4,166,30
s33_e149_RES82139 & s34_e149_RES677,C,460,4.04,11,5.2,5,6,3.2,s33_e149_RES82139,1030,-32.9903,149.9178,26,5.2,43.2,1356,1.51,3.4,s34_e149_RES677,570,-33.0047,149.9717,71,6.2,21.2,149,0.14,43.7,97,51
s32_e152_RES17971 & s32_e152_RES19908,C,450,2.21,20,5.3,5,6,3.8,s32_e152_RES17971,622,-31.3442,152.2439,35,5.3,40.2,532,1.15,4.6,s32_e152_RES19908,172,-31.3647,152.2364,41,5.4,23.3,282,0.26,20.8,76,65
s32_e152_RES40014 & s32_e152_RES36849,C,347,3.92,9,6.8,5,6,38.7,s32_e152_RES40014,518,-31.6111,152.2925,114,7.1,3.4,114,0.02,428.4,s32_e152_RES36849,171,-31.5761,152.3472,83,6.8,9.7,581,0.16,42.5,197,25
s32_e152_RES38793 & s32_e152_RES33301,C,442,4.67,9,5.4,5,6,9.7,s32_e152_RES38793,592,-31.5967,152.4244,71,5.5,22.0,272,0.3,18.1,s32_e152_RES33301,150,-31.5461,152.39,58,5.4,21.2,272,0.26,20.8,129,38
s32_e152_RES16788 & s32_e151_RES48531,C,670,7.61,9,3.7,5,6,5.4,s32_e152_RES16788,1110,-31.3283,152.0044,35,3.7,21.5,990,0.39,9.4,s32_e151_RES48531,440,-31.4103,151.9917,25,3.7,21.3,277,0.29,12.9,60,83
s32_e152_RES37416 & s32_e152_RES30554,C,461,5.75,8,5.2,5,6,17.8,s32_e152_RES37416,582,-31.5811,152.4514,46,5.3,18.4,400,0.18,28.8,s32_e152_RES30554,121,-31.515,152.4458,71,5.2,8.5,779,0.11,46.3,117,42
s32_e152_RES42351 & s32_e152_RES45916,C,588,3.32,18,4.0,5,6,2.7,s32_e152_RES42351,690,-31.6419,152.4569,27,4.0,28.6,1200,1.27,3.2,s32_e152_RES45916,102,-31.6822,152.4497,36,4.1,17.3,505,0.25,16.6,63,79
s32_e152_RES25550 & s32_e152_RES25068,C,389,3.43,11,6.2,5,6,7.4,s32_e152_RES25550,530,-31.4483,152.2422,48,6.2,29.2,700,0.64,9.8,s32_e152_RES25068,141,-31.4406,152.2881,59,6.3,17.3,312,0.2,30.9,107,46
s32_e152_RES41350 & s32_e152_RES47541,C,550,5.5,10,4.5,5,6,5.7,s32_e152_RES41350,610,-31.6294,152.4322,54,4.6,19.8,769,0.46,10.0,s32_e152_RES47541,60,-31.7044,152.4542,62,4.5,15.5,658,0.33,13.4,116,43
s32_e152_RES41024 & s32_e152_RES47664,C,550,6.05,9,4.2,5,6,5.9,s32_e152_RES41024,600,-31.6253,152.4608,35,4.2,23.8,466,0.46,9.1,s32_e152_RES47664,50,-31.7061,152.4708,78,4.3,10.4,1195,0.25,17.2,113,44
s32_e152_RES41205 & s32_e152_RES46848,C,510,6.7,8,4.7,5,6,10.4,s32_e152_RES41205,630,-31.6275,152.2292,45,4.7,21.7,312,0.29,16.0,s32_e152_RES46848,120,-31.6939,152.2817,69,4.7,11.8,343,0.15,30.1,114,43
s32_e152_RES10312 & s32_e152_RES15036,C,739,9.09,8,3.1,5,6,4.5,s32_e152_RES10312,960,-31.2619,152.1178,23,3.1,27.3,409,0.55,5.7,s32_e152_RES15036,221,-31.3125,152.2208,46,3.2,14.9,317,0.16,20.5,69,72
s32_e152_RES40365 & s32_e152_RES44403,C,375,3.17,12,6.4,5,6,8.1,s32_e152_RES40365,515,-31.6153,152.3022,54,6.6,28.5,575,0.64,10.4,s32_e152_RES44403,140,-31.6672,152.3067,74,6.4,13.8,352,0.18,35.8,128,39
s32_e152_RES38867 & s32_e152_RES38728,C,391,0.92,42,6.1,5,6,3.6,s32_e152_RES38867,591,-31.5975,152.305,41,6.2,29.1,1152,1.12,5.5,s32_e152_RES38728,200,-31.5961,152.3267,43,6.1,32.5,360,0.6,10.3,84,59
s32_e152_RES26204 & s32_e152_RES29723,C,365,2.36,15,6.6,5,6,5.0,s32_e152_RES26204,615,-31.4578,152.0394,42,6.6,49.3,317,1.19,5.6,s32_e152_RES29723,250,-31.5056,152.0403,66,6.7,19.3,141,0.14,47.3,108,46
s32_e152_RES41349 & s32_e152_RES38929,C,389,3.2,12,6.3,5,6,6.0,s32_e152_RES41349,590,-31.6294,152.3831,33,6.3,22.2,378,0.46,13.6,s32_e152_RES38929,201,-31.5981,152.3442,45,6.4,32.1,378,0.58,10.9,78,64
s32_e152_RES37342 & s32_e152_RES31327,C,473,5.43,9,5.0,5,6,6.6,s32_e152_RES37342,543,-31.5803,152.5078,49,5.0,17.5,910,0.4,12.6,s32_e152_RES31327,70,-31.5231,152.5419,76,5.1,16.1,716,0.37,13.7,125,40
s32_e152_RES38844 & s32_e152_RES32145,C,441,5.74,8,5.2,5,6,8.1,s32_e152_RES38844,532,-31.5972,152.5078,73,5.3,18.4,703,0.26,20.6,s32_e152_RES32145,91,-31.5325,152.5206,64,5.2,17.8,664,0.39,13.3,137,36
s32_e152_RES41266 & s32_e152_RES48690,C,590,7.89,7,3.9,5,6,5.7,s32_e152_RES41266,630,-31.6281,152.4536,43,4.1,26.4,663,0.62,6.6,s32_e152_RES48690,40,-31.7217,152.4733,83,3.9,7.7,902,0.1,39.8,126,39
s32_e152_RES26317 & s32_e152_RES23179,C,399,5.6,7,5.9,5,6,11.3,s32_e152_RES26317,510,-31.4594,152.2447,42,6.0,22.5,722,0.48,12.4,s32_e152_RES23179,111,-31.4125,152.3047,131,5.9,8.3,282,0.05,127.6,173,28
s32_e152_RES39040 & s32_e152_RES31647,C,500,7.48,7,4.7,5,6,6.8,s32_e152_RES39040,630,-31.5989,152.4411,63,4.7,17.3,1039,0.45,10.5,s32_e152_RES31647,130,-31.5267,152.3875,64,4.7,16.6,391,0.24,19.5,127,39
s32_e152_RES37953 & s32_e152_RES33989,C,422,7.38,6,5.8,5,6,20.9,s32_e152_RES37953,562,-31.5864,152.2592,89,6.0,12.2,827,0.15,40.1,s32_e152_RES33989,140,-31.5531,152.3369,65,5.8,14.7,471,0.13,43.6,154,32
s32_e152_RES28876 & s32_e152_RES32070,C,310,2.44,13,7.6,5,6,5.9,s32_e152_RES28876,530,-31.4931,152.0683,64,7.6,32.4,436,0.87,8.7,s32_e152_RES32070,220,-31.5317,152.0606,63,8.0,22.5,409,0.43,18.7,127,39
s32_e152_RES9512 & s32_e152_RES17736,C,721,12.1,6,3.3,5,6,5.2,s32_e152_RES9512,921,-31.2536,152.1153,29,3.3,33.0,392,0.61,5.4,s32_e152_RES17736,200,-31.3414,152.2108,45,3.5,7.9,88,0.03,126.1,74,67
s32_e152_RES815 & s32_e151_RES8964,C,539,3.07,18,4.4,5,6,2.2,s32_e152_RES815,943,-31.0414,152.0006,44,4.4,23.6,1755,0.74,5.9,s32_e151_RES8964,404,-31.0797,151.9861,19,4.5,51.0,304,1.26,3.6,63,79
s32_e152_RES40816 & s32_e152_RES48951,C,600,8.74,7,3.8,5,6,6.3,s32_e152_RES40816,650,-31.6217,152.4431,36,3.8,22.4,1293,0.58,6.6,s32_e152_RES48951,50,-31.7256,152.4531,90,4.2,5.3,343,0.03,132.7,126,39
s32_e152_RES36186 & s32_e152_RES32041,C,479,3.39,14,5.0,5,6,2.5,s32_e152_RES36186,600,-31.5708,152.3078,30,5.1,40.3,2238,1.83,2.8,s32_e152_RES32041,121,-31.5311,152.3442,58,5.0,15.7,329,0.16,30.5,88,56
s32_e152_RES36330 & s32_e152_RES32248,C,379,3.23,12,6.5,5,6,4.1,s32_e152_RES36330,540,-31.5719,152.4586,51,6.5,28.6,646,0.7,9.3,s32_e152_RES32248,161,-31.5339,152.4544,34,6.5,38.4,352,0.88,7.4,85,58
s32_e152_RES39497 & s32_e152_RES43931,C,349,5.26,7,7.0,5,6,11.8,s32_e152_RES39497,522,-31.6047,152.2753,88,7.0,12.3,114,0.06,124.3,s32_e152_RES43931,173,-31.6611,152.2953,45,7.2,25.9,317,0.55,13.0,133,37
s32_e152_RES56980 & s32_e152_RES56262,C,420,2.49,17,5.6,5,6,3.1,s32_e152_RES56980,490,-31.8578,152.0006,25,5.7,46.9,576,1.79,3.2,s32_e152_RES56262,70,-31.8422,152.0356,118,5.6,4.2,431,0.05,121.6,143,34
s32_e152_RES41267 & s32_e152_RES43414,C,449,7.51,6,5.4,5,6,10.3,s32_e152_RES41267,491,-31.6281,152.5033,44,5.4,15.7,528,0.26,20.4,s32_e152_RES43414,42,-31.6542,152.5928,83,5.8,14.1,712,0.28,20.9,127,39
s32_e152_RES17648 & s32_e152_RES18775,C,400,4.15,10,5.9,5,6,4.5,s32_e152_RES17648,530,-31.34,152.3886,33,5.9,42.2,612,1.18,5.0,s32_e152_RES18775,130,-31.3536,152.3331,93,5.9,9.4,471,0.13,45.5,126,39
s32_e152_RES42326 & s32_e152_RES49751,C,591,8.31,7,4.0,5,6,3.6,s32_e152_RES42326,631,-31.6417,152.4364,28,4.0,22.0,896,1.02,4.0,s32_e152_RES49751,40,-31.7364,152.4614,71,4.2,8.7,703,0.11,37.6,99,50
s18_e128_RES11794 & s18_e128_RES9537,C,189,1.06,18,12.5,5,6,20.4,s18_e128_RES11794,540,-17.1392,128.4242,106,12.8,16.9,667,0.29,43.6,s18_e128_RES9537,351,-17.1133,128.4278,153,12.5,23.4,302,0.32,38.5,259,19
s18_e128_RES7590 & s18_e128_RES2681,C,349,3.25,11,6.7,5,6,5.4,s18_e128_RES7590,480,-17.0919,128.7906,69,6.7,21.2,1933,0.98,6.8,s18_e128_RES2681,131,-17.0456,128.7989,73,6.7,21.8,632,0.26,25.3,142,35
s33_e150_RES42831 & s33_e150_RES39087,C,792,12.71,6,3.1,5,6,13.5,s33_e150_RES42831,1113,-32.7217,150.2253,37,3.1,11.8,955,0.23,13.8,s33_e150_RES39087,321,-32.5956,150.2717,48,3.1,2.1,114,0.01,611.9,85,58
s24_e131_RES15640 & s24_e131_RES13236,C,400,3.31,12,5.8,5,6,4.0,s24_e131_RES15640,1171,-23.6019,131.9822,45,5.8,26.6,1574,1.32,4.4,s24_e131_RES13236,771,-23.5561,131.9964,114,6.3,15.6,262,0.12,52.2,159,31
s24_e131_RES17328 & s24_e131_RES20113,C,391,5.31,7,5.9,5,6,6.5,s24_e131_RES17328,1101,-23.6239,131.6158,66,5.9,26.0,1579,0.76,7.7,s24_e131_RES20113,710,-23.6814,131.6017,364,6.6,4.2,1849,0.15,43.9,430,11
s31_e152_RES30354 & s31_e152_RES32360,C,647,5.77,11,3.7,5,6,3.6,s31_e152_RES30354,730,-30.3997,152.7267,25,3.7,30.5,1499,0.95,3.9,s31_e152_RES32360,83,-30.4381,152.7672,37,3.7,12.5,283,0.09,41.7,62,80
s31_e152_RES68707 & s31_e152_RES67417,C,636,4.02,16,3.7,5,6,2.6,s31_e152_RES68707,920,-30.9706,152.2683,35,3.7,31.9,1328,1.0,3.7,s31_e152_RES67417,284,-30.9464,152.3219,26,3.9,30.4,234,0.47,8.3,61,81
s31_e152_RES61648 & s31_e152_RES56440,C,788,10.2,8,2.9,5,6,6.7,s31_e152_RES61648,900,-30.8383,152.2303,33,2.9,16.8,662,0.42,6.9,s31_e152_RES56440,112,-30.7725,152.31,65,3.0,4.8,115,0.01,212.3,98,51
s31_e152_RES30034 & s31_e152_RES32744,C,669,6.19,11,3.7,5,6,3.6,s31_e152_RES30034,750,-30.3944,152.7139,28,3.8,22.8,1172,0.71,5.3,s31_e152_RES32744,81,-30.4453,152.7517,28,3.7,18.9,367,0.32,11.5,56,89
s31_e152_RES44176 & s31_e152_RES51631,C,792,9.23,9,3.0,5,6,3.9,s31_e152_RES44176,962,-30.6308,152.1581,36,3.1,31.5,619,0.8,3.9,s31_e152_RES51631,170,-30.7203,152.1931,56,3.0,1.0,88,0.0,727.6,92,54
s31_e152_RES13381 & s31_e152_RES11106,C,487,4.88,10,5.1,5,6,5.3,s31_e152_RES13381,590,-30.1964,152.9292,38,5.1,30.2,734,0.58,8.8,s31_e152_RES11106,103,-30.1639,152.9889,67,5.1,8.7,900,0.38,13.4,105,47
s31_e152_RES23064 & s31_e152_RES29355,C,759,9.01,8,3.0,5,6,3.9,s31_e152_RES23064,800,-30.3172,152.7697,53,3.3,20.3,553,0.25,13.2,s31_e152_RES29355,41,-30.3856,152.8514,31,3.0,17.5,1031,0.54,5.6,84,59
s31_e152_RES7017 & s31_e152_RES5549,C,456,5.22,9,5.4,5,6,7.9,s31_e152_RES7017,1122,-30.0881,152.0414,123,5.4,8.6,337,0.07,77.0,s31_e152_RES5549,666,-30.0636,152.1042,36,5.5,36.0,253,0.62,8.8,159,31
s31_e152_RES4725 & s31_e152_RES95,C,428,3.56,12,5.6,5,6,6.2,s31_e152_RES4725,940,-30.0531,152.1783,48,5.6,23.8,794,0.58,9.7,s31_e152_RES95,512,-30.0014,152.1444,43,5.6,21.8,333,0.32,17.6,91,54
s31_e152_RES26301 & s31_e152_RES21738,C,619,6.59,9,3.8,5,6,3.6,s31_e152_RES26301,1231,-30.3497,152.2422,66,3.8,13.1,469,0.15,25.0,s31_e152_RES21738,612,-30.3025,152.2881,19,3.9,44.6,288,0.92,4.2,85,58
s31_e152_RES39416 & s31_e152_RES46244,C,740,11.33,7,3.2,5,6,7.7,s31_e152_RES39416,900,-30.5686,152.3128,35,3.2,12.8,394,0.23,14.2,s31_e152_RES46244,160,-30.6594,152.4067,43,3.2,13.2,508,0.19,16.8,78,64
s31_e152_RES28914 & s31_e152_RES32267,C,670,6.6,10,3.5,5,6,2.8,s31_e152_RES28914,760,-30.3792,152.6967,52,3.5,12.5,2042,0.56,6.4,s31_e152_RES32267,90,-30.4361,152.74,25,3.5,36.0,275,0.71,4.9,77,64
s31_e152_RES26215 & s31_e152_RES22310,C,549,4.08,13,4.3,5,6,2.7,s31_e152_RES26215,1251,-30.3489,152.3353,32,4.3,28.3,669,0.83,5.2,s31_e152_RES22310,702,-30.3089,152.3069,22,4.5,40.4,288,0.83,5.4,54,92
s31_e152_RES16557 & s31_e152_RES19187,C,454,6.39,7,5.3,5,6,9.7,s31_e152_RES16557,594,-30.2356,152.9006,46,5.5,16.1,470,0.18,31.0,s31_e152_RES19187,140,-30.2697,152.9628,56,5.3,15.9,863,0.38,14.0,102,49
s31_e152_RES22808 & s31_e152_RES30542,C,506,6.91,7,4.7,5,6,6.1,s31_e152_RES22808,550,-30.3144,152.8886,36,4.7,28.1,452,0.66,7.1,s31_e152_RES30542,44,-30.4025,152.9178,67,4.7,8.6,367,0.11,41.5,103,48
s31_e152_RES61909 & s31_e152_RES55899,C,790,8.96,9,3.0,5,6,2.5,s31_e152_RES61909,930,-30.8428,152.2244,29,3.0,19.9,954,0.81,3.8,s31_e152_RES55899,140,-30.7664,152.2828,28,3.1,20.5,384,0.42,7.4,57,87
s31_e152_RES8514 & s31_e152_RES4109,C,441,6.1,7,5.2,5,6,9.2,s31_e152_RES8514,1051,-30.1156,152.08,75,5.2,14.2,218,0.11,48.4,s31_e152_RES4109,610,-30.0456,152.1089,33,5.7,39.0,249,0.5,11.4,108,46
