Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s19_e145_RES27711 & s19_e145_RES22304,B,679,8.8,8,3.4,5,18,11.2,s19_e145_RES27711,750,-18.8711,145.9356,48,3.4,11.6,419,0.18,18.8,s19_e145_RES22304,71,-18.7847,145.9594,118,3.4,6.7,1494,0.12,27.8,166,30
s19_e145_RES23264 & s19_e145_RES20026,B,560,6.27,9,4.2,5,18,7.6,s19_e145_RES23264,610,-18.8031,145.8942,51,4.2,21.7,542,0.39,10.9,s19_e145_RES20026,50,-18.7464,145.945,122,4.3,7.4,1072,0.17,24.7,173,28
s19_e145_RES25922 & s19_e145_RES22222,B,610,6.99,9,3.9,5,18,6.3,s19_e145_RES25922,690,-18.8417,145.8894,62,3.9,10.0,900,0.22,18.1,s19_e145_RES22222,80,-18.7831,145.9475,75,4.0,17.0,871,0.42,9.7,137,36
s19_e145_RES29032 & s19_e145_RES24764,B,610,6.37,10,4.0,5,18,6.0,s19_e145_RES29032,730,-18.8978,145.9825,65,4.0,13.0,448,0.18,21.7,s19_e145_RES24764,120,-18.8258,145.9978,67,4.0,13.7,1267,0.48,8.2,132,37
s19_e145_RES26971 & s19_e145_RES23550,B,611,4.88,13,3.8,5,18,4.3,s19_e145_RES26971,711,-18.8578,145.9672,40,3.8,24.7,365,0.42,9.1,s19_e145_RES23550,100,-18.8083,145.9903,71,4.0,12.6,1647,0.48,8.3,111,45
s19_e145_RES27306 & s19_e145_RES22869,B,639,6.88,9,3.6,5,18,5.0,s19_e145_RES27306,730,-18.8628,145.9283,44,3.6,18.8,596,0.32,11.4,s19_e145_RES22869,91,-18.7956,145.9603,54,3.6,15.0,1350,0.41,8.8,98,51
s19_e145_RES24007 & s19_e145_RES18532,B,582,9.33,6,4.0,5,18,14.8,s19_e145_RES24007,632,-18.8147,145.8819,53,4.0,16.4,830,0.18,22.4,s19_e145_RES18532,50,-18.7119,145.9342,146,4.4,5.1,1930,0.1,43.2,199,25
s38_e148_RES53718 & s38_e148_RES58752,B,440,4.76,9,5.6,5,18,10.5,s38_e148_RES53718,610,-37.5569,148.7067,35,5.6,24.6,436,0.43,13.1,s38_e148_RES58752,170,-37.6114,148.6747,50,5.7,14.0,197,0.11,52.6,85,58
s38_e148_RES29170 & s38_e148_RES34030,B,410,4.52,9,5.9,5,18,8.5,s38_e148_RES29170,651,-37.3392,148.6333,39,5.9,32.8,382,0.7,8.5,s38_e148_RES34030,241,-37.3781,148.6814,121,11.3,0.5,55,0.0,6454.6,160,31
s38_e148_RES21546 & s38_e149_RES28338,B,742,13.93,5,3.4,5,18,10.0,s38_e148_RES21546,982,-37.2597,148.9264,34,3.4,19.4,382,0.2,17.0,s38_e149_RES28338,240,-37.3664,149.0183,36,3.4,12.2,406,0.14,24.3,70,71
s38_e148_RES13207 & s38_e148_RES20548,B,656,8.41,8,3.7,5,18,5.2,s38_e148_RES13207,1210,-37.1678,148.0008,39,3.7,21.7,560,0.39,9.6,s38_e148_RES20548,554,-37.2461,148.0308,24,3.7,30.2,178,0.33,11.2,63,79
s28_e152_RES4795 & s28_e152_RES9052,B,401,6.37,6,5.9,5,18,23.5,s28_e152_RES4795,441,-27.0606,152.7778,84,6.2,8.3,464,0.08,78.7,s28_e152_RES9052,40,-27.1228,152.8544,138,5.9,12.3,704,0.18,33.4,222,22
s28_e152_RES4423 & s28_e152_RES704,B,290,4.66,6,8.0,5,18,29.4,s28_e152_RES4423,430,-27.0558,152.7583,105,8.1,9.9,543,0.13,62.9,s28_e152_RES704,140,-27.0092,152.7147,117,8.0,11.8,481,0.14,55.1,222,22
s28_e152_RES7488 & s28_e152_RES9496,B,432,2.28,19,5.4,5,18,5.4,s28_e152_RES7488,532,-27.1025,152.6739,45,5.4,22.8,1335,0.9,6.0,s28_e152_RES9496,100,-27.1286,152.6486,90,5.4,9.7,405,0.09,57.0,135,37
s28_e152_RES25025 & s28_e152_RES21774,B,251,3.67,7,9.6,5,18,44.9,s28_e152_RES25025,692,-27.3306,152.0786,160,9.6,8.7,689,0.11,90.9,s28_e152_RES21774,441,-27.2875,152.1214,184,9.9,12.8,384,0.11,88.8,344,14
s36_e148_RES61180 & s36_e148_RES58002,B,790,7.07,11,2.9,5,18,4.4,s36_e148_RES61180,1260,-35.6336,148.1892,33,2.9,14.0,857,0.26,10.9,s36_e148_RES58002,470,-35.5703,148.2264,22,3.0,25.9,299,0.41,7.3,55,90
s36_e148_RES60807 & s36_e148_RES57067,B,762,6.75,11,3.1,5,18,4.9,s36_e148_RES60807,1143,-35.6247,148.2256,35,3.3,15.5,876,0.27,11.9,s36_e148_RES57067,381,-35.5542,148.2383,35,3.1,15.0,618,0.37,8.5,70,71
s36_e148_RES59503 & s36_e148_RES56856,B,650,6.03,11,3.5,5,18,5.0,s36_e148_RES59503,1050,-35.5983,148.1739,59,3.5,13.6,691,0.18,19.7,s36_e148_RES56856,400,-35.5511,148.2267,23,3.8,30.2,448,0.56,6.7,82,60
s36_e148_RES42939 & s36_e148_RES41275,B,671,13.2,5,3.5,5,18,22.2,s36_e148_RES42939,1021,-35.3619,148.5606,45,3.7,4.1,137,0.02,213.8,s36_e148_RES41275,350,-35.3489,148.3992,43,3.5,13.7,275,0.14,24.7,88,56
s36_e148_RES70297 & s36_e148_RES75474,B,449,6.59,7,5.3,5,18,12.9,s36_e148_RES70297,920,-35.8231,148.1469,74,5.3,8.8,349,0.08,67.3,s36_e148_RES75474,471,-35.8964,148.1306,59,5.3,17.6,572,0.33,16.0,133,37
s36_e148_RES61547 & s36_e148_RES63521,B,511,9.11,6,4.7,5,18,25.3,s36_e148_RES61547,1231,-35.6439,148.1525,56,4.7,7.6,417,0.07,72.4,s36_e148_RES63521,720,-35.7033,148.0486,64,4.8,9.6,484,0.12,38.8,120,41
s36_e148_RES62204 & s36_e148_RES59004,B,757,9.68,8,3.1,5,18,5.0,s36_e148_RES62204,1220,-35.6631,148.1792,45,3.1,7.6,436,0.08,40.8,s36_e148_RES59004,463,-35.5875,148.2547,28,3.2,21.2,672,0.55,5.7,73,68
s36_e148_RES72705 & s36_e148_RES75102,B,460,6.18,7,5.1,5,18,9.3,s36_e148_RES72705,1020,-35.8547,148.2586,63,5.1,10.9,341,0.09,60.2,s36_e148_RES75102,560,-35.8914,148.1817,57,5.3,20.2,682,0.48,11.0,120,41
s36_e148_RES43085 & s36_e148_RES45315,B,680,10.04,7,3.5,5,18,6.1,s36_e148_RES43085,1050,-35.3631,148.5514,42,3.5,18.2,491,0.31,11.3,s36_e148_RES45315,370,-35.3811,148.4267,53,3.6,13.9,454,0.27,13.3,95,52
s36_e148_RES68336 & s36_e148_RES71388,B,430,4.41,10,5.6,5,18,7.5,s36_e148_RES68336,1050,-35.7947,148.1325,64,5.6,24.3,1207,0.62,9.0,s36_e148_RES71388,620,-35.8378,148.0506,141,5.6,9.1,734,0.12,45.8,205,24
s36_e148_RES61616 & s36_e148_RES60202,B,671,6.0,11,3.5,5,18,3.8,s36_e148_RES61616,1071,-35.6458,148.2189,40,3.6,8.6,380,0.1,34.7,s36_e148_RES60202,400,-35.6131,148.2814,27,3.5,25.7,593,0.82,4.3,67,74
s36_e148_RES63950 & s36_e148_RES63877,B,530,7.06,8,4.5,5,18,6.7,s36_e148_RES63950,1220,-35.7156,148.1353,42,4.5,23.6,1013,0.48,9.5,s36_e148_RES63877,690,-35.7131,148.0456,39,4.6,18.7,330,0.21,22.1,81,61
s36_e148_RES58354 & s36_e148_RES55809,B,310,4.33,7,7.9,5,18,15.3,s36_e148_RES58354,980,-35.5761,148.1633,74,8.0,18.3,566,0.22,36.5,s36_e148_RES55809,670,-35.5283,148.1847,44,7.9,23.1,263,0.3,26.5,118,42
s35_e149_RES30820 & s35_e150_RES9702,B,568,6.31,9,4.2,5,18,5.6,s35_e149_RES30820,780,-34.3169,149.9981,34,4.2,41.2,323,0.71,5.9,s35_e150_RES9702,212,-34.2661,150.095,92,5.1,12.2,175,0.05,106.3,126,39
s35_e149_RES15686 & s35_e149_RES11961,B,290,3.15,9,7.8,5,18,17.6,s35_e149_RES15686,870,-34.1636,149.5739,166,7.8,12.7,1277,0.25,31.4,s35_e149_RES11961,580,-34.1289,149.62,82,8.6,19.7,257,0.22,40.1,248,20
s35_e149_RES38491 & s35_e150_RES15957,B,451,7.26,6,5.4,5,18,11.0,s35_e149_RES38491,781,-34.4003,149.9556,51,5.4,19.6,296,0.24,22.9,s35_e150_RES15957,330,-34.3569,150.0333,46,5.4,23.0,225,0.26,21.0,97,51
s29_e153_RES39213 & s29_e153_RES40948,B,391,2.5,16,6.2,5,18,11.3,s29_e153_RES39213,441,-28.6942,153.1053,49,6.4,23.5,425,0.5,13.0,s29_e153_RES40948,50,-28.7331,153.0767,165,6.2,8.5,340,0.07,91.0,214,23
s29_e153_RES35108 & s29_e153_RES34967,B,360,3.28,11,6.9,5,18,15.3,s29_e153_RES35108,420,-28.6286,153.0722,43,6.9,22.0,962,0.39,17.7,s29_e153_RES34967,60,-28.6264,153.1233,115,6.9,8.8,224,0.06,114.7,158,31
s29_e153_RES4011 & s29_e153_RES2260,B,400,3.13,13,5.7,5,18,13.7,s29_e153_RES4011,531,-28.0772,153.2236,67,5.7,14.9,1511,0.31,18.1,s29_e153_RES2260,131,-28.0475,153.205,56,6.1,18.3,120,0.11,57.6,123,40
s26_e151_RES7081 & s26_e151_RES4589,B,339,2.78,12,7.2,5,18,17.3,s26_e151_RES7081,500,-25.1122,151.7267,79,7.2,14.2,846,0.32,22.6,s26_e151_RES4589,161,-25.0756,151.7367,106,7.3,14.7,260,0.1,73.3,185,27
s34_e150_RES27949 & s34_e150_RES29110,B,769,9.56,8,3.2,5,18,7.2,s34_e150_RES27949,1040,-33.7322,150.0728,25,3.2,17.9,308,0.26,12.2,s34_e150_RES29110,271,-33.7497,150.19,33,3.2,15.8,195,0.19,17.5,58,86
s34_e150_RES25747 & s34_e150_RES24779,B,472,5.7,8,5.1,5,18,8.4,s34_e150_RES25747,1072,-33.7,150.0214,82,5.3,16.5,195,0.15,36.3,s34_e150_RES24779,600,-33.6864,150.1175,47,5.1,22.7,607,0.47,10.9,129,38
s34_e150_RES24944 & s34_e150_RES26163,B,580,7.87,7,4.1,5,18,5.7,s34_e150_RES24944,1110,-33.6883,150.0483,46,4.1,16.8,1111,0.52,8.0,s34_e150_RES26163,530,-33.7056,150.1564,51,4.1,18.5,273,0.2,20.4,97,51
s34_e150_RES24465 & s34_e150_RES25305,B,611,9.87,6,3.9,5,18,7.6,s34_e150_RES24465,1111,-33.6819,150.0472,38,3.9,21.9,797,0.46,8.4,s34_e150_RES25305,500,-33.6931,150.1806,87,4.4,6.5,360,0.05,83.7,125,40
s34_e150_RES6655 & s34_e150_RES5718,B,338,3.71,9,6.9,5,18,10.4,s34_e150_RES6655,1010,-33.3225,150.1583,71,7.3,17.6,263,0.21,34.8,s34_e150_RES5718,672,-33.2881,150.125,63,6.9,24.4,469,0.47,14.8,134,37
s32_e151_RES36192 & s32_e151_RES39558,B,492,3.31,15,4.9,5,18,9.1,s32_e151_RES36192,1082,-31.3203,151.3578,43,4.9,27.2,317,0.41,12.1,s32_e151_RES39558,590,-31.3475,151.3053,67,4.9,11.5,524,0.14,35.7,110,45
s32_e151_RES56853 & s32_e151_RES50277,B,499,5.07,10,4.8,5,18,13.1,s32_e151_RES56853,1060,-31.4686,151.1858,44,4.9,19.9,260,0.18,27.7,s32_e151_RES50277,561,-31.4225,151.1336,58,4.8,15.2,431,0.19,24.7,102,49
s32_e151_RES68873 & s32_e151_RES83758,B,591,8.52,7,4.1,5,18,27.3,s32_e151_RES68873,842,-31.5428,151.7417,112,4.3,2.6,57,0.0,856.8,s32_e151_RES83758,251,-31.6294,151.7406,33,4.1,16.8,202,0.15,28.2,145,34
s32_e151_RES125072 & s32_e151_RES123174,B,440,4.05,11,5.4,5,18,14.9,s32_e151_RES125072,621,-31.8736,151.7842,47,5.7,18.9,378,0.28,20.4,s32_e151_RES123174,181,-31.8614,151.8442,80,5.4,11.1,259,0.1,54.8,127,39
s32_e151_RES94479 & s32_e151_RES103396,B,661,4.34,15,3.6,5,18,4.8,s32_e151_RES94479,1251,-31.6981,151.2728,35,3.8,18.9,1935,0.57,6.7,s32_e151_RES103396,590,-31.7517,151.2675,44,3.6,15.3,387,0.21,17.0,79,63
s32_e151_RES77168 & s32_e151_RES87271,B,490,6.66,7,4.9,5,18,16.1,s32_e151_RES77168,690,-31.5925,151.7914,54,4.9,11.4,167,0.08,63.3,s32_e151_RES87271,200,-31.6511,151.7319,46,5.0,19.1,264,0.23,21.6,100,50
s32_e151_RES42214 & s32_e151_RES43807,B,591,6.17,10,4.1,5,18,7.7,s32_e151_RES42214,1242,-31.3658,151.4281,102,4.8,16.2,203,0.12,40.3,s32_e151_RES43807,651,-31.3769,151.3553,41,4.1,18.4,524,0.43,9.5,143,34
s32_e151_RES51465 & s32_e151_RES47400,B,554,7.03,8,4.5,5,18,16.1,s32_e151_RES51465,1260,-31.4306,151.4386,107,4.5,8.0,176,0.03,144.3,s32_e151_RES47400,706,-31.4022,151.3481,31,4.5,15.0,427,0.25,18.1,138,36
s32_e151_RES123208 & s32_e151_RES126733,B,648,7.79,8,3.7,5,18,6.7,s32_e151_RES123208,1140,-31.8617,151.5461,53,3.7,19.7,255,0.18,20.5,s32_e151_RES126733,492,-31.8842,151.6428,25,3.8,28.9,264,0.38,9.9,78,64
s32_e151_RES66460 & s32_e151_RES80369,B,670,8.84,8,3.4,5,18,8.4,s32_e151_RES66460,920,-31.5292,151.6578,49,3.6,15.8,457,0.29,12.3,s32_e151_RES80369,250,-31.6117,151.6844,48,3.4,13.5,317,0.13,25.9,97,51
s32_e151_RES120561 & s32_e151_RES113797,B,549,5.82,9,4.3,5,18,8.0,s32_e151_RES120561,1290,-31.8461,151.4739,46,4.5,16.8,440,0.19,23.3,s32_e151_RES113797,741,-31.81,151.4069,44,4.3,25.8,364,0.36,12.1,90,55
s32_e151_RES56342 & s32_e151_RES68738,B,618,6.94,9,3.9,5,18,8.0,s32_e151_RES56342,1222,-31.4644,151.2925,66,4.0,10.9,2086,0.31,12.8,s32_e151_RES68738,604,-31.5422,151.3136,38,3.9,10.0,246,0.18,21.5,104,48
s32_e151_RES50469 & s32_e151_RES39351,B,632,8.14,8,3.6,5,18,7.6,s32_e151_RES50469,1192,-31.4239,151.2686,54,3.8,20.4,374,0.22,17.5,s32_e151_RES39351,560,-31.3461,151.2731,70,3.6,13.2,520,0.27,13.5,124,40
s32_e151_RES979 & s31_e151_RES76079,B,800,8.95,9,3.1,5,18,4.5,s32_e151_RES979,1220,-31.0108,151.8336,85,3.1,5.7,1010,0.13,24.1,s31_e151_RES76079,420,-30.9439,151.9203,15,3.2,34.9,296,0.57,5.5,100,50
s32_e151_RES535 & s31_e151_RES73528,B,800,10.41,8,2.9,5,18,6.5,s32_e151_RES535,1090,-31.0056,151.8964,55,2.9,10.8,1244,0.19,14.6,s31_e151_RES73528,290,-30.9183,151.9586,27,3.0,22.7,225,0.26,11.6,82,60
s32_e151_RES113347 & s32_e151_RES108278,B,529,6.11,9,4.7,5,18,7.6,s32_e151_RES113347,1161,-31.8078,151.4506,52,4.7,19.8,562,0.32,14.4,s32_e151_RES108278,632,-31.7797,151.3814,43,4.7,20.1,264,0.29,16.1,95,52
s32_e151_RES122594 & s32_e151_RES118645,B,715,10.18,7,3.4,5,18,7.5,s32_e151_RES122594,1236,-31.8581,151.4406,34,3.4,12.9,457,0.16,21.9,s32_e151_RES118645,521,-31.8364,151.3217,33,3.4,24.8,228,0.29,11.5,67,74
s32_e151_RES61106 & s32_e151_RES59186,B,384,3.42,11,6.2,5,18,8.9,s32_e151_RES61106,884,-31.4975,151.7561,50,6.2,26.2,343,0.52,12.0,s32_e151_RES59186,500,-31.485,151.8017,57,6.6,19.6,260,0.19,33.7,107,46
s32_e151_RES61150 & s32_e151_RES71680,B,719,9.72,7,3.2,5,18,7.4,s32_e151_RES61150,1260,-31.4978,151.42,47,3.3,17.6,937,0.24,13.6,s32_e151_RES71680,541,-31.5611,151.3469,40,3.2,15.5,357,0.2,16.1,87,57
s32_e151_RES37552 & s32_e151_RES48531,B,701,7.24,10,3.5,5,18,5.7,s32_e151_RES37552,1141,-31.3308,151.9969,51,3.5,12.0,1558,0.34,10.2,s32_e151_RES48531,440,-31.4103,151.9917,24,3.6,20.8,277,0.28,13.0,75,66
s32_e151_RES74249 & s32_e151_RES84296,B,691,4.31,16,3.4,5,18,3.5,s32_e151_RES74249,1062,-31.5767,151.4733,29,3.4,31.5,668,0.86,4.0,s32_e151_RES84296,371,-31.6325,151.4906,41,3.7,13.1,355,0.15,25.0,70,71
s32_e151_RES124185 & s32_e151_RES120294,B,787,10.6,7,3.1,5,18,7.0,s32_e151_RES124185,1270,-31.8675,151.4267,30,3.1,13.1,781,0.3,10.3,s32_e151_RES120294,483,-31.8444,151.3036,69,3.3,10.3,776,0.15,22.0,99,50
s32_e151_RES78213 & s32_e151_RES93134,B,590,7.21,8,4.1,5,18,7.5,s32_e151_RES78213,761,-31.5989,151.7842,35,4.1,14.7,607,0.33,12.4,s32_e151_RES93134,171,-31.6886,151.7719,80,4.2,9.5,576,0.22,19.1,115,43
s32_e151_RES46829 & s32_e151_RES41579,B,670,7.83,9,3.5,5,18,6.0,s32_e151_RES46829,1280,-31.3981,151.4264,64,3.5,13.0,1479,0.23,14.9,s32_e151_RES41579,610,-31.3608,151.3267,35,3.6,18.3,608,0.36,10.0,99,50
s32_e151_RES122051 & s32_e151_RES109943,B,732,12.61,6,3.3,5,18,9.6,s32_e151_RES122051,1242,-31.8547,151.4869,34,3.4,15.6,440,0.22,15.9,s32_e151_RES109943,510,-31.7889,151.6169,43,3.3,14.0,264,0.14,24.6,77,64
s32_e151_RES48721 & s32_e151_RES37424,B,640,8.0,8,3.7,5,18,4.8,s32_e151_RES48721,1200,-31.4119,151.2492,31,3.7,27.7,617,0.5,7.4,s32_e151_RES37424,560,-31.3297,151.2533,32,3.8,21.6,291,0.27,14.2,63,79
s32_e151_RES41466 & s32_e151_RES54151,B,720,11.89,6,3.2,5,18,7.0,s32_e151_RES41466,1260,-31.36,151.685,40,3.2,21.9,224,0.21,15.1,s32_e151_RES54151,540,-31.4486,151.7783,41,3.4,20.6,343,0.26,12.9,81,61
s32_e151_RES117084 & s32_e151_RES109474,B,649,8.77,7,3.6,5,18,5.5,s32_e151_RES117084,1230,-31.8278,151.4783,43,3.6,16.1,764,0.32,11.4,s32_e151_RES109474,581,-31.7858,151.575,37,3.8,24.5,299,0.36,10.6,80,62
s32_e151_RES60107 & s32_e151_RES73250,B,762,8.77,9,3.1,5,18,4.9,s32_e151_RES60107,1252,-31.4911,151.4156,37,3.2,12.6,804,0.19,16.9,s32_e151_RES73250,490,-31.5706,151.42,21,3.1,33.2,189,0.45,7.0,58,86
s32_e151_RES36674 & s32_e151_RES45754,B,430,5.57,8,5.4,5,18,11.3,s32_e151_RES36674,1370,-31.3236,151.6703,84,5.5,14.8,1290,0.19,29.3,s32_e151_RES45754,940,-31.3906,151.6419,52,5.4,24.4,427,0.29,18.4,136,36
s32_e151_RES62450 & s32_e151_RES67786,B,690,7.13,10,3.6,5,18,3.7,s32_e151_RES62450,1310,-31.5056,151.2158,37,3.6,20.2,1367,0.69,5.2,s32_e151_RES67786,620,-31.5369,151.3006,30,3.6,18.2,361,0.29,12.8,67,74
s32_e151_RES34243 & s32_e152_RES26011,B,789,14.95,5,3.0,5,18,11.2,s32_e151_RES34243,1090,-31.3044,151.9867,43,3.0,15.0,414,0.12,25.0,s32_e152_RES26011,301,-31.4553,152.0033,26,3.1,20.7,163,0.15,20.2,69,72
s32_e151_RES131332 & s32_e151_RES132225,B,800,8.55,9,2.9,5,18,3.5,s32_e151_RES131332,1231,-31.9206,151.3594,17,2.9,42.1,350,0.82,3.6,s32_e151_RES132225,431,-31.9286,151.2525,45,3.1,9.3,114,0.03,106.7,62,80
s32_e151_RES69160 & s32_e151_RES84988,B,511,9.85,5,4.8,5,18,18.5,s32_e151_RES69160,911,-31.5444,151.4769,29,4.9,20.0,255,0.25,19.4,s32_e151_RES84988,400,-31.6369,151.4803,44,4.8,2.9,83,0.01,394.2,73,68
s32_e151_RES38663 & s32_e151_RES56942,B,759,14.0,5,3.1,5,18,8.0,s32_e151_RES38663,1281,-31.3411,151.71,34,3.1,15.8,696,0.3,10.5,s32_e151_RES56942,522,-31.4692,151.7942,51,3.2,8.0,422,0.09,34.2,85,58
s32_e151_RES119498 & s32_e151_RES112114,B,670,8.08,8,3.4,5,18,4.3,s32_e151_RES119498,1141,-31.8408,151.5656,33,3.4,23.0,1076,0.69,4.9,s32_e151_RES112114,471,-31.8008,151.6536,30,3.7,14.3,202,0.11,33.1,63,79
s23_e149_RES22060 & s23_e149_RES20499,B,391,4.85,8,5.9,5,18,22.4,s23_e149_RES22060,471,-22.5567,149.3861,145,5.9,8.2,447,0.09,64.1,s23_e149_RES20499,80,-22.5189,149.4411,56,6.1,17.9,235,0.18,34.4,201,24
s23_e149_RES2568 & s23_e149_RES1894,B,372,2.47,15,6.4,5,18,11.0,s23_e149_RES2568,452,-22.0533,149.4081,85,6.6,11.5,928,0.2,33.4,s23_e149_RES1894,80,-22.0358,149.4428,69,6.4,21.0,452,0.39,16.3,154,32
s23_e149_RES22510 & s23_e149_RES20811,B,409,5.84,7,5.6,5,18,14.9,s23_e149_RES22510,460,-22.5675,149.3967,81,5.6,14.8,715,0.22,25.9,s23_e149_RES20811,51,-22.5272,149.4658,141,5.9,9.3,779,0.17,35.1,222,22
s23_e149_RES23734 & s23_e149_RES23579,B,358,3.92,9,6.8,5,18,11.3,s23_e149_RES23734,450,-22.595,149.4,130,7.0,7.8,594,0.17,42.2,s23_e149_RES23579,92,-22.5914,149.4547,96,6.8,14.8,712,0.44,15.5,226,22
s23_e149_RES18317 & s23_e149_RES17268,B,450,5.84,8,5.4,5,18,9.0,s23_e149_RES18317,480,-22.4594,149.3683,87,5.4,17.5,839,0.34,15.7,s23_e149_RES17268,30,-22.4311,149.4461,175,5.9,8.2,2020,0.28,20.8,262,19
s23_e149_RES1646 & s22_e149_RES23597,B,430,3.69,12,5.3,5,18,6.5,s23_e149_RES1646,470,-22.0303,149.4089,45,5.3,25.4,1350,0.61,8.7,s22_e149_RES23597,40,-21.9781,149.4194,116,5.6,12.3,505,0.21,26.4,161,31
s23_e149_RES15077 & s23_e149_RES15145,B,360,3.95,9,6.2,5,18,9.7,s23_e149_RES15077,400,-22.3614,149.3367,96,6.8,19.2,996,0.5,13.6,s23_e149_RES15145,40,-22.3639,149.3992,165,6.2,4.7,2251,0.18,34.5,261,19
s42_e148_RES6775 & s42_e148_RES7628,B,452,3.94,11,5.2,5,18,9.9,s42_e148_RES6775,602,-41.3447,148.0261,48,5.2,32.2,386,0.5,10.4,s42_e148_RES7628,150,-41.3678,148.0775,49,5.5,7.9,131,0.03,182.9,97,51
s42_e148_RES19001 & s42_e148_RES15189,B,560,7.24,8,4.2,5,18,8.9,s42_e148_RES19001,800,-41.6792,148.0689,61,4.2,14.3,1463,0.46,9.1,s42_e148_RES15189,240,-41.5969,148.0569,370,6.6,0.3,331,0.01,606.8,431,11
s42_e148_RES18503 & s42_e148_RES18267,B,652,8.95,7,3.7,5,18,5.7,s42_e148_RES18503,672,-41.6639,148.1497,40,3.8,20.4,524,0.35,10.7,s42_e148_RES18267,20,-41.6575,148.2831,50,3.7,16.7,848,0.31,12.2,90,55
s42_e148_RES6450 & s42_e148_RES5034,B,539,4.3,13,4.4,5,18,6.5,s42_e148_RES6450,660,-41.3353,148.0114,40,4.4,23.1,2177,0.67,6.5,s42_e148_RES5034,121,-41.2828,148.0425,429,28.7,3.2,108,0.01,3656.5,469,10
s42_e148_RES19401 & s42_e147_RES69219,B,530,9.73,5,4.3,5,18,12.5,s42_e148_RES19401,760,-41.6906,148.0708,53,4.3,27.7,854,0.35,12.6,s42_e147_RES69219,230,-41.63,147.9578,531,9.1,2.0,108,0.01,1289.1,584,8
s27_e152_RES46266 & s27_e152_RES43024,B,322,2.76,12,7.6,5,18,28.6,s27_e152_RES46266,502,-26.7611,152.7822,85,7.7,8.4,1125,0.17,44.7,s27_e152_RES43024,180,-26.7258,152.7714,61,7.6,17.9,120,0.1,79.5,146,34
s27_e152_RES54444 & s27_e152_RES60331,B,420,6.01,7,5.5,5,18,32.9,s27_e152_RES54444,540,-26.8375,152.7253,61,5.9,10.6,148,0.04,143.7,s27_e152_RES60331,120,-26.9233,152.7156,152,5.5,9.0,1120,0.13,42.7,213,23
s27_e152_RES27921 & s27_e152_RES25677,B,303,2.0,15,7.8,5,18,14.7,s27_e152_RES27921,450,-26.5519,152.5358,62,8.0,29.7,465,0.53,15.3,s27_e152_RES25677,147,-26.5261,152.5339,133,7.8,7.5,141,0.02,377.4,195,25
s27_e152_RES53201 & s27_e152_RES46071,B,402,5.53,7,5.8,5,18,29.2,s27_e152_RES53201,552,-26.8258,152.7189,38,5.8,6.5,289,0.05,114.8,s27_e152_RES46071,150,-26.7589,152.7178,123,6.2,12.0,416,0.16,39.2,161,31
s27_e152_RES46891 & s27_e152_RES51521,B,241,2.72,9,9.8,5,18,27.8,s27_e152_RES46891,421,-26.7681,152.8378,123,10.2,16.8,536,0.35,29.5,s27_e152_RES51521,180,-26.8086,152.8492,141,9.8,5.3,172,0.02,488.2,264,18
s27_e152_RES34503 & s27_e152_RES36365,B,242,2.34,10,9.9,5,18,45.6,s27_e152_RES34503,272,-26.6303,152.8925,135,11.4,0.2,58,0.0,4302.7,s27_e152_RES36365,30,-26.6528,152.9525,148,9.9,9.9,815,0.22,46.1,283,17
s27_e152_RES47275 & s27_e152_RES45880,B,379,4.8,8,6.5,5,18,10.9,s27_e152_RES47275,420,-26.7714,152.89,75,6.6,17.4,2324,0.51,12.7,s27_e152_RES45880,41,-26.7567,152.9564,115,6.5,6.5,873,0.08,76.3,190,26
s34_e149_RES1444 & s34_e149_RES7468,B,410,2.75,15,5.7,5,18,9.1,s34_e149_RES1444,890,-33.0103,149.5189,59,5.7,26.0,603,0.49,11.8,s34_e149_RES7468,480,-33.0497,149.5242,64,6.1,20.3,175,0.15,40.1,123,40
s34_e149_RES3865 & s33_e149_RES79385,B,250,3.32,8,9.5,5,18,33.3,s34_e149_RES3865,620,-33.0275,149.2103,126,9.5,23.7,160,0.24,40.1,s33_e149_RES79385,370,-32.9678,149.2456,103,9.6,9.8,149,0.05,198.0,229,21
s34_e149_RES367 & s34_e149_RES8941,B,379,5.91,6,6.0,5,18,15.2,s34_e149_RES367,880,-33.0028,149.5772,102,6.0,18.1,1016,0.32,19.1,s34_e149_RES8941,501,-33.0586,149.5547,70,6.6,14.9,108,0.09,75.5,172,29
s34_e149_RES98056 & s35_e149_RES851,B,320,5.78,6,7.6,5,18,29.6,s34_e149_RES98056,940,-33.9358,149.5472,117,7.6,14.6,426,0.17,44.4,s35_e149_RES851,620,-34.0064,149.5153,105,7.7,12.1,169,0.09,88.7,222,22
