Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s29_e152_RES66812 & s29_e152_RES68331,A,530,4.22,13,4.4,5,18,11.6,s29_e152_RES66812,800,-28.6614,152.1844,50,4.7,18.9,561,0.27,17.4,s29_e152_RES68331,270,-28.6728,152.2478,68,4.4,13.2,228,0.13,34.6,118,42
s21_e148_RES41668 & s21_e148_RES39862,A,519,3.57,15,4.6,5,18,13.9,s21_e148_RES41668,630,-20.8692,148.5728,55,4.7,17.2,422,0.24,19.6,s21_e148_RES39862,111,-20.8494,148.6136,67,4.6,13.7,175,0.1,47.4,122,40
s21_e148_RES31185 & s21_e148_RES29039,A,600,5.11,12,3.8,5,18,11.6,s21_e148_RES31185,670,-20.7528,148.4489,46,3.8,17.4,511,0.2,18.8,s21_e148_RES29039,70,-20.7247,148.5081,110,4.2,6.7,869,0.14,29.9,156,32
s21_e148_RES31291 & s21_e148_RES29814,A,562,5.11,11,4.2,5,18,12.6,s21_e148_RES31291,642,-20.7542,148.44,56,4.2,13.6,206,0.1,43.6,s21_e148_RES29814,80,-20.7358,148.5022,83,4.2,10.1,799,0.24,17.8,139,35
s21_e148_RES28617 & s21_e148_RES28532,A,623,3.53,18,3.8,5,18,6.5,s21_e148_RES28617,713,-20.7192,148.4281,62,3.8,16.5,659,0.28,13.7,s21_e148_RES28532,90,-20.7181,148.4872,62,3.9,13.8,948,0.32,12.3,124,40
s38_e145_RES50697 & s38_e145_RES60743,A,761,7.47,10,3.2,5,18,9.9,s38_e145_RES50697,1202,-37.4361,145.8053,24,3.2,6.0,191,0.02,130.3,s38_e145_RES60743,441,-37.5058,145.7778,22,3.2,21.9,314,0.3,10.7,46,108
s38_e145_RES49027 & s38_e145_RES37936,A,680,7.61,9,3.5,5,18,11.2,s38_e145_RES49027,900,-37.4261,145.6358,31,3.5,15.9,725,0.22,16.0,s38_e145_RES37936,220,-37.3514,145.7069,117,3.5,5.1,973,0.09,37.4,148,33
s42_e145_RES47550 & s42_e145_RES45982,A,441,2.01,22,5.5,5,18,12.1,s42_e145_RES47550,654,-41.8469,145.4803,53,5.5,22.0,1078,0.45,12.3,s42_e145_RES45982,213,-41.8167,145.4617,60,8.1,4.4,108,0.01,637.3,113,44
s42_e145_RES20966 & s42_e146_RES10421,A,269,1.45,18,9.1,5,18,80.5,s42_e145_RES20966,351,-41.2789,145.9808,100,9.1,12.4,502,0.11,80.5,s42_e146_RES10421,82,-41.2683,146.0561,145,18.8,-0.9,0,0.0,inf,245,20
s38_e147_RES38899 & s38_e147_RES49853,A,761,4.46,17,3.2,5,18,5.7,s38_e147_RES38899,1171,-37.2339,147.2244,20,3.2,31.4,215,0.4,8.1,s38_e147_RES49853,410,-37.2756,147.2689,25,3.2,21.7,148,0.16,19.4,45,111
s31_e152_RES30174 & s31_e152_RES32093,A,663,4.63,14,3.6,5,18,48.5,s31_e152_RES30174,734,-30.3964,152.7175,43,3.6,10.8,146,0.06,58.3,s31_e152_RES32093,71,-30.4331,152.6928,78,3.6,3.3,199,0.01,288.7,121,41
s31_e152_RES39826 & s31_e152_RES42312,A,580,2.38,24,4.1,5,18,15.7,s31_e152_RES39826,970,-30.5739,152.0058,58,4.1,14.1,1086,0.15,26.7,s31_e152_RES42312,390,-30.6019,152.0092,43,4.3,16.1,172,0.11,37.8,101,49
s31_e152_RES29699 & s31_e152_RES31930,A,690,3.72,19,3.4,5,18,10.0,s31_e152_RES29699,770,-30.3906,152.6864,62,3.4,11.2,628,0.26,12.9,s31_e152_RES31930,80,-30.43,152.6686,58,3.4,5.7,390,0.08,43.9,120,41
s31_e152_RES27867 & s31_e152_RES32083,A,689,7.81,9,3.4,5,18,15.2,s31_e152_RES27867,750,-30.3667,152.7197,116,3.5,8.1,738,0.15,23.1,s31_e152_RES32083,61,-30.4328,152.7631,38,3.4,11.6,168,0.08,44.7,154,32
s31_e152_RES61179 & s31_e152_RES54603,A,743,7.78,10,3.1,5,18,8.8,s31_e152_RES61179,873,-30.8308,152.2425,50,3.3,20.1,490,0.29,11.3,s31_e152_RES54603,130,-30.7506,152.2439,62,3.1,2.6,407,0.08,40.5,112,44
s31_e152_RES22806 & s31_e152_RES30399,A,763,9.26,8,3.0,5,18,23.5,s31_e152_RES22806,793,-30.3144,152.7864,38,3.0,16.7,217,0.13,24.0,s31_e152_RES30399,30,-30.4006,152.8603,325,20.3,4.4,172,0.02,1219.1,363,13
s31_e151_RES55155 & s31_e151_RES53396,A,749,6.19,12,3.1,5,18,15.1,s31_e151_RES55155,1060,-30.7172,151.8275,82,3.1,6.7,654,0.08,39.2,s31_e151_RES53396,311,-30.6953,151.9047,40,3.2,16.8,199,0.13,24.5,122,40
s31_e151_RES45921 & s31_e151_RES47316,A,569,2.56,22,4.1,5,18,7.7,s31_e151_RES45921,950,-30.5978,151.9722,40,4.1,23.6,411,0.43,9.5,s31_e151_RES47316,381,-30.6128,151.9978,49,4.3,15.2,111,0.1,41.8,89,56
s31_e151_RES77238 & s31_e151_RES73356,A,780,5.51,14,3.0,5,18,5.1,s31_e151_RES77238,1090,-30.9553,151.8794,41,3.1,16.4,450,0.27,11.3,s31_e151_RES73356,310,-30.9167,151.9425,24,3.0,22.9,234,0.33,9.3,65,76
s31_e151_RES56383 & s31_e151_RES60562,A,679,5.73,12,3.5,5,18,7.6,s31_e151_RES56383,1040,-30.7339,151.8219,46,3.5,17.8,667,0.28,12.6,s31_e151_RES60562,361,-30.7761,151.8769,34,3.5,18.2,225,0.19,18.9,80,62
s31_e151_RES55113 & s31_e151_RES58577,A,779,6.63,12,3.0,5,18,6.9,s31_e151_RES55113,1070,-30.7167,151.8528,48,3.0,11.5,1325,0.26,11.3,s31_e151_RES58577,291,-30.7556,151.9236,29,3.1,20.2,234,0.18,17.8,77,64
s37_e147_RES75661 & s37_e147_RES69201,A,653,4.26,15,3.7,5,18,10.7,s37_e147_RES75661,1183,-36.4922,147.8811,35,3.7,15.3,142,0.09,40.3,s37_e147_RES69201,530,-36.4642,147.8314,34,3.7,22.4,260,0.25,14.5,69,72
s17_e145_RES7235 & s17_e145_RES6925,A,391,2.68,15,5.8,5,18,22.9,s17_e145_RES7235,411,-16.5511,145.37,106,6.3,7.7,634,0.08,78.0,s17_e145_RES6925,20,-16.4967,145.375,130,5.8,10.2,787,0.18,32.3,236,21
s19_e145_RES29324 & s19_e146_RES2619,A,549,3.13,18,4.3,5,18,7.8,s19_e145_RES29324,731,-18.9036,145.9978,68,4.3,12.4,874,0.27,16.3,s19_e146_RES2619,182,-18.8539,146.0158,46,4.5,15.1,539,0.3,14.9,114,43
s19_e145_RES24313 & s19_e145_RES21152,A,589,6.52,9,4.0,5,18,14.7,s19_e145_RES24313,650,-18.8194,145.8931,79,4.0,12.2,538,0.12,33.4,s19_e145_RES21152,61,-18.7661,145.9478,126,4.1,8.6,1020,0.16,26.3,205,24
s19_e145_RES23065 & s19_e145_RES19601,A,530,4.92,11,4.7,5,18,25.1,s19_e145_RES23065,591,-18.7992,145.8856,63,4.7,14.3,563,0.18,26.1,s19_e145_RES19601,61,-18.7372,145.9158,135,8.2,3.2,179,0.01,677.5,198,25
s38_e148_RES13168 & s38_e148_RES16818,A,659,5.21,13,3.7,5,18,16.1,s38_e148_RES13168,1091,-37.1672,148.0433,44,3.7,11.6,228,0.09,42.1,s38_e148_RES16818,432,-37.2033,148.1056,37,3.8,19.7,160,0.14,26.1,81,61
s38_e148_RES11184 & s38_e148_RES12766,A,591,2.77,21,4.0,5,18,10.3,s38_e148_RES11184,1061,-37.1419,148.0917,42,4.0,9.5,1152,0.21,19.1,s38_e148_RES12766,470,-37.1628,148.1261,45,4.2,18.2,222,0.19,22.3,87,57
s38_e148_RES14968 & s38_e148_RES17669,A,581,6.4,9,4.3,5,18,18.8,s38_e148_RES14968,991,-37.1858,148.0319,42,4.3,10.5,154,0.05,80.9,s38_e148_RES17669,410,-37.2133,148.1242,43,4.3,19.6,449,0.17,24.6,85,58
s38_e148_RES28929 & s38_e148_RES33000,A,760,3.88,20,3.1,5,18,4.9,s38_e148_RES28929,1030,-37.3369,148.8556,28,3.2,16.7,578,0.32,10.1,s38_e148_RES33000,270,-37.3697,148.8964,32,3.1,18.9,510,0.33,9.5,60,83
s32_e151_RES68442 & s32_e151_RES79818,A,619,5.96,10,3.9,5,18,14.3,s32_e151_RES68442,890,-31.5406,151.6414,48,4.0,17.2,150,0.1,39.5,s32_e151_RES79818,271,-31.6081,151.6581,58,3.9,12.3,321,0.17,22.3,106,47
s32_e151_RES64592 & s32_e151_RES72752,A,730,5.12,14,3.3,5,18,7.7,s32_e151_RES64592,1210,-31.5183,151.4331,38,3.3,19.5,1087,0.34,9.7,s32_e151_RES72752,480,-31.5675,151.42,33,3.3,15.0,167,0.09,36.6,71,70
s32_e151_RES42318 & s32_e151_RES42209,A,571,4.39,13,4.2,5,18,11.0,s32_e151_RES42318,1202,-31.3667,151.4,73,4.2,13.3,343,0.17,25.4,s32_e151_RES42209,631,-31.3658,151.3425,41,4.4,17.7,348,0.23,19.4,114,43
s32_e151_RES46273 & s32_e151_RES36301,A,670,6.61,10,3.7,5,18,11.2,s32_e151_RES46273,1210,-31.3942,151.2533,53,3.7,19.8,427,0.23,16.1,s32_e151_RES36301,540,-31.3211,151.2531,65,3.7,10.9,392,0.1,36.3,118,42
s32_e151_RES70759 & s32_e151_RES83618,A,658,9.13,7,3.6,5,18,54.9,s32_e151_RES70759,891,-31.5547,151.7681,58,3.6,7.6,145,0.03,102.2,s32_e151_RES83618,233,-31.6286,151.7233,57,3.6,7.5,88,0.03,118.7,115,43
s32_e151_RES92140 & s32_e151_RES101766,A,688,5.13,13,3.5,5,18,7.0,s32_e151_RES92140,1310,-31.6819,151.2494,50,3.6,9.0,1586,0.3,11.9,s32_e151_RES101766,622,-31.7425,151.2525,41,3.5,14.6,347,0.2,17.0,91,54
s27_e152_RES53533 & s27_e152_RES57447,A,423,5.22,8,6.1,5,18,41.2,s27_e152_RES53533,563,-26.8294,152.6978,92,6.5,3.3,175,0.02,403.7,s27_e152_RES57447,140,-26.8742,152.6278,133,6.1,8.0,770,0.13,45.8,225,22
s27_e152_RES54445 & s27_e152_RES57563,A,411,5.55,7,6.3,5,18,79.6,s27_e152_RES54445,541,-26.8375,152.73,75,9.4,4.1,203,0.02,560.1,s27_e152_RES57563,130,-26.8761,152.7883,169,6.3,6.8,688,0.07,92.8,244,20
s38_e146_RES118569 & s38_e146_RES128420,A,733,5.51,13,3.3,5,18,6.6,s38_e146_RES118569,1183,-37.8044,146.2264,22,3.4,34.2,258,0.48,7.0,s38_e146_RES128420,450,-37.86,146.2039,29,3.3,5.0,190,0.02,146.1,51,98
s38_e146_RES112117 & s38_e146_RES126734,A,604,6.2,10,4.1,5,18,14.8,s38_e146_RES112117,1086,-37.7706,146.1944,32,4.1,8.4,135,0.03,122.5,s38_e146_RES126734,482,-37.8508,146.1919,46,4.2,19.3,283,0.25,16.9,78,64
s38_e146_RES117428 & s38_e146_RES119540,A,700,6.76,10,3.3,5,18,9.0,s38_e146_RES117428,1090,-37.7975,146.3164,28,3.5,22.1,436,0.26,13.3,s38_e146_RES119540,390,-37.8103,146.4125,34,3.3,14.7,179,0.12,27.6,62,80
s42_e146_RES22353 & s42_e146_RES19890,A,359,2.73,13,6.3,5,18,51.1,s42_e146_RES22353,513,-41.3864,146.0706,117,6.3,4.8,201,0.02,309.9,s42_e146_RES19890,154,-41.3625,146.1417,52,7.0,16.8,162,0.11,61.2,169,29
s42_e146_RES48464 & s42_e146_RES42152,A,514,4.11,13,4.5,5,18,16.3,s42_e146_RES48464,855,-41.6575,146.1731,142,4.5,3.2,216,0.02,238.9,s42_e146_RES42152,341,-41.6069,146.2161,37,4.7,22.1,208,0.27,17.5,179,27
s42_e146_RES36456 & s42_e146_RES32510,A,461,3.68,13,5.0,5,18,16.0,s42_e146_RES36456,682,-41.5311,146.0761,52,5.0,22.7,224,0.25,19.9,s42_e146_RES32510,221,-41.4817,146.1328,261,6.1,1.3,1103,0.07,81.8,313,15
s30_e152_RES11416 & s30_e152_RES13875,A,621,3.08,20,3.8,5,18,6.4,s30_e152_RES11416,1011,-29.1256,152.2719,34,3.8,21.9,521,0.58,6.6,s30_e152_RES13875,390,-29.1489,152.2419,113,5.5,8.2,143,0.03,207.7,147,34
s30_e152_RES10199 & s30_e152_RES7842,A,692,6.0,12,3.6,5,18,8.6,s30_e152_RES10199,932,-29.1128,152.2925,35,3.6,20.3,324,0.32,11.1,s30_e152_RES7842,240,-29.0875,152.355,96,4.0,8.1,293,0.11,37.6,131,38
s30_e152_RES71094 & s30_e152_RES72378,A,641,6.76,9,3.7,5,18,11.9,s30_e152_RES71094,1131,-29.9678,152.0664,54,3.7,10.8,735,0.18,20.8,s30_e152_RES72378,490,-29.9844,152.1344,39,3.9,20.7,138,0.14,27.6,93,53
s17_e144_RES10326 & s17_e144_RES7501,A,650,3.5,19,3.6,5,18,7.6,s17_e144_RES10326,1040,-16.1422,144.9817,25,3.7,25.4,246,0.38,9.6,s17_e144_RES7501,390,-16.1056,144.9442,48,3.6,14.2,152,0.1,35.8,73,68
s17_e144_RES10097 & s17_e144_RES6261,A,679,3.72,18,3.4,5,18,5.6,s17_e144_RES10097,1050,-16.1392,144.9636,38,3.5,23.1,809,0.58,6.1,s17_e144_RES6261,371,-16.0872,144.9383,49,3.4,11.8,90,0.05,73.7,87,57
s22_e148_RES3221 & s22_e148_RES11157,B,800,8.33,10,2.9,5,18,5.6,s22_e148_RES3221,920,-21.045,148.5717,39,2.9,12.4,175,0.06,52.6,s22_e148_RES11157,120,-21.1347,148.6025,43,2.9,13.1,1798,0.46,6.2,82,60
s22_e148_RES28386 & s22_e148_RES24170,B,473,5.84,8,5.0,5,18,14.7,s22_e148_RES28386,553,-21.3753,148.7236,59,5.0,20.9,296,0.28,17.9,s22_e148_RES24170,80,-21.3278,148.7844,122,5.0,6.3,662,0.06,80.2,181,27
s22_e148_RES6627 & s22_e148_RES1024,B,649,8.29,8,3.6,5,18,6.9,s22_e148_RES6627,940,-21.0803,148.4686,44,3.7,25.0,453,0.45,8.3,s22_e148_RES1024,291,-21.0131,148.3828,67,3.6,8.1,508,0.08,43.0,111,45
s22_e148_RES7915 & s22_e148_RES11430,B,740,8.46,9,3.2,5,18,4.9,s22_e148_RES7915,850,-21.0933,148.5069,32,3.4,19.5,356,0.28,12.1,s22_e148_RES11430,110,-21.1408,148.5997,79,3.2,9.1,1909,0.39,8.2,111,45
s22_e148_RES27271 & s22_e148_RES22579,B,490,6.33,8,4.7,5,18,9.5,s22_e148_RES27271,580,-21.3614,148.7158,74,4.7,13.3,797,0.43,11.0,s22_e148_RES22579,90,-21.3092,148.7594,115,5.3,9.4,387,0.08,69.1,189,26
s22_e148_RES14430 & s22_e148_RES11468,B,691,10.59,7,3.4,5,18,9.0,s22_e148_RES14430,791,-21.2039,148.5239,54,3.4,17.1,362,0.13,25.5,s22_e148_RES11468,100,-21.1417,148.6272,117,3.8,6.7,1358,0.27,13.9,171,29
s22_e148_RES26516 & s22_e148_RES20028,B,561,6.61,8,4.2,5,18,6.0,s22_e148_RES26516,672,-21.3531,148.6958,37,4.4,30.2,929,0.6,7.2,s22_e148_RES20028,111,-21.2822,148.7128,53,4.2,14.2,214,0.12,34.1,90,55
s22_e148_RES4087 & s22_e148_RES8847,B,790,9.71,8,3.0,5,18,4.6,s22_e148_RES4087,940,-21.0558,148.5653,31,3.0,13.1,385,0.13,23.5,s22_e148_RES8847,150,-21.1044,148.6553,20,3.0,27.0,379,0.52,5.8,51,98
s22_e148_RES2300 & s22_e148_RES10446,B,791,9.9,8,2.9,5,18,4.0,s22_e148_RES2300,891,-21.0303,148.5814,23,2.9,26.4,564,0.59,5.0,s22_e148_RES10446,100,-21.1242,148.6381,61,2.9,6.8,946,0.14,20.4,84,59
s22_e148_RES15795 & s22_e148_RES15929,B,620,11.17,6,3.7,5,18,8.9,s22_e148_RES15795,820,-21.2278,148.55,76,6.4,23.5,594,0.5,12.7,s22_e148_RES15929,200,-21.2297,148.6858,49,3.7,16.5,204,0.13,29.5,125,40
s20_e146_RES17660 & s20_e146_RES17857,B,450,5.18,9,5.1,5,18,11.9,s20_e146_RES17660,520,-19.48,146.5672,82,5.1,17.2,632,0.28,18.4,s20_e146_RES17857,70,-19.4856,146.6478,111,5.5,10.4,983,0.16,33.6,193,25
s20_e146_RES15382 & s20_e146_RES11483,B,470,3.69,13,5.1,5,18,8.6,s20_e146_RES15382,550,-19.4303,146.5561,88,5.1,8.9,713,0.09,59.9,s20_e146_RES11483,80,-19.3819,146.5875,80,5.2,14.1,1340,0.52,10.0,168,29
s20_e146_RES20835 & s20_e146_RES17993,B,530,5.31,10,4.4,5,18,6.2,s20_e146_RES20835,600,-19.5456,146.6086,44,4.4,21.7,362,0.38,11.5,s20_e146_RES17993,70,-19.4889,146.6481,118,4.8,11.2,2217,0.36,13.2,162,30
s20_e146_RES14616 & s20_e146_RES8269,B,490,4.75,10,4.8,5,18,8.8,s20_e146_RES14616,560,-19.4156,146.4997,137,5.2,5.2,900,0.12,42.0,s20_e146_RES8269,70,-19.3414,146.5292,143,4.8,7.6,3122,0.43,11.2,280,17
s20_e146_RES12998 & s20_e146_RES7322,B,510,5.24,10,4.5,5,18,5.9,s20_e146_RES12998,570,-19.3972,146.4914,92,4.5,10.7,1865,0.45,10.1,s20_e146_RES7322,60,-19.3244,146.5144,90,4.5,13.4,1382,0.32,13.9,182,27
s20_e146_RES15887 & s20_e146_RES9699,B,470,6.27,7,4.9,5,18,8.1,s20_e146_RES15887,550,-19.4394,146.4914,120,4.9,6.8,269,0.04,130.9,s20_e146_RES9699,80,-19.3611,146.5372,102,5.2,7.1,3444,0.61,8.6,222,22
s20_e146_RES15623 & s20_e146_RES7492,B,480,7.88,6,4.8,5,18,9.7,s20_e146_RES15623,540,-19.4342,146.5347,158,5.3,8.6,1554,0.2,26.6,s20_e146_RES7492,60,-19.3289,146.5533,161,4.8,7.8,3266,0.32,15.3,319,15
s42_e147_RES102069 & s42_e147_RES99068,B,760,6.99,11,3.0,5,18,6.3,s42_e147_RES102069,980,-41.9969,147.1886,41,3.0,18.3,1043,0.4,7.6,s42_e147_RES99068,220,-41.9692,147.2761,272,6.1,8.3,1122,0.16,37.0,313,15
s42_e147_RES100859 & s42_e147_RES96378,B,760,7.99,10,3.0,5,18,6.1,s42_e147_RES100859,970,-41.9853,147.1689,43,3.1,13.1,1237,0.41,7.5,s42_e147_RES96378,210,-41.9467,147.2714,92,3.0,6.9,791,0.09,33.8,135,37
s42_e147_RES48106 & s42_e147_RES51627,B,362,3.23,11,6.5,5,18,13.4,s42_e147_RES48106,812,-41.4411,147.6622,83,6.5,9.6,1096,0.23,28.4,s42_e147_RES51627,450,-41.4664,147.6017,100,6.8,17.2,879,0.27,25.4,183,27
s42_e147_RES25586 & s42_e147_RES25071,B,471,3.19,15,5.1,5,18,6.4,s42_e147_RES25586,611,-41.2764,147.9022,52,5.1,19.5,1105,0.38,13.5,s42_e147_RES25071,140,-41.2725,147.9731,60,5.2,20.8,440,0.42,12.2,112,44
s42_e147_RES34800 & s42_e147_RES27921,B,550,4.13,13,4.2,5,18,5.3,s42_e147_RES34800,841,-41.3536,147.6781,47,4.2,18.3,1614,0.75,5.6,s42_e147_RES27921,291,-41.2931,147.6994,84,4.3,8.7,131,0.04,99.3,131,38
s42_e147_RES28866 & s42_e147_RES18770,B,351,6.66,5,6.7,5,18,46.8,s42_e147_RES28866,491,-41.3025,147.2447,67,6.8,13.4,185,0.09,79.6,s42_e147_RES18770,140,-41.2364,147.1911,106,6.7,12.3,147,0.06,113.4,173,28
s42_e147_RES47815 & s42_e147_RES47551,B,433,2.03,21,5.6,5,18,5.0,s42_e147_RES47815,793,-41.4389,147.6861,86,5.6,17.6,571,0.24,22.8,s42_e147_RES47551,360,-41.4372,147.7186,40,5.9,20.7,779,0.93,6.3,126,39
s42_e147_RES32564 & s42_e147_RES24229,B,348,6.66,5,7.0,5,18,43.4,s42_e147_RES32564,640,-41.3306,147.5253,175,10.5,7.3,154,0.03,421.2,s42_e147_RES24229,292,-41.2667,147.4986,61,7.0,14.4,579,0.14,48.4,236,21
s42_e147_RES27529 & s42_e147_RES14098,B,400,6.43,6,6.2,5,18,12.6,s42_e147_RES27529,571,-41.2906,147.4625,45,6.2,21.9,942,0.47,13.1,s42_e147_RES14098,171,-41.2033,147.4683,99,6.2,4.2,240,0.02,345.0,144,34
s42_e147_RES34095 & s42_e147_RES25400,B,560,8.82,6,4.3,5,18,7.4,s42_e147_RES34095,832,-41.3456,147.6131,31,4.3,24.0,810,0.49,8.8,s42_e147_RES25400,272,-41.2747,147.7047,54,4.9,10.4,402,0.1,48.5,85,58
s36_e149_RES55027 & s36_e149_RES60693,B,580,8.27,7,4.2,5,18,28.1,s36_e149_RES55027,750,-35.77,149.675,81,4.2,9.5,249,0.07,63.9,s36_e149_RES60693,170,-35.8228,149.7761,62,4.3,12.3,204,0.09,50.2,143,34
s36_e149_RES39827 & s36_e149_RES40768,B,590,5.44,11,4.1,5,18,8.5,s36_e149_RES39827,760,-35.6211,149.7183,92,4.2,12.5,232,0.12,36.1,s36_e149_RES40768,170,-35.6283,149.7925,75,4.1,11.1,1746,0.37,11.2,167,29
s36_e149_RES36119 & s36_e149_RES47433,B,570,7.21,8,4.0,5,18,14.4,s36_e149_RES36119,701,-35.5864,149.8403,62,4.0,12.0,1262,0.22,17.9,s36_e149_RES47433,131,-35.6894,149.8411,62,4.1,7.8,280,0.06,73.6,124,40
s36_e149_RES71114 & s36_e149_RES71982,B,640,6.88,9,3.9,5,18,5.4,s36_e149_RES71114,1340,-35.9533,149.0486,31,3.9,19.4,1154,0.72,5.4,s36_e149_RES71982,700,-35.9642,149.1283,620,20.8,5.4,193,0.03,779.1,651,7
s36_e149_RES26056 & s36_e150_RES14355,B,530,8.27,6,4.6,5,18,12.8,s36_e149_RES26056,650,-35.4728,149.9369,104,4.8,1.6,25,0.0,2649.4,s36_e150_RES14355,120,-35.5594,150.0244,47,4.6,20.7,442,0.36,12.9,151,33
s36_e149_RES36774 & s36_e149_RES44794,B,590,8.87,7,4.0,5,18,6.6,s36_e149_RES36774,730,-35.5931,149.7142,72,4.1,10.5,589,0.42,9.8,s36_e149_RES44794,140,-35.6625,149.8128,98,4.0,7.8,1009,0.2,19.9,170,29
s36_e149_RES54478 & s36_e149_RES50991,B,600,10.7,6,3.9,5,18,10.5,s36_e149_RES54478,730,-35.7647,149.6606,50,3.9,18.0,305,0.23,17.0,s36_e149_RES50991,130,-35.7342,149.8011,59,3.9,13.2,336,0.14,27.3,109,45
s36_e149_RES29837 & s36_e150_RES14687,B,608,10.11,6,3.9,5,18,8.8,s36_e149_RES29837,690,-35.5131,149.9461,36,3.9,24.9,663,0.41,9.5,s36_e150_RES14687,82,-35.5778,150.0669,53,4.0,6.0,280,0.04,108.5,89,56
