Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s22_e148_RES6799 & s22_e148_RES11495,A,699,4.45,16,10.5,15,18,14.2,s22_e148_RES6799,860,-21.0822,148.5194,171,10.8,16.9,235,0.16,66.6,s22_e148_RES11495,161,-21.1422,148.5431,106,10.5,19.5,619,0.58,18.0,277,54
s22_e148_RES9448 & s22_e148_RES11320,A,722,4.43,16,9.9,15,18,8.7,s22_e148_RES9448,852,-21.1119,148.5061,125,9.9,20.2,632,0.26,38.0,s22_e148_RES11320,130,-21.1378,148.5675,129,10.2,20.1,1142,0.9,11.3,254,59
s22_e148_RES3221 & s22_e148_RES7716,A,800,6.21,13,9.0,15,18,8.5,s22_e148_RES3221,920,-21.045,148.5717,83,9.3,22.6,854,0.39,23.6,s22_e148_RES7716,120,-21.0911,148.6353,97,9.0,18.1,1088,0.68,13.3,180,83
s22_e148_RES5478 & s22_e148_RES10309,A,769,4.06,19,9.0,15,18,5.4,s22_e148_RES5478,910,-21.0697,148.5506,67,9.6,23.2,726,0.51,18.8,s22_e148_RES10309,141,-21.1222,148.5758,72,9.0,24.4,1021,1.19,7.5,139,107
s22_e148_RES28386 & s22_e148_RES24170,A,473,5.62,8,14.8,15,18,13.6,s22_e148_RES28386,553,-21.3753,148.7236,137,15.1,30.9,1079,0.83,18.3,s22_e148_RES24170,80,-21.3278,148.7844,202,14.8,12.0,755,0.28,53.2,339,44
s22_e148_RES14430 & s22_e148_RES11468,A,691,9.87,7,10.3,15,18,10.0,s22_e148_RES14430,791,-21.2039,148.5239,123,10.3,25.1,605,0.41,25.1,s22_e148_RES11468,100,-21.1417,148.6272,204,10.5,10.6,1742,0.63,16.5,327,45
s22_e148_RES6627 & s22_e148_RES1024,A,649,6.84,9,10.8,15,18,6.4,s22_e148_RES6627,940,-21.0803,148.4686,84,10.8,35.1,2393,1.37,7.8,s22_e148_RES1024,291,-21.0131,148.3828,145,11.5,15.2,687,0.34,34.3,229,65
s22_e148_RES7915 & s22_e148_RES11269,A,729,6.72,11,9.8,15,18,4.6,s22_e148_RES7915,850,-21.0933,148.5069,68,9.9,32.2,858,0.96,10.4,s22_e148_RES11269,121,-21.1367,148.5831,126,9.8,15.3,2137,1.18,8.3,194,77
s20_e146_RES17660 & s20_e146_RES17857,A,450,4.22,11,15.9,15,18,10.6,s20_e146_RES17660,520,-19.48,146.5672,161,15.9,26.1,1743,0.98,16.2,s20_e146_RES17857,70,-19.4856,146.6478,265,15.9,16.0,1400,0.52,30.6,426,35
s20_e146_RES14616 & s20_e146_RES7322,A,500,5.54,9,14.0,15,18,9.9,s20_e146_RES14616,560,-19.4156,146.4997,233,14.0,9.8,1865,0.39,35.4,s20_e146_RES7322,60,-19.3244,146.5144,211,14.9,19.9,3158,1.09,13.7,444,33
s20_e146_RES20835 & s20_e146_RES17993,A,530,4.68,11,13.1,15,18,6.0,s20_e146_RES20835,600,-19.5456,146.6086,92,13.1,34.4,661,1.13,11.7,s20_e146_RES17993,70,-19.4889,146.6481,209,13.7,16.5,3909,1.12,12.2,301,49
s20_e146_RES15851 & s20_e146_RES11483,A,460,3.81,12,15.0,15,18,6.8,s20_e146_RES15851,540,-19.4383,146.5336,267,16.2,10.9,2317,0.6,27.0,s20_e146_RES11483,80,-19.3819,146.5875,132,15.0,22.8,1907,1.66,9.0,399,37
s20_e146_RES15623 & s20_e146_RES8269,A,470,5.08,9,14.8,15,18,7.8,s20_e146_RES15623,540,-19.4342,146.5347,339,14.8,12.2,2152,0.52,28.3,s20_e146_RES8269,70,-19.3414,146.5292,282,15.7,12.4,6946,1.46,10.8,621,24
s42_e147_RES41535 & s42_e147_RES36087,A,641,6.59,10,10.8,15,18,8.7,s42_e147_RES41535,1011,-41.4,147.3897,117,11.5,20.0,3527,1.26,9.1,s42_e147_RES36087,370,-41.3639,147.3142,221,10.8,7.0,687,0.06,170.0,338,44
s42_e147_RES102069 & s42_e147_RES99068,A,760,6.73,11,9.2,15,18,5.8,s42_e147_RES102069,980,-41.9969,147.1886,73,9.2,28.0,1511,1.37,6.8,s42_e147_RES99068,220,-41.9692,147.2761,335,10.0,9.6,1122,0.24,41.0,408,36
s42_e147_RES47384 & s42_e147_RES51627,A,350,2.66,13,19.7,15,18,12.6,s42_e147_RES47384,800,-41.4361,147.6797,214,21.4,21.5,1080,0.68,31.3,s42_e147_RES51627,450,-41.4664,147.6017,193,19.7,25.5,1358,0.93,21.2,407,36
s42_e147_RES33650 & s42_e148_RES5034,A,580,4.01,14,12.5,15,18,7.8,s42_e147_RES33650,701,-41.3411,147.9517,101,12.5,29.0,2996,1.61,7.8,s42_e148_RES5034,121,-41.2828,148.0425,429,29.3,3.3,108,0.01,3737.4,530,28
s42_e147_RES73552 & s42_e147_RES74239,A,452,8.1,6,15.6,15,18,19.3,s42_e147_RES73552,702,-41.6864,147.6769,226,15.6,21.2,701,0.36,43.0,s42_e147_RES74239,250,-41.6967,147.5436,195,15.9,20.7,493,0.46,34.9,421,35
s42_e147_RES100859 & s42_e147_RES95054,A,770,7.59,10,9.1,15,18,3.9,s42_e147_RES100859,970,-41.9853,147.1689,65,9.1,23.4,1960,1.68,5.5,s42_e147_RES95054,200,-41.9361,147.2656,201,9.1,16.0,2783,0.63,14.3,266,56
s42_e147_RES30786 & s42_e147_RES13239,A,417,8.56,5,16.9,15,18,19.1,s42_e147_RES30786,570,-41.3178,147.4628,244,16.9,10.0,324,0.07,249.7,s42_e147_RES13239,153,-41.1956,147.4703,186,17.3,26.4,1005,0.84,20.7,430,34
s42_e147_RES37437 & s42_e147_RES27921,A,511,7.88,6,14.2,15,18,8.4,s42_e147_RES37437,802,-41.3731,147.7706,157,14.2,16.2,3126,1.52,9.3,s42_e147_RES27921,291,-41.2931,147.6994,165,14.7,17.0,294,0.18,83.4,322,46
s36_e149_RES39827 & s36_e149_RES47433,A,629,7.81,8,11.1,15,18,29.4,s36_e149_RES39827,760,-35.6211,149.7183,172,11.1,17.5,400,0.25,45.1,s36_e149_RES47433,131,-35.6894,149.8411,175,11.2,11.9,372,0.13,84.3,347,43
s36_e149_RES55027 & s36_e149_RES60693,A,580,8.02,7,12.1,15,18,24.3,s36_e149_RES55027,750,-35.77,149.675,142,12.1,16.4,503,0.24,50.5,s36_e149_RES60693,170,-35.8228,149.7761,127,12.7,20.5,465,0.27,46.7,269,55
s36_e149_RES26056 & s36_e150_RES14510,A,550,8.34,7,13.2,15,18,13.2,s36_e149_RES26056,650,-35.4728,149.9369,235,13.6,5.5,106,0.01,1166.8,s36_e150_RES14510,100,-35.5656,150.0425,89,13.2,36.1,409,0.99,13.3,324,46
s36_e149_RES36774 & s36_e149_RES41428,A,570,5.37,11,12.3,15,18,6.2,s36_e149_RES36774,730,-35.5931,149.7142,175,12.3,17.1,832,0.91,13.6,s36_e149_RES41428,160,-35.6353,149.7978,156,12.6,21.8,2723,1.1,11.5,331,45
s37_e148_RES35128 & s37_e148_RES40073,A,470,5.7,8,15.0,15,18,10.1,s37_e148_RES35128,1190,-36.5758,148.495,251,15.2,18.2,754,0.33,45.9,s37_e148_RES40073,720,-36.6269,148.5556,88,15.0,43.0,576,1.16,13.0,339,44
s35_e150_RES32201 & s35_e150_RES32917,A,650,5.82,11,11.3,15,18,11.3,s35_e150_RES32201,690,-34.5625,150.6025,102,11.3,10.4,561,0.18,61.6,s35_e150_RES32917,40,-34.5775,150.7083,121,11.3,19.6,1015,0.81,13.8,223,67
s35_e150_RES36273 & s35_e150_RES42475,A,531,5.5,10,13.6,15,18,15.4,s35_e150_RES36273,631,-34.6222,150.5764,192,13.6,10.4,1100,0.29,47.4,s35_e150_RES42475,100,-34.6989,150.5981,127,14.1,19.1,588,0.61,22.9,319,47
s35_e150_RES13785 & s35_e150_RES9702,A,598,4.78,12,12.1,15,18,7.4,s35_e150_RES13785,810,-34.3272,150.0242,68,12.1,36.9,1677,1.51,8.0,s35_e150_RES9702,212,-34.2661,150.095,144,12.4,17.9,231,0.12,100.2,212,70
s35_e150_RES35162 & s35_e150_RES32848,A,561,5.05,11,12.3,15,18,6.6,s35_e150_RES35162,581,-34.6078,150.6536,139,12.3,16.0,2750,1.22,10.1,s35_e150_RES32848,20,-34.5758,150.7403,159,12.6,18.1,979,0.66,19.2,298,50
s37_e149_RES45232 & s37_e149_RES44455,A,762,6.53,12,9.6,15,18,16.0,s37_e149_RES45232,962,-36.6217,149.4361,86,9.6,15.4,927,0.31,31.2,s37_e149_RES44455,200,-36.6119,149.5417,131,9.6,15.4,575,0.29,32.9,217,69
s37_e149_RES38430 & s37_e149_RES42000,A,788,8.54,9,9.3,15,18,16.7,s37_e149_RES38430,1080,-36.5228,149.4722,84,9.3,14.0,792,0.24,38.8,s37_e149_RES42000,292,-36.5822,149.5558,73,9.4,22.8,272,0.32,29.2,157,95
s37_e149_RES41200 & s37_e149_RES44719,A,771,6.77,11,9.0,15,18,4.9,s37_e149_RES41200,991,-36.5708,149.4364,71,9.2,32.3,433,0.83,11.1,s37_e149_RES44719,220,-36.6153,149.5086,72,9.0,26.9,624,1.02,8.8,143,104
s37_e149_RES59546 & s37_e149_RES57946,A,679,9.21,7,10.5,15,18,10.7,s37_e149_RES59546,860,-36.8131,149.4614,107,10.8,19.6,729,0.37,29.1,s37_e149_RES57946,181,-36.7897,149.6003,87,10.5,23.7,686,0.62,16.8,194,77
s37_e149_RES46346 & s37_e149_RES47170,A,682,6.85,10,10.4,15,18,7.2,s37_e149_RES46346,892,-36.6342,149.4464,79,10.9,31.6,742,0.91,12.0,s37_e149_RES47170,210,-36.6431,149.5492,125,10.4,24.1,828,0.58,17.9,204,73
s37_e149_RES63051 & s37_e149_RES69807,A,612,10.43,6,11.4,15,18,25.2,s37_e149_RES63051,792,-36.8619,149.4167,334,11.4,3.9,624,0.05,249.0,s37_e149_RES69807,180,-36.9461,149.5406,142,12.0,19.6,1061,0.43,28.1,476,31
s37_e149_RES40711 & s37_e149_RES47106,A,790,11.13,7,8.9,15,18,7.7,s37_e149_RES40711,1031,-36.5628,149.4264,96,9.2,20.5,396,0.36,25.3,s37_e149_RES47106,241,-36.6425,149.5233,85,8.9,28.2,716,0.8,11.2,181,82
s37_e149_RES61332 & s37_e149_RES67904,A,590,8.06,7,12.0,15,18,9.6,s37_e149_RES61332,800,-36.8397,149.4475,200,12.0,10.3,908,0.17,68.7,s37_e149_RES67904,210,-36.9228,149.5064,99,12.4,29.6,778,1.11,11.2,299,50
s37_e149_RES13060 & s37_e149_RES14225,A,780,14.02,6,9.2,15,18,10.2,s37_e149_RES13060,952,-36.1331,149.5444,59,9.4,31.4,464,0.67,14.1,s37_e149_RES14225,172,-36.1436,149.7192,105,9.2,10.7,725,0.25,36.7,164,91
s37_e149_RES42319 & s37_e149_RES43746,A,800,9.81,8,8.9,15,18,5.3,s37_e149_RES42319,1020,-36.5872,149.4072,58,9.1,26.8,1064,0.66,13.9,s37_e149_RES43746,220,-36.6039,149.5272,70,8.9,28.7,1503,1.03,8.7,128,117
s37_e149_RES61123 & s37_e149_RES56623,A,651,10.75,6,11.0,15,18,8.4,s37_e149_RES61123,811,-36.8367,149.4806,87,11.0,22.0,716,0.86,12.8,s37_e149_RES56623,160,-36.7675,149.6222,118,11.2,18.2,896,0.46,24.2,205,73
s37_e149_RES37135 & s37_e149_RES43905,A,800,9.02,9,8.6,15,18,3.7,s37_e149_RES37135,1060,-36.4964,149.4181,166,8.6,12.7,613,0.35,24.5,s37_e149_RES43905,260,-36.6056,149.4925,52,9.1,41.0,773,2.11,4.3,218,68
s37_e149_RES46187 & s37_e149_RES52313,A,253,4.34,6,28.3,15,18,29.2,s37_e149_RES46187,943,-36.6328,149.0303,347,28.3,7.9,1644,0.18,157.3,s37_e149_RES52313,690,-36.7075,149.0481,255,29.8,29.1,655,0.83,35.8,602,24
s30_e150_RES35740 & s30_e150_RES34860,A,243,5.02,5,28.4,15,18,72.1,s30_e150_RES35740,603,-29.7986,150.845,314,30.4,19.1,288,0.12,246.9,s30_e150_RES34860,360,-29.7839,150.7631,417,28.4,17.2,712,0.28,101.9,731,20
s43_e147_RES65022 & s43_e147_RES63345,A,570,5.8,10,12.6,15,18,7.4,s43_e147_RES65022,650,-42.6714,147.0575,62,12.6,41.7,664,1.67,7.5,s43_e147_RES63345,80,-42.6564,147.135,232,14.7,12.1,99,0.05,302.9,294,51
s43_e147_RES13534 & s43_e147_RES7889,A,499,9.59,5,14.4,15,18,119.3,s43_e147_RES13534,740,-42.1667,147.2503,166,14.4,10.5,415,0.1,146.0,s43_e147_RES7889,241,-42.0914,147.35,281,14.8,4.9,261,0.02,652.8,447,33
s43_e147_RES34 & s42_e147_RES99068,A,750,6.89,11,9.2,15,18,4.8,s43_e147_RES34,970,-42.0008,147.1889,76,9.2,33.0,1312,1.7,5.4,s42_e147_RES99068,220,-41.9692,147.2761,335,10.0,9.6,1122,0.24,41.1,411,36
s43_e147_RES12754 & s43_e147_RES9819,A,600,11.89,5,11.8,15,18,19.9,s43_e147_RES12754,820,-42.1575,147.1983,175,12.2,8.7,431,0.09,141.4,s43_e147_RES9819,220,-42.1178,147.3767,356,11.8,9.6,3413,0.51,23.2,531,28
s43_e147_RES1319 & s42_e147_RES101915,A,600,10.81,6,11.7,15,18,15.7,s43_e147_RES1319,830,-42.0169,147.1417,152,11.7,14.4,944,0.43,27.3,s42_e147_RES101915,230,-41.9953,147.2956,207,12.0,8.3,1865,0.33,36.7,359,41
s43_e147_RES31896 & s43_e147_RES37442,A,210,2.88,7,35.7,15,18,34.8,s43_e147_RES31896,441,-42.3717,147.1014,399,35.8,12.0,2033,0.34,104.7,s43_e147_RES37442,231,-42.4306,147.1433,368,35.7,19.8,856,0.68,52.2,767,19
s43_e147_RES16587 & s43_e147_RES11112,A,498,7.09,7,14.3,15,18,8.3,s43_e147_RES16587,730,-42.2008,147.2606,190,14.3,10.8,1480,0.28,50.3,s43_e147_RES11112,232,-42.1356,147.3558,154,14.3,20.9,1502,1.44,9.9,344,43
s29_e152_RES67203 & s29_e152_RES73560,A,500,4.96,10,14.4,15,18,18.8,s29_e152_RES67203,881,-28.6642,152.1378,248,14.4,16.4,174,0.12,125.0,s29_e152_RES73560,381,-28.7236,152.1867,100,15.1,41.1,236,0.69,22.1,348,43
s29_e152_RES64972 & s29_e152_RES68331,A,542,6.12,9,13.7,15,18,17.5,s29_e152_RES64972,812,-28.6439,152.1739,167,13.9,22.5,877,0.4,34.4,s29_e152_RES68331,270,-28.6728,152.2478,137,13.7,22.1,317,0.38,35.6,304,49
s29_e152_RES71847 & s29_e152_RES70466,A,580,6.43,9,12.6,15,18,13.8,s29_e152_RES71847,900,-28.7067,152.1286,220,12.8,16.6,1167,0.46,27.8,s29_e152_RES70466,320,-28.6917,152.2053,77,12.6,31.6,224,0.46,27.3,297,50
s29_e152_RES66812 & s29_e152_RES64721,A,550,5.78,10,13.6,15,18,9.8,s29_e152_RES66812,800,-28.6614,152.1844,85,13.6,30.8,1314,1.14,11.9,s29_e152_RES64721,250,-28.6417,152.2714,221,14.4,14.2,348,0.26,55.0,306,49
s29_e152_RES74967 & s29_e152_RES77578,A,440,5.49,8,16.6,15,18,11.8,s29_e152_RES74967,920,-28.7361,152.0997,272,16.7,9.6,583,0.17,95.7,s29_e152_RES77578,480,-28.7603,152.1686,97,16.6,40.6,757,1.24,13.4,369,40
s29_e152_RES27411 & s29_e152_RES16980,A,507,9.57,5,14.6,15,18,26.2,s29_e152_RES27411,720,-28.2678,152.4539,125,14.9,14.1,597,0.26,56.6,s29_e152_RES16980,213,-28.1686,152.5564,162,14.6,19.4,426,0.3,48.6,287,52
s29_e152_RES61557 & s29_e152_RES61954,A,610,10.84,6,11.3,15,18,10.0,s29_e152_RES61557,880,-28.6133,152.1381,108,11.3,23.3,873,0.82,13.8,s29_e152_RES61954,270,-28.6169,152.2592,114,11.3,24.5,248,0.32,35.6,222,67
s29_e152_RES94055 & s29_e152_RES89732,A,410,5.58,7,17.5,15,18,10.8,s29_e152_RES94055,550,-28.9717,152.4178,132,17.5,38.7,536,1.03,17.1,s29_e152_RES89732,140,-28.9211,152.5117,148,17.7,25.3,509,0.6,29.6,280,53
s31_e150_RES62729 & s31_e150_RES62649,A,400,4.68,9,17.4,15,18,9.5,s31_e150_RES62729,810,-30.6425,150.9556,98,17.5,53.0,602,1.56,11.2,s31_e150_RES62649,410,-30.6417,150.8942,230,17.4,12.6,525,0.28,62.5,328,45
s21_e148_RES31291 & s21_e148_RES29039,A,572,5.55,10,12.2,15,18,16.3,s21_e148_RES31291,642,-20.7542,148.44,116,12.2,23.1,564,0.35,35.2,s21_e148_RES29039,70,-20.7247,148.5081,208,13.0,11.8,1048,0.43,30.5,324,46
s21_e148_RES41430 & s21_e148_RES39862,A,480,3.52,14,14.7,15,18,10.0,s21_e148_RES41430,591,-20.8669,148.5683,93,14.7,44.9,364,1.15,12.8,s21_e148_RES39862,111,-20.8494,148.6136,146,15.0,23.6,348,0.33,44.9,239,62
s21_e148_RES28617 & s21_e148_RES28532,A,623,3.26,19,11.1,15,18,5.5,s21_e148_RES28617,713,-20.7192,148.4281,106,11.1,24.6,2010,0.97,11.4,s21_e148_RES28532,90,-20.7181,148.4872,126,11.3,21.2,1819,1.05,10.8,232,64
s21_e148_RES31185 & s21_e148_RES26338,A,620,7.86,8,11.3,15,18,7.9,s21_e148_RES31185,670,-20.7528,148.4489,78,11.6,29.4,1353,0.99,11.7,s21_e148_RES26338,50,-20.6922,148.5308,255,11.3,11.8,1809,0.47,24.0,333,45
s21_e148_RES34230 & s21_e148_RES32773,A,600,7.58,8,11.5,15,18,7.5,s21_e148_RES34230,690,-20.7858,148.46,77,11.5,35.0,622,1.25,9.3,s21_e148_RES32773,90,-20.7711,148.5561,174,12.3,14.3,599,0.32,38.5,251,59
s21_e148_RES31909 & s21_e148_RES30119,A,580,6.44,9,12.0,15,18,5.4,s21_e148_RES31909,670,-20.7622,148.4544,104,12.0,27.9,1463,1.41,8.5,s21_e148_RES30119,90,-20.7403,148.5336,120,12.0,22.6,857,0.81,14.8,224,66
s38_e145_RES49658 & s38_e145_RES60743,A,692,7.52,9,10.8,15,18,7.3,s38_e145_RES49658,1133,-37.43,145.8256,90,10.8,14.3,522,0.2,53.7,s38_e145_RES60743,441,-37.5058,145.7778,55,10.9,40.4,425,1.3,8.4,145,103
s38_e145_RES42646 & s38_e145_RES30524,A,660,7.48,9,11.0,15,18,7.5,s38_e145_RES42646,970,-37.3806,145.8869,91,11.1,20.1,215,0.19,60.0,s38_e145_RES30524,310,-37.3039,145.8469,54,11.0,39.0,535,1.28,8.6,145,103
s38_e145_RES49541 & s38_e145_RES55251,A,761,9.96,8,9.3,15,18,7.3,s38_e145_RES49541,1081,-37.4292,145.8528,81,9.6,17.8,331,0.48,20.1,s38_e145_RES55251,320,-37.4664,145.7356,80,9.3,22.9,689,0.81,11.5,161,93
s38_e145_RES67024 & s38_e145_RES74635,A,630,10.45,6,11.1,15,18,12.4,s38_e145_RES67024,710,-37.5569,145.5578,66,11.8,28.7,239,0.47,24.9,s38_e145_RES74635,80,-37.6586,145.4664,116,11.1,21.7,478,0.45,24.6,182,82
s38_e145_RES44656 & s38_e145_RES37936,A,791,9.19,9,9.2,15,18,5.2,s38_e145_RES44656,1011,-37.3958,145.8111,58,9.3,38.0,843,1.51,6.2,s38_e145_RES37936,220,-37.3514,145.7069,184,9.2,8.8,1557,0.28,32.5,242,61
s38_e145_RES95381 & s38_e145_RES98522,A,510,3.6,14,14.5,15,18,5.9,s38_e145_RES95381,670,-37.9022,145.7922,48,14.5,50.3,331,1.48,9.7,s38_e145_RES98522,160,-37.9342,145.7461,66,14.6,39.1,403,0.97,15.1,114,131
s38_e145_RES84829 & s38_e145_RES94944,A,449,8.43,5,16.2,15,18,28.5,s38_e145_RES84829,710,-37.7917,145.8856,126,16.2,23.8,588,0.55,29.2,s38_e145_RES94944,261,-37.8978,145.9625,173,16.2,3.8,135,0.01,1140.2,299,50
s38_e145_RES45083 & s38_e146_RES44997,A,780,10.18,8,9.5,15,18,4.8,s38_e145_RES45083,1131,-37.3992,145.9022,56,9.5,30.1,1175,1.24,7.6,s38_e146_RES44997,351,-37.3839,146.0417,69,9.5,32.0,376,0.75,12.6,125,120
s38_e145_RES54454 & s38_e146_RES49959,A,667,9.67,7,11.2,15,18,6.3,s38_e145_RES54454,1100,-37.4606,145.9008,66,11.2,35.5,486,0.87,12.8,s38_e146_RES49959,433,-37.4158,146.0211,59,11.2,39.8,321,0.91,12.3,125,120
s38_e145_RES65852 & s38_e145_RES65076,A,510,8.24,6,14.2,15,18,9.5,s38_e145_RES65852,861,-37.5469,145.7953,120,14.5,32.3,443,0.73,19.7,s38_e145_RES65076,351,-37.5397,145.6928,126,14.2,22.7,1433,0.77,18.4,246,60
s38_e145_RES42072 & s38_e145_RES35319,A,789,5.66,14,8.8,15,18,3.1,s38_e145_RES42072,1030,-37.3764,145.8064,49,8.8,45.3,750,1.81,4.9,s38_e145_RES35319,241,-37.3356,145.7317,87,9.1,24.9,986,1.04,8.7,136,110
s38_e145_RES89533 & s38_e145_RES93712,A,349,2.59,13,20.9,15,18,9.6,s38_e145_RES89533,660,-37.8414,145.8528,160,20.9,28.7,1835,1.57,13.3,s38_e145_RES93712,311,-37.8831,145.8839,214,21.5,19.4,1358,0.63,34.2,374,40
s38_e145_RES87117 & s38_e145_RES90825,A,521,5.88,9,14.1,15,18,6.3,s38_e145_RES87117,812,-37.8147,145.9197,60,14.1,59.4,803,2.19,6.5,s38_e145_RES90825,291,-37.8539,145.9992,87,14.1,6.1,270,0.05,257.4,147,102
s38_e145_RES9435 & s38_e145_RES13143,A,352,3.04,12,19.9,15,18,9.3,s38_e145_RES9435,533,-37.1069,145.5633,129,20.9,34.1,1258,1.3,16.1,s38_e145_RES13143,181,-37.1336,145.5861,271,19.9,15.7,1516,0.91,21.9,400,37
s38_e145_RES50216 & s38_e145_RES61993,A,739,10.52,7,9.9,15,18,5.3,s38_e145_RES50216,1191,-37.4336,145.8025,61,9.9,28.4,2282,1.03,9.6,s38_e145_RES61993,452,-37.5147,145.7319,72,10.1,29.0,639,0.84,12.0,133,112
s17_e127_RES9029 & s17_e127_RES7399,A,310,5.56,6,23.2,15,18,34.8,s17_e127_RES9029,491,-16.2822,127.8539,146,23.7,27.7,486,0.35,67.2,s17_e127_RES7399,181,-16.2222,127.8164,326,23.2,13.8,661,0.32,72.1,472,31
s17_e127_RES20672 & s17_e127_RES19864,A,194,1.37,14,36.1,15,18,29.5,s17_e127_RES20672,464,-16.6111,127.9067,407,37.1,26.1,1158,0.54,69.1,s17_e127_RES19864,270,-16.5833,127.9403,376,36.1,31.9,787,0.7,51.5,783,19
s42_e145_RES50653 & s43_e145_RES2611,A,400,7.37,5,17.8,15,18,30.9,s42_e145_RES50653,651,-41.9917,145.5708,166,18.5,17.9,400,0.26,71.8,s43_e145_RES2611,251,-42.0733,145.635,140,17.8,24.2,261,0.33,54.2,306,49
s42_e145_RES34760 & s42_e146_RES32415,A,553,10.18,5,13.0,15,18,15.7,s42_e145_RES34760,740,-41.535,145.9972,143,13.0,22.8,231,0.29,45.1,s42_e146_RES32415,187,-41.4806,146.1331,278,13.0,37.7,1188,0.54,24.1,421,35
s42_e145_RES47550 & s42_e145_RES45982,A,441,1.84,24,16.4,15,18,6.6,s42_e145_RES47550,654,-41.8469,145.4803,85,16.4,36.3,2348,2.37,6.9,s42_e145_RES45982,213,-41.8167,145.4617,96,17.0,15.6,154,0.12,143.0,181,82
s42_e145_RES20966 & s42_e146_RES10421,A,269,1.59,17,27.1,15,18,22.5,s42_e145_RES20966,351,-41.2789,145.9808,166,27.1,25.2,2287,1.2,22.5,s42_e146_RES10421,82,-41.2683,146.0561,706,67.3,0.2,23,0.0,66270.9,872,17
s38_e147_RES50343 & s38_e147_RES49853,A,784,4.81,16,9.0,15,18,5.0,s38_e147_RES50343,1194,-37.2775,147.1919,63,9.0,38.0,1003,1.3,6.9,s38_e147_RES49853,410,-37.2756,147.2689,53,9.5,37.1,210,0.52,18.3,116,129
s38_e147_RES25685 & s38_e147_RES24383,A,459,4.4,10,15.2,15,18,11.4,s38_e147_RES25685,1160,-37.1756,147.4844,120,15.5,36.4,444,0.77,20.0,s38_e147_RES24383,701,-37.1681,147.5647,169,15.2,24.5,721,0.58,26.4,289,51
s38_e147_RES19613 & s38_e148_RES16818,A,738,10.78,7,9.8,15,18,11.3,s38_e147_RES19613,1170,-37.1422,147.9842,87,9.8,28.3,962,0.48,20.3,s38_e148_RES16818,432,-37.2033,148.1056,77,10.0,30.1,216,0.4,25.2,164,91
s38_e147_RES31068 & s38_e147_RES16636,A,730,12.63,6,9.9,15,18,17.7,s38_e147_RES31068,1130,-37.2008,147.9478,85,10.3,29.1,234,0.44,23.4,s38_e147_RES16636,400,-37.1228,147.7969,104,9.9,19.9,148,0.14,72.3,189,79
s38_e147_RES37761 & s38_e147_RES52767,A,789,6.65,12,9.0,15,18,4.3,s38_e147_RES37761,1260,-37.2289,147.2017,63,9.0,36.7,1195,1.08,8.3,s38_e147_RES52767,471,-37.2867,147.1431,40,9.5,40.7,400,1.06,9.0,103,145
s38_e147_RES57642 & s38_e147_RES77227,A,601,9.33,6,12.1,15,18,11.2,s38_e147_RES57642,901,-37.3069,147.4642,87,12.3,27.6,579,0.56,21.9,s38_e147_RES77227,300,-37.3925,147.4083,78,12.1,32.9,265,0.53,22.7,165,90
s38_e147_RES40762 & s38_e147_RES61893,A,731,7.76,9,9.9,15,18,5.2,s38_e147_RES40762,1151,-37.2408,147.3817,64,9.9,40.4,400,1.02,9.6,s38_e147_RES61893,420,-37.3242,147.385,61,10.2,28.8,468,0.91,11.1,125,120
s38_e147_RES98707 & s38_e146_RES76988,A,691,5.65,12,10.4,15,18,4.0,s38_e147_RES98707,1191,-37.5017,147.0122,49,10.4,48.3,406,1.32,7.9,s38_e146_RES76988,500,-37.5736,146.98,55,10.4,37.5,480,1.3,7.9,104,144
s38_e147_RES34842 & s38_e147_RES48921,A,791,7.35,11,9.1,15,18,3.7,s38_e147_RES34842,1151,-37.2172,147.9258,48,9.2,40.2,727,1.39,6.6,s38_e147_RES48921,360,-37.2714,147.8608,54,9.1,39.3,486,1.06,8.6,102,147
s38_e147_RES65073 & s38_e147_RES86301,A,779,10.12,8,9.1,15,18,4.7,s38_e147_RES65073,1030,-37.3392,147.4856,55,9.1,36.5,1182,1.52,6.0,s38_e147_RES86301,251,-37.4358,147.4017,90,9.7,21.5,412,0.42,23.2,145,103
s38_e147_RES39371 & s38_e147_RES57068,A,799,7.61,11,8.9,15,18,3.5,s38_e147_RES39371,1100,-37.2353,147.925,47,8.9,37.0,1262,1.86,4.8,s38_e147_RES57068,301,-37.3039,147.8628,76,8.9,31.5,462,0.67,13.4,123,121
s38_e147_RES14860 & s38_e147_RES14564,A,771,13.49,6,9.6,15,18,6.9,s38_e147_RES14860,1192,-37.1081,147.9622,73,9.6,40.2,431,0.76,12.6,s38_e147_RES14564,421,-37.1056,147.8069,93,9.6,21.6,561,0.64,15.0,166,90
