Pair Identifier,Class,Head (m),Separation (km),Slope (%),Volume (GL),Energy (GWh),Storage time (h),Combined water to rock ratio,Upper Identifier,Upper elevation (m),Upper latitude,Upper longitude,Upper reservoir area (ha),Upper reservoir volume (GL),Upper dam height (m),Upper dam length (m),Upper dam volume (GL),Upper water to rock ratio,Lower Identifier,Lower elevation (m),Lower latitude,Lower longitude,Lower reservoir area (ha),Lower reservoir volume (GL),Lower dam height (m),Lower dam length (m),Lower dam volume (GL),Lower water to rock ratio,Combined water area (ha),Energy storage MWh per ha
s17_e128_RES41619 & s17_e128_RES44074,B,380,6.12,6,18.6,15,18,6.9,s17_e128_RES41619,570,-16.6111,128.2636,85,19.0,41.7,1778,2.34,8.1,s17_e128_RES44074,190,-16.6639,128.2075,512,18.6,11.2,1420,0.39,47.3,597,25
s17_e128_RES20602 & s17_e128_RES22044,B,151,0.67,23,46.9,15,18,16.3,s17_e128_RES20602,251,-16.2389,128.5875,229,48.4,37.0,1274,1.97,24.5,s17_e128_RES22044,100,-16.2583,128.6031,573,46.9,21.3,906,0.97,48.3,802,18
s33_e137_RES6444 & s33_e137_RES6072,B,529,5.92,9,13.4,15,18,3.7,s33_e137_RES6444,591,-32.1808,137.9661,58,13.4,55.7,701,2.41,5.6,s33_e137_RES6072,62,-32.1719,137.8783,240,14.0,11.2,4729,1.26,11.1,298,50
s33_e137_RES2407 & s33_e137_RES685,B,431,5.85,7,16.5,15,18,4.9,s33_e137_RES2407,481,-32.0794,137.9867,74,16.5,55.7,1675,3.27,5.0,s33_e137_RES685,50,-32.0283,137.9072,984,17.2,2.0,2629,0.12,143.1,1058,14
s36_e147_RES37498 & s36_e147_RES33825,B,389,6.1,6,18.0,15,18,9.1,s36_e147_RES37498,790,-35.635,147.9956,153,18.1,33.0,745,1.16,15.5,s36_e147_RES33825,401,-35.585,147.9281,191,18.0,22.1,890,0.81,22.1,344,43
s36_e147_RES56009 & s36_e147_RES56166,B,400,7.32,5,18.0,15,18,6.4,s36_e147_RES56009,630,-35.8842,147.8075,113,18.0,35.7,1153,2.16,8.3,s36_e147_RES56166,230,-35.8861,147.6906,193,18.0,25.9,391,0.64,28.1,306,49
s38_e145_RES42387 & s38_e146_RES45101,B,499,6.39,8,14.3,15,18,7.0,s38_e145_RES42387,930,-37.3786,145.9261,77,14.9,40.4,357,0.95,15.7,s38_e146_RES45101,431,-37.3844,146.0217,80,14.3,43.4,345,1.12,12.7,157,95
s38_e145_RES84667 & s38_e145_RES84412,B,460,3.86,12,16.1,15,18,6.0,s38_e145_RES84667,741,-37.7903,145.8119,101,16.4,36.4,928,1.47,11.2,s38_e145_RES84412,281,-37.7878,145.7606,97,16.1,37.9,410,1.24,13.0,198,75
s38_e145_RES43831 & s38_e145_RES38417,B,398,3.73,11,18.3,15,18,7.8,s38_e145_RES43831,640,-37.3897,145.5836,169,18.6,26.1,1531,1.21,15.4,s38_e145_RES38417,242,-37.3542,145.5194,181,18.3,18.5,1741,1.15,16.0,350,42
s38_e145_RES86827 & s38_e145_RES94151,B,457,8.24,6,16.2,15,18,9.7,s38_e145_RES86827,741,-37.8119,145.855,105,16.2,32.6,644,1.15,14.0,s38_e145_RES94151,284,-37.8883,145.9164,141,16.5,21.4,921,0.53,31.0,246,60
s38_e145_RES46589 & s38_e145_RES49950,B,780,8.82,9,9.2,15,18,3.5,s38_e145_RES46589,1050,-37.4103,145.8147,44,9.2,41.8,645,1.86,5.0,s38_e145_RES49950,270,-37.4322,145.7097,93,9.3,20.2,1392,0.82,11.4,137,109
s38_e145_RES66320 & s38_e145_RES72889,B,650,10.98,6,11.2,15,18,6.1,s38_e145_RES66320,750,-37.5511,145.5483,58,11.3,37.8,786,1.12,10.1,s38_e145_RES72889,100,-37.6292,145.4311,154,11.2,16.3,1675,0.75,15.1,212,70
s38_e145_RES47848 & s38_e145_RES27887,B,771,15.48,5,8.9,15,18,5.9,s38_e145_RES47848,991,-37.4183,145.8956,51,9.5,42.7,282,0.8,11.9,s38_e145_RES27887,220,-37.2847,145.8031,111,8.9,18.3,1490,0.75,11.9,162,92
s38_e145_RES43545 & s38_e145_RES33402,B,752,5.63,13,9.5,15,18,2.8,s38_e145_RES43545,1122,-37.3875,145.8303,51,9.7,28.8,837,0.77,12.5,s38_e145_RES33402,370,-37.3225,145.8614,33,9.5,55.1,627,2.59,3.7,84,178
s38_e145_RES9835 & s38_e145_RES14425,B,390,6.08,6,18.4,15,18,8.5,s38_e145_RES9835,560,-37.1097,145.4081,179,18.5,17.9,1104,0.7,26.6,s38_e145_RES14425,170,-37.1433,145.3275,195,18.4,24.0,1529,1.48,12.5,374,40
s38_e145_RES46291 & s38_e145_RES52316,B,800,7.9,10,9.1,15,18,2.9,s38_e145_RES46291,1091,-37.4083,145.8081,49,9.2,28.6,2057,1.88,4.9,s38_e145_RES52316,291,-37.4461,145.7181,98,9.1,20.4,2572,1.27,7.2,147,102
s38_e145_RES45980 & s38_e145_RES40358,B,579,5.4,11,12.3,15,18,3.9,s38_e145_RES45980,831,-37.4061,145.63,67,13.0,34.6,1538,2.11,6.2,s38_e145_RES40358,252,-37.365,145.69,124,12.3,20.3,2338,1.17,10.5,191,78
s38_e145_RES56623 & s38_e145_RES43897,B,450,8.96,5,15.6,15,18,7.8,s38_e145_RES56623,680,-37.4767,145.4997,111,15.9,44.9,891,1.89,8.4,s38_e145_RES43897,230,-37.3903,145.4578,255,15.6,9.1,536,0.15,102.7,366,40
s38_e145_RES49027 & s38_e145_RES57511,B,600,6.89,9,12.3,15,18,4.2,s38_e145_RES49027,900,-37.4261,145.6358,54,12.6,34.1,2177,2.74,4.6,s38_e145_RES57511,300,-37.4833,145.6775,135,12.3,10.0,836,0.26,46.6,189,79
s38_e145_RES48332 & s38_e146_RES47381,B,652,12.02,5,11.2,15,18,4.9,s38_e145_RES48332,1102,-37.4211,145.8656,62,11.2,19.0,1322,0.6,18.7,s38_e146_RES47381,450,-37.3997,146.02,58,11.2,50.0,339,1.68,6.7,120,125
s38_e145_RES14234 & s38_e145_RES17056,B,309,4.9,6,23.2,15,18,10.0,s38_e145_RES14234,482,-37.1417,145.1944,96,23.2,51.8,462,2.09,11.1,s38_e145_RES17056,173,-37.175,145.2536,280,24.0,14.2,634,0.24,99.7,376,39
s38_e145_RES85861 & s38_e145_RES89581,B,371,4.38,8,19.4,15,18,7.0,s38_e145_RES85861,731,-37.8019,145.9072,75,19.4,63.6,268,1.55,12.5,s38_e145_RES89581,360,-37.8419,145.9789,113,20.0,30.0,730,1.25,16.0,188,79
s38_e145_RES46149 & s38_e145_RES29681,B,783,13.76,6,9.0,15,18,3.6,s38_e145_RES46149,993,-37.4072,145.8475,38,9.5,45.0,1058,2.07,4.6,s38_e145_RES29681,210,-37.2975,145.7403,119,9.0,18.7,930,0.51,17.7,157,95
s38_e145_RES96038 & s38_e145_RES100295,B,582,7.11,8,12.5,15,18,3.5,s38_e145_RES96038,763,-37.9083,145.8386,60,12.5,49.6,1472,2.9,4.3,s38_e145_RES100295,181,-37.9669,145.9392,93,12.9,26.3,539,0.71,18.3,153,98
s38_e145_RES51937 & s38_e145_RES59544,B,608,5.45,11,12.1,15,18,2.9,s38_e145_RES51937,1150,-37.4431,145.8283,43,12.2,42.9,664,2.2,5.6,s38_e145_RES59544,542,-37.4981,145.8036,42,12.1,52.0,672,2.02,6.0,85,176
s38_e145_RES85972 & s38_e145_RES80649,B,600,8.97,7,12.2,15,18,3.7,s38_e145_RES85972,780,-37.8031,145.8492,60,12.5,32.5,2043,1.75,7.1,s38_e145_RES80649,180,-37.7514,145.7356,91,12.2,29.8,1187,1.61,7.6,151,99
s38_e145_RES66528 & s38_e145_RES73120,B,751,12.86,6,9.5,15,18,3.2,s38_e145_RES66528,841,-37.5528,145.5428,42,9.5,46.0,1667,2.4,4.0,s38_e145_RES73120,90,-37.6325,145.4136,142,9.6,14.4,1136,0.53,17.9,184,81
s38_e145_RES63134 & s38_e145_RES70727,B,469,8.37,6,15.3,15,18,6.0,s38_e145_RES63134,640,-37.5231,145.5653,147,15.7,26.9,381,0.57,27.6,s38_e145_RES70727,171,-37.5997,145.4892,95,15.3,36.1,1202,2.01,7.6,242,61
s38_e145_RES6054 & s38_e145_RES4915,B,371,3.17,12,19.5,15,18,5.5,s38_e145_RES6054,591,-37.0772,145.5578,128,19.5,37.6,2447,2.7,7.2,s38_e145_RES4915,220,-37.0647,145.6133,254,20.1,20.2,1214,0.91,22.1,382,39
s38_e145_RES87955 & s38_e145_RES91411,B,510,7.97,6,14.6,15,18,4.4,s38_e145_RES87955,701,-37.8247,145.8197,79,14.6,38.6,1008,2.06,7.1,s38_e145_RES91411,191,-37.8592,145.7244,69,14.7,32.2,1404,1.28,11.5,148,101
s38_e145_RES83350 & s38_e145_RES77853,B,420,6.55,6,16.9,15,18,5.4,s38_e145_RES83350,661,-37.7786,145.8831,82,17.6,40.9,460,1.3,13.6,s38_e145_RES77853,241,-37.7214,145.8042,93,16.9,43.7,651,1.87,9.0,175,85
s38_e145_RES51762 & s38_e145_RES40290,B,562,8.47,7,12.7,15,18,3.9,s38_e145_RES51762,772,-37.4419,145.5386,44,13.4,46.3,1532,3.04,4.4,s38_e145_RES40290,210,-37.3647,145.4769,183,12.7,10.2,1267,0.35,36.3,227,66
s38_e145_RES58573 & s38_e145_RES68484,B,428,8.46,5,17.0,15,18,6.0,s38_e145_RES58573,560,-37.4914,145.3042,137,17.0,32.6,3278,2.32,7.3,s38_e145_RES68484,132,-37.5722,145.2217,153,17.3,21.9,633,0.52,33.0,290,51
s38_e145_RES35870 & s38_e145_RES34048,B,532,7.67,7,13.4,15,18,4.1,s38_e145_RES35870,752,-37.3389,145.6044,61,13.9,28.8,3079,3.02,4.6,s38_e145_RES34048,220,-37.3272,145.5019,173,13.4,14.1,1052,0.37,36.2,234,64
s16_e130_RES12977 & s16_e130_RES17222,B,270,3.66,7,25.5,15,18,9.7,s16_e130_RES12977,290,-15.2281,130.4028,426,25.5,24.4,1854,0.98,26.0,s16_e130_RES17222,20,-15.3053,130.4056,640,26.9,9.3,9551,1.74,15.4,1066,14
s16_e128_RES27454 & s16_e128_RES24716,B,230,3.77,6,30.0,15,18,11.8,s16_e128_RES27454,280,-15.9286,128.6042,177,30.9,42.7,1091,2.14,14.4,s16_e128_RES24716,50,-15.8997,128.5719,1252,30.0,5.1,6736,0.46,65.3,1429,10
s16_e128_RES20747 & s16_e128_RES19589,B,390,2.5,16,18.0,15,18,5.0,s16_e128_RES20747,440,-15.8469,128.1508,129,18.0,32.0,2172,2.92,6.2,s16_e128_RES19589,50,-15.8269,128.1972,525,18.3,7.5,5457,0.67,27.5,654,22
s17_e127_RES14316 & s17_e127_RES15178,B,189,3.23,6,38.8,15,18,25.1,s17_e127_RES14316,442,-16.4233,127.8108,224,39.0,30.4,481,0.98,39.6,s17_e127_RES15178,253,-16.4483,127.7681,272,38.8,33.3,244,0.57,68.3,496,30
s17_e127_RES3226 & s17_e127_RES927,B,268,4.58,6,26.5,15,18,13.1,s17_e127_RES3226,390,-16.0875,127.9094,169,26.5,26.6,1659,1.95,13.6,s17_e127_RES927,122,-16.0264,127.8886,305,27.9,14.6,90,0.08,361.1,474,31
s17_e127_RES11746 & s17_e127_RES10785,B,299,5.21,6,23.8,15,18,11.0,s17_e127_RES11746,510,-16.3525,127.8339,134,23.8,44.4,994,2.01,11.9,s17_e127_RES10785,211,-16.3297,127.7872,322,24.2,10.9,570,0.15,156.4,456,32
s17_e127_RES19553 & s17_e127_RES18872,B,149,1.63,9,49.0,15,18,28.1,s17_e127_RES19553,430,-16.5728,127.8067,317,50.4,18.7,1079,0.78,64.7,s17_e127_RES18872,281,-16.5528,127.7528,263,49.0,41.9,244,0.99,49.6,580,25
s17_e127_RES6523 & s17_e127_RES3586,B,310,5.35,6,22.2,15,18,10.0,s17_e127_RES6523,450,-16.1906,127.8758,253,23.0,22.0,2549,1.61,14.3,s17_e127_RES3586,140,-16.0989,127.8592,277,22.2,15.7,1149,0.65,34.0,530,28
s17_e127_RES8323 & s17_e127_RES8454,B,241,4.63,5,29.6,15,18,14.2,s17_e127_RES8323,471,-16.2567,127.875,104,31.1,39.6,846,1.42,21.9,s17_e127_RES8454,230,-16.2606,127.9383,600,29.6,10.8,2623,0.73,40.5,704,21
s42_e145_RES13067 & s42_e145_RES6897,B,360,4.15,9,20.1,15,18,9.3,s42_e145_RES13067,480,-41.1697,145.5442,167,20.1,29.9,3139,1.1,18.3,s42_e145_RES6897,120,-41.1042,145.5981,152,20.5,22.3,1198,1.08,19.0,319,47
s42_e145_RES50240 & s43_e145_RES257,B,278,0.96,29,25.7,15,18,7.5,s42_e145_RES50240,480,-41.9728,145.5386,239,25.9,35.4,1115,1.05,24.6,s43_e145_RES257,202,-42.0089,145.5183,91,25.7,69.5,329,2.38,10.8,330,45
s42_e145_RES38476 & s42_e145_RES40651,B,498,9.34,5,14.0,15,18,4.9,s42_e145_RES38476,681,-41.6031,145.6806,83,14.7,38.6,3314,2.23,6.6,s42_e145_RES40651,183,-41.7122,145.6361,91,14.0,32.8,947,0.71,19.6,174,86
s42_e145_RES18775 & s42_e145_RES17246,B,271,2.49,11,26.9,15,18,8.8,s42_e145_RES18775,481,-41.24,145.6108,157,26.9,38.1,4173,2.79,9.7,s42_e145_RES17246,210,-41.2197,145.5308,171,27.3,28.9,193,0.28,97.3,328,45
s38_e147_RES75534 & s38_e147_RES83289,B,792,6.73,12,9.2,15,18,3.0,s38_e147_RES75534,1033,-37.3844,147.1822,42,9.2,49.5,1251,2.8,3.3,s38_e147_RES83289,241,-37.4206,147.26,85,9.4,19.7,301,0.26,36.5,127,118
s38_e147_RES25255 & s38_e147_RES25069,B,770,6.45,12,9.1,15,18,3.1,s38_e147_RES25255,1231,-37.1725,147.925,50,9.4,41.2,1196,2.08,4.5,s38_e147_RES25069,461,-37.1714,147.8306,73,9.1,32.5,456,0.89,10.2,123,121
s38_e147_RES38899 & s38_e147_RES56955,B,791,10.74,7,9.3,15,18,4.2,s38_e147_RES38899,1171,-37.2339,147.2244,42,9.3,49.8,326,1.24,7.5,s38_e147_RES56955,380,-37.3036,147.1111,51,9.3,41.0,357,0.99,9.4,93,161
s38_e147_RES49357 & s38_e147_RES65967,B,642,10.76,6,11.5,15,18,6.8,s38_e147_RES49357,953,-37.2736,147.415,53,11.5,44.2,432,1.43,8.0,s38_e147_RES65967,311,-37.3431,147.3025,81,11.7,20.1,289,0.27,44.0,134,111
s38_e147_RES27147 & s38_e147_RES25486,B,781,9.45,8,9.2,15,18,3.8,s38_e147_RES27147,1181,-37.1833,147.93,62,9.6,40.0,1325,2.11,4.5,s38_e147_RES25486,400,-37.1739,147.7856,82,9.2,14.5,739,0.43,21.7,144,104
s38_e147_RES64095 & s38_e147_RES75977,B,631,7.65,8,11.3,15,18,4.2,s38_e147_RES64095,953,-37.3347,147.4997,80,11.7,40.1,518,1.32,8.9,s38_e147_RES75977,322,-37.3867,147.4125,72,11.3,33.8,536,1.44,7.8,152,98
s38_e147_RES7452 & s38_e147_RES7787,B,440,8.52,5,16.6,15,18,10.4,s38_e147_RES7452,1360,-37.0514,147.2883,73,16.7,42.6,672,0.94,17.8,s38_e147_RES7787,920,-37.0542,147.4025,99,16.6,35.4,278,0.66,25.1,172,87
s38_e147_RES70831 & s38_e147_RES91344,B,752,9.29,8,9.6,15,18,3.7,s38_e147_RES70831,1082,-37.3636,147.5372,51,9.8,40.2,665,1.94,5.0,s38_e147_RES91344,330,-37.4619,147.5836,71,9.6,33.4,369,0.67,14.3,122,122
s38_e147_RES18897 & s38_e147_RES45036,B,731,10.57,7,9.8,15,18,4.9,s38_e147_RES18897,1122,-37.1381,147.1094,40,9.8,47.4,363,1.5,6.5,s38_e147_RES45036,391,-37.2572,147.0522,70,10.1,32.5,203,0.51,19.7,110,136
s38_e147_RES46673 & s38_e147_RES49274,B,782,7.64,10,9.1,15,18,2.9,s38_e147_RES46673,1132,-37.2631,147.9464,42,9.1,46.4,832,2.23,4.1,s38_e147_RES49274,350,-37.2731,147.8547,70,9.6,30.6,536,0.9,10.6,112,133
s38_e147_RES14059 & s38_e147_RES33023,B,742,9.34,8,9.4,15,18,3.3,s38_e147_RES14059,1062,-37.1017,147.7106,42,9.7,53.6,574,2.58,3.8,s38_e147_RES33023,320,-37.2097,147.7225,133,9.4,12.8,702,0.37,25.2,175,85
s38_e147_RES91554 & s38_e147_RES108542,B,790,10.52,8,9.1,15,18,3.2,s38_e147_RES91554,1170,-37.4631,147.0178,58,9.2,36.6,855,1.31,7.0,s38_e147_RES108542,380,-37.5628,147.0706,50,9.1,45.2,407,1.51,6.0,108,138
s38_e147_RES20868 & s38_e147_RES25800,B,799,6.66,12,8.9,15,18,2.6,s38_e147_RES20868,1263,-37.1492,147.9289,67,8.9,36.8,1664,1.71,5.2,s38_e147_RES25800,464,-37.1764,147.8331,58,9.0,33.6,931,1.76,5.1,125,120
s38_e147_RES21262 & s38_e147_RES57680,B,770,15.28,5,9.3,15,18,6.4,s38_e147_RES21262,1130,-37.1517,147.3572,67,9.3,32.2,363,0.58,16.0,s38_e147_RES57680,360,-37.3072,147.2836,56,9.6,35.3,314,0.9,10.7,123,121
s38_e147_RES29155 & s38_e147_RES60064,B,791,11.61,7,9.0,15,18,3.6,s38_e147_RES29155,1251,-37.1931,147.3844,61,9.0,35.5,974,1.2,7.5,s38_e147_RES60064,460,-37.3167,147.4044,44,9.5,39.8,394,1.33,7.1,105,142
s38_e147_RES68288 & s38_e147_RES90659,B,800,14.11,6,9.1,15,18,4.3,s38_e147_RES68288,1021,-37.3531,147.5283,45,9.1,40.4,757,1.48,6.1,s38_e147_RES90659,221,-37.4583,147.3925,77,9.2,21.8,455,0.62,14.8,122,122
s38_e147_RES77704 & s38_e147_RES97509,B,575,8.47,7,12.7,15,18,4.9,s38_e147_RES77704,856,-37.3944,147.5633,52,12.7,44.6,425,1.9,6.7,s38_e147_RES97509,281,-37.4942,147.6125,88,12.8,27.9,455,0.68,18.8,140,107
s38_e147_RES73565 & s38_e147_RES89418,B,692,7.02,10,10.5,15,18,2.9,s38_e147_RES73565,1104,-37.3758,147.5214,42,10.5,49.0,1476,2.94,3.6,s38_e147_RES89418,412,-37.4517,147.5372,88,10.8,30.4,339,0.65,16.7,130,115
s38_e147_RES56164 & s38_e147_RES42315,B,768,8.82,9,9.4,15,18,2.9,s38_e147_RES56164,1190,-37.2997,147.525,49,9.4,38.4,1280,2.22,4.2,s38_e147_RES42315,422,-37.2467,147.6214,62,9.5,37.1,413,0.98,9.7,111,135
s38_e147_RES34653 & s38_e147_RES47406,B,740,6.32,12,9.5,15,18,2.6,s38_e147_RES34653,1310,-37.2167,147.1958,48,9.5,37.7,1810,2.4,4.0,s38_e147_RES47406,570,-37.2661,147.1447,38,10.0,56.6,308,1.39,7.2,86,174
s38_e147_RES45877 & s38_e147_RES75814,B,752,14.97,5,9.8,15,18,4.4,s38_e147_RES45877,1022,-37.2606,147.3947,45,9.8,50.6,493,1.98,5.0,s38_e147_RES75814,270,-37.3858,147.2758,68,9.8,17.8,314,0.26,37.5,113,132
s38_e147_RES18297 & s38_e147_RES8160,B,740,8.68,9,9.6,15,18,2.9,s38_e147_RES18297,1341,-37.1342,147.9025,61,9.6,36.5,3742,1.91,5.0,s38_e147_RES8160,601,-37.0567,147.8775,39,10.0,59.9,302,1.49,6.7,100,150
s38_e147_RES69587 & s38_e147_RES71554,B,482,6.96,7,14.8,15,18,4.6,s38_e147_RES69587,712,-37.3583,147.6872,64,14.9,57.0,690,2.82,5.3,s38_e147_RES71554,230,-37.3669,147.7911,176,14.8,23.1,357,0.41,36.4,240,62
s38_e147_RES55571 & s38_e147_RES71405,B,760,9.7,8,9.3,15,18,2.8,s38_e147_RES55571,1100,-37.2975,147.4858,53,9.3,42.7,2106,2.32,4.0,s38_e147_RES71405,340,-37.3664,147.3942,72,9.3,31.8,499,1.01,9.2,125,120
s38_e147_RES9514 & s38_e147_RES11034,B,759,8.06,9,9.4,15,18,2.5,s38_e147_RES9514,1231,-37.0681,147.9225,47,9.4,53.1,635,2.57,3.7,s38_e147_RES11034,472,-37.08,147.8133,65,9.4,33.3,456,1.19,7.9,112,133
s38_e147_RES42757 & s38_e147_RES65946,B,762,11.93,6,9.3,15,18,3.0,s38_e147_RES42757,1012,-37.2483,147.9561,43,9.7,51.0,1041,2.81,3.4,s38_e147_RES65946,250,-37.3428,147.83,113,9.3,21.1,584,0.43,21.5,156,96
s38_e147_RES30581 & s38_e147_RES53136,B,491,9.1,5,14.9,15,18,5.9,s38_e147_RES30581,841,-37.1989,147.1178,61,14.9,53.4,258,1.33,11.2,s38_e147_RES53136,350,-37.2881,147.0394,90,15.3,38.4,690,1.23,12.4,151,99
s38_e147_RES39733 & s38_e147_RES55809,B,799,8.19,10,8.7,15,18,2.5,s38_e147_RES39733,1090,-37.2369,147.9353,35,8.7,52.4,590,2.25,3.9,s38_e147_RES55809,291,-37.2983,147.8494,79,8.8,28.0,788,1.25,7.0,114,131
s38_e147_RES76651 & s38_e147_RES88262,B,730,7.68,10,9.8,15,18,2.4,s38_e147_RES76651,940,-37.39,147.1694,39,9.8,57.1,782,3.41,2.9,s38_e147_RES88262,210,-37.4464,147.2508,87,10.1,20.0,665,0.69,14.6,126,119
s38_e147_RES67383 & s38_e147_RES65563,B,560,9.06,6,12.5,15,18,4.7,s38_e147_RES67383,820,-37.3492,147.6406,60,12.6,47.9,793,2.47,5.1,s38_e147_RES65563,260,-37.3411,147.7625,147,12.5,18.8,462,0.2,61.4,207,72
s38_e147_RES48858 & s38_e148_RES27382,B,730,7.53,10,9.8,15,18,2.6,s38_e147_RES48858,1110,-37.2711,147.9706,45,9.8,45.5,1509,2.85,3.4,s38_e148_RES27382,380,-37.3219,148.0375,81,9.9,23.9,1028,0.94,10.5,126,119
s38_e147_RES33309 & s38_e148_RES22522,B,719,10.63,7,9.9,15,18,3.0,s38_e147_RES33309,1180,-37.2111,147.9353,47,9.9,44.6,1621,2.44,4.1,s38_e148_RES22522,461,-37.2717,148.0583,64,10.3,39.3,430,0.88,11.8,111,135
s38_e147_RES7565 & s38_e147_RES13835,B,280,5.5,5,25.8,15,18,10.9,s38_e147_RES7565,1300,-37.0522,147.3011,129,25.8,45.1,641,1.95,13.2,s38_e147_RES13835,1020,-37.1003,147.3761,192,26.3,27.1,327,0.43,61.9,321,46
s38_e147_RES92762 & s38_e147_RES111373,B,794,11.91,7,8.9,15,18,2.7,s38_e147_RES92762,1124,-37.4692,147.0028,59,9.1,37.6,1765,2.5,3.6,s38_e147_RES111373,330,-37.5831,147.0947,53,8.9,35.8,350,0.85,10.4,112,133
s38_e147_RES8466 & s38_e147_RES21081,B,560,10.65,5,12.4,15,18,4.6,s38_e147_RES8466,930,-37.0594,147.6892,58,12.5,46.0,770,1.92,6.5,s38_e147_RES21081,370,-37.1503,147.7808,114,12.4,25.4,610,0.79,15.7,172,87
s38_e147_RES57832 & s38_e147_RES56884,B,750,3.13,24,9.4,15,18,1.8,s38_e147_RES57832,1172,-37.3078,147.1792,30,9.4,52.4,1570,3.71,2.5,s38_e147_RES56884,422,-37.3033,147.1297,47,10.0,38.2,499,1.48,6.7,77,194
s22_e149_RES18020 & s22_e149_RES19275,B,352,3.98,9,20.3,15,18,6.6,s22_e149_RES18020,412,-21.8847,149.2522,125,20.3,47.4,1234,1.44,14.1,s22_e149_RES19275,60,-21.9103,149.3294,175,20.4,21.3,1574,1.63,12.5,300,50
s22_e149_RES12721 & s22_e148_RES51650,B,560,3.54,16,12.8,15,18,3.0,s22_e149_RES12721,750,-21.7683,149.0253,43,12.8,51.2,1674,3.72,3.5,s22_e148_RES51650,190,-21.7764,148.9686,178,13.4,20.2,1069,0.61,21.9,221,67
s22_e149_RES23305 & s22_e149_RES20200,B,290,3.22,9,23.8,15,18,7.5,s22_e149_RES23305,321,-21.9728,149.3397,160,24.4,43.4,1426,2.56,9.5,s22_e149_RES20200,31,-21.9258,149.3783,360,23.8,15.4,1461,0.69,34.5,520,28
s22_e149_RES16532 & s22_e149_RES16054,B,238,1.38,17,29.8,15,18,8.2,s22_e149_RES16532,310,-21.8394,149.2736,269,29.8,22.8,1208,0.95,31.2,s22_e149_RES16054,72,-21.8297,149.3319,158,30.5,49.6,628,2.74,11.1,427,35
s25_e148_RES44435 & s25_e148_RES47382,B,671,8.52,8,10.7,15,18,4.3,s25_e148_RES44435,1051,-24.8914,148.1917,72,10.7,32.3,1956,2.11,5.1,s25_e148_RES47382,380,-24.9356,148.2786,145,10.9,22.5,359,0.36,30.0,217,69
s25_e148_RES23110 & s25_e148_RES26093,B,330,4.4,7,20.8,15,18,8.5,s25_e148_RES23110,730,-24.6439,148.0839,87,21.6,51.8,755,2.22,9.8,s25_e148_RES26093,400,-24.6969,148.1086,252,20.8,16.9,581,0.33,63.8,339,44
s25_e151_RES41554 & s25_e151_RES38736,B,279,4.44,6,24.7,15,18,17.1,s25_e151_RES41554,440,-24.8028,151.4164,276,24.7,23.3,1287,1.0,24.8,s25_e151_RES38736,161,-24.7544,151.48,279,26.5,23.1,474,0.48,55.4,555,27
s25_e151_RES40314 & s25_e151_RES36112,B,290,4.52,6,24.0,15,18,11.5,s25_e151_RES40314,471,-24.7803,151.3875,278,24.0,24.4,1167,0.71,34.0,s25_e151_RES36112,181,-24.7156,151.4342,160,25.0,31.6,906,1.43,17.4,438,34
